,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,J.Johnson o27.5 Pts+Rebs,Markus_Markets,Atlanta Hawks,Dallas Mavericks,1.0,0.6875,1,1.0,1,0.9,1,-122.0,1.0,1.819672131147541,0.819672131147541,J.Johnson,Y
1,D.Daniels o11.5 Pts,RoyalsProps,Atlanta Hawks,Dallas Mavericks,1.0,0.6,1,0.6,1,0.6,1,-120.0,1.2,2.2,1.0000000000000002,D.Daniels,Y
2,K.Irving o6.5 Ast,therocketplays,Dallas Mavericks,Atlanta Hawks,0.0,0.1875,0,0.2,0,0.1,0,-125.0,1.25,2.25,1.0,K.Irving,N
3,J.Hart o28.5 Pts+Rebs+Ast,sandyplashkes,New York Knicks,Denver Nuggets,0.0,0.625,1,0.8,1,0.7,1,-112.0,1.12,2.12,1.0,J.Hart,N
4,N.Jokic o27.5 Pts,JoeDellera,Denver Nuggets,New York Knicks,1.0,0.6666666666666666,1,0.8,1,0.7,1,-110.0,1.0,1.9090909090909087,0.9090909090909092,N.Jokic,N
5,J.Hart o13.5 Pts,HPBasketball,New York Knicks,Denver Nuggets,0.0,0.625,1,1.0,1,0.8,1,-120.0,0.6,1.1,0.5000000000000001,J.Hart,N
6,B.Miller u34.5 Pts+Rebs+Ast,allanlemdfs,Charlotte Hornets,Orlando Magic,1.0,0.6666666666666666,1,0.4,0,0.6,1,-125.0,1.25,2.25,1.0,B.Miller,Y
7,B.Miller u30.5 Pts+Rebs,kylemurray03,Charlotte Hornets,Orlando Magic,1.0,0.6666666666666666,1,0.4,0,0.6,1,-110.0,1.1,2.1,1.0,B.Miller,Y
8,B.Ingram o21.5 Pts,JoeDellera,New Orleans Pelicans,Indiana Pacers,0.0,0.5,0,0.4,0,0.5,0,-115.0,1.0,1.869565217391304,0.8695652173913042,B.Ingram,X
9,J.Poeltl o15.5 Pts,Mjaybrxd,Toronto Raptors,Detroit Pistons,0.0,0.4705882352941176,0,0.6,1,0.4,0,-125.0,1.0,1.8,0.8,J.Poeltl,N
10,T.Harris u7.5 Rebs,Theotherbabs,Detroit Pistons,Toronto Raptors,1.0,0.5,0,0.4,0,0.5,0,-115.0,1.0,1.869565217391304,0.8695652173913042,T.Harris,Y
