,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,C.Braun o11.5 Pts,JoeDellera,Denver Nuggets,Utah Jazz,0.0,0.6896551724137931,1,0.2,0,0.4,0,-120,1.0,1.8333333333333333,0.8333333333333335,C.Braun,Y
1,N.Jokic o37.5 Pts+Ast,kylemurray03,Denver Nuggets,Utah Jazz,0.0,0.7037037037037037,1,0.6,1,0.6,1,-115,1.15,2.1499999999999995,0.9999999999999996,N.Jokic,Y
2,W.Kessler o14.5 Rebs,therocketplays,Utah Jazz,Denver Nuggets,1.0,0.1666666666666666,0,0.4,0,0.3,0,500,0.5,3.0,2.5,W.Kessler,N
3,W.Kessler o10.5 Rebs,therocketplays,Utah Jazz,Denver Nuggets,1.0,0.5833333333333334,1,0.8,1,0.7,1,105,1.0,2.05,1.0499999999999998,W.Kessler,Y
4,W.Kessler o20.5 Pts+Rebs,ccentral,Utah Jazz,Denver Nuggets,1.0,0.625,1,0.6,1,0.7,1,100,1.0,2.0,1.0,W.Kessler,Y
5,J.Strawther o7.5 Pts,Markus_Markets,Denver Nuggets,Utah Jazz,0.0,0.5333333333333333,1,0.6,1,0.7,1,-130,1.0,1.7692307692307692,0.7692307692307692,J.Strawther,N
6,M.Bridges u18.5 Pts,sandyplashkes_duplicate,New York Knicks,Washington Wizards,0.0,0.53125,1,0.6,1,0.4,0,-116,1.16,2.16,0.9999999999999998,M.Bridges,Y
7,M.Bridges u18.5 Pts,sandyplashkes_duplicate,Charlotte Hornets,Chicago Bulls,1.0,0.5,0,0.4,0,0.3,0,-116,1.16,2.16,0.9999999999999998,M.Bridges,Y
8,J.Poole u4.5 Ast,TopShelfAction,Washington Wizards,New York Knicks,1.0,0.4230769230769231,0,0.6,1,0.5,0,123,0.4,0.892,0.492,J.Poole,X
9,K.Towns o12.5 Rebs,kylemurray03,New York Knicks,Washington Wizards,0.0,0.5666666666666667,1,0.2,0,0.6,1,-120,1.2,2.2,1.0000000000000002,K.Towns,Y
10,M.Bridges u3.5 Ast,TopShelfAction_duplicate,New York Knicks,Washington Wizards,0.0,0.5625,1,0.6,1,0.7,1,100,1.4,2.8,1.4,M.Bridges,N
11,M.Bridges u3.5 Ast,TopShelfAction_duplicate,Charlotte Hornets,Chicago Bulls,1.0,0.6111111111111112,1,0.6,1,0.5,0,100,1.4,2.8,1.4,M.Bridges,N
12,S.Curry u9.5 Pts,TopShelfAction_duplicate,Charlotte Hornets,Chicago Bulls,1.0,0.8928571428571429,1,0.8,1,0.8,1,-103,0.7,1.3796116504854368,0.6796116504854368,S.Curry,N
13,V.Micic u6.5 Ast,TopShelfAction,Charlotte Hornets,Chicago Bulls,1.0,0.8,1,1.0,1,0.7,1,110,0.5,1.05,0.55,V.Micic,N
14,M.Williams o1.5 Ast,kylemurray03,Charlotte Hornets,Chicago Bulls,1.0,0.6666666666666666,1,0.8,1,0.6666666666666666,1,-110,1.1,2.1,1.0,M.Williams,Y
15,A.Wiggins u5.5 Rebs,Markus_Markets_duplicate,Golden State Warriors,Cleveland Cavaliers,1.0,0.7777777777777778,1,0.6,1,0.7,1,-135,1.0,1.7407407407407407,0.7407407407407407,A.Wiggins,Y
16,C.McCollum o2.5 3pt M,TopShelfAction,New Orleans Pelicans,Los Angeles Clippers,1.0,0.631578947368421,1,0.4,0,0.5,0,105,0.5,1.025,0.5249999999999999,C.McCollum,Y
17,N.Powell o23.5 Pts,kylemurray03,Los Angeles Clippers,New Orleans Pelicans,0.0,0.5833333333333334,1,1.0,1,0.7,1,-110,1.1,2.1,1.0,N.Powell,Y
18,D.DeRozan o25.5 Pts+Rebs+Ast,TopShelfAction,Sacramento Kings,Dallas Mavericks,1.0,0.7037037037037037,1,0.4,0,0.5,0,-110,0.5,0.9545454545454546,0.4545454545454546,D.DeRozan,N
19,A.Simons u18.5 Pts,TopShelfAction,Portland Trail Blazers,Philadelphia 76ers,1.0,0.5,0,0.6,1,0.6,1,100,0.4,0.8,0.4,A.Simons,N
20,K.Towns o40.5 Pts+Rebs+Ast,Rotowire Sleeper,New York Knicks,Washington Wizards,0.0,0.5,0,0.4,0,0.7,1,100,1.5,3.0,1.5,K.Towns,Y
21,T.Camara o12.5 Pts+Rebs,Rotowire Sleeper,Portland Trail Blazers,Philadelphia 76ers,1.0,0.7333333333333333,1,0.8,1,0.8,1,100,1.5,3.0,1.5,T.Camara,Y
22,M.Bridges o33.5 Pts+Rebs+Ast,Rotowire Prizepicks_duplicate,Charlotte Hornets,Chicago Bulls,1.0,0.3333333333333333,0,0.6,1,0.5,0,100,1.5,3.0,1.5,M.Bridges,N
23,M.Monk o18.5 Pts+Rebs,Rotowire Sleeper,Sacramento Kings,Dallas Mavericks,1.0,0.4,0,0.4,0,0.5,0,100,1.5,3.0,1.5,M.Monk,Y
24,M.Monk o23.5 Pts+Rebs+Ast,Rotowire Prizepicks,Sacramento Kings,Dallas Mavericks,1.0,0.4,0,0.4,0,0.5,0,100,1.5,3.0,1.5,M.Monk,Y
25,A.Coffey u1.5 3pt M,TopShelfAction,Los Angeles Clippers,New Orleans Pelicans,0.0,0.5333333333333333,1,0.4,0,0.4,0,-135,0.7,1.2185185185185183,0.5185185185185184,A.Coffey,Y
26,I.Zubac o29.5 Pts+Rebs+Ast,Rotowire Prizepicks,Los Angeles Clippers,New Orleans Pelicans,0.0,0.6451612903225806,1,1.0,1,0.7,1,100,1.5,3.0,1.5,I.Zubac,Y
27,M.Bridges u18.5 Pts,LinesAtLunch_duplicate,New York Knicks,Washington Wizards,0.0,0.53125,1,0.6,1,0.4,0,-116,1.16,2.16,0.9999999999999998,M.Bridges,Y
