,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,J.Poeltl o10.5 Pts,TopShelfAction,Toronto Raptors,Cleveland Cavaliers,0.0,0.6875,1,0.6,1,0.6,1,-110,0.8,1.5272727272727271,0.7272727272727273,J.Poeltl,Y
1,S.Barnes o4.5 Ast,TopShelfAction,Toronto Raptors,Cleveland Cavaliers,0.0,0.7916666666666666,1,0.6,1,0.7,1,-135,1.4,2.4370370370370367,1.0370370370370368,S.Barnes,Y
2,S.Barnes o1.5 3pt M,TopShelfAction,Toronto Raptors,Cleveland Cavaliers,0.0,0.5833333333333334,1,0.6,1,0.5,0,155,0.4,1.02,0.62,S.Barnes,N
3,D.Mitchell o3.5 3pt M,TopShelfAction_duplicate,Cleveland Cavaliers,Toronto Raptors,1.0,0.5428571428571428,1,0.4,0,0.5,0,123,0.6,1.338,0.7379999999999999,D.Mitchell,N
4,S.Barnes o17.5 Pts,TopShelfAction,Toronto Raptors,Cleveland Cavaliers,0.0,0.6666666666666666,1,0.8,1,0.7,1,-115,0.7,1.3086956521739128,0.6086956521739129,S.Barnes,Y
5,J.Duren u10.5 Rebs,TopShelfAction,Detroit Pistons,Golden State Warriors,1.0,0.6176470588235294,1,0.4,0,0.6,1,-105,0.6,1.1714285714285713,0.5714285714285713,J.Duren,N
6,B.Beal u3.5 Ast,TopShelfAction,Phoenix Suns,Atlanta Hawks,1.0,0.52,1,0.6,1,0.5,0,-105,0.6,1.1714285714285713,0.5714285714285713,B.Beal,Y
7,B.Beal u3.5 Rebs,allanlemdfs,Phoenix Suns,Atlanta Hawks,1.0,0.6,1,0.8,1,0.8,1,114,0.44,0.9416,0.5015999999999998,B.Beal,N
8,J.Jaquez u22.5 Pts+Rebs+Ast,TopShelfAction,Miami Heat,Utah Jazz,0.0,0.8709677419354839,1,0.6,1,0.7,1,-104,0.7,1.373076923076923,0.6730769230769231,J.Jaquez,N
9,D.Ayton o13.5 Pts,TopShelfAction,Portland Trail Blazers,Dallas Mavericks,0.0,0.6296296296296297,1,0.2,0,0.6,1,-121,1.0,1.826446280991736,0.8264462809917354,D.Ayton,N
10,D.Mitchell o29.5 Pts+Rebs+Ast,Rotowire Sleeper_duplicate,Cleveland Cavaliers,Toronto Raptors,1.0,0.6,1,0.4,0,0.5,0,100,1.5,3.0,1.5,D.Mitchell,N
11,P.Banchero o22.5 Pts+Rebs,Rotowire Prizepicks,Orlando Magic,Minnesota Timberwolves,1.0,0.8,1,0.8,1,0.8,1,100,1.5,3.0,1.5,P.Banchero,X
12,P.Banchero o21.5 Pts+Ast,Rotowire Prizepicks,Orlando Magic,Minnesota Timberwolves,1.0,0.8,1,0.8,1,0.8,1,100,1.5,3.0,1.5,P.Banchero,X
13,L.Markkanen u25.5 Pts,PvB_Bets,Utah Jazz,Miami Heat,1.0,0.7931034482758621,1,0.8,1,0.7,1,-120,1.0,1.8333333333333333,0.8333333333333335,L.Markkanen,Y
14,T.Herro o34.5 Pts+Rebs+Ast,RoyalsProps,Miami Heat,Utah Jazz,0.0,0.4857142857142857,0,0.4,0,0.5,0,-115,1.15,2.1499999999999995,0.9999999999999996,T.Herro,Y
15,P.Washington u18.5 Pts,TopShelfAction,Dallas Mavericks,Portland Trail Blazers,1.0,0.8,1,0.6,1,0.8,1,-110,0.9,1.7181818181818185,0.8181818181818182,P.Washington,N
16,C.Capela o17.5 Pts+Rebs,Rotowire Prizepicks,Atlanta Hawks,Phoenix Suns,0.0,0.5135135135135135,1,0.4,0,0.3,0,100,1.5,3.0,1.5,C.Capela,Y
