,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,I.Hartenstein o10.5 Rebs,JoeDellera,Oklahoma City Thunder,Los Angeles Lakers,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,100.0,1.0,2.0,1.0,I.Hartenstein,Y
1,L.James o21.5 Pts,sandyplashkes,Los Angeles Lakers,Oklahoma City Thunder,1.0,0.3888888888888889,0,0.4,0,0.3,0,-114.0,1.14,2.14,0.9999999999999998,L.James,N
2,I.Hartenstein o21.5 Pts+Rebs,Markus_Markets,Oklahoma City Thunder,Los Angeles Lakers,0.0,1.0,1,1.0,1,1.0,1,-125.0,1.0,1.8,0.8,I.Hartenstein,Y
3,I.Hartenstein o21.5 Pts+Rebs,ThePropfessor_,Oklahoma City Thunder,Los Angeles Lakers,0.0,1.0,1,1.0,1,1.0,1,-120.0,1.2,2.2,1.0000000000000002,I.Hartenstein,Y
4,T.Young o21.5 Pts,sandyplashkes,Atlanta Hawks,Cleveland Cavaliers,1.0,0.5555555555555556,1,0.2,0,0.4,0,-114.0,1.14,2.14,0.9999999999999998,T.Young,N
5,D.Garland o30.5 Pts+Rebs+Ast,LinesAtLunch,Cleveland Cavaliers,Atlanta Hawks,0.0,0.3888888888888889,0,0.4,0,0.4,0,-110.0,1.1,2.1,1.0,D.Garland,Y
6,D.Garland o30.5 Pts+Rebs+Ast,sandyplashkes,Cleveland Cavaliers,Atlanta Hawks,0.0,0.3888888888888889,0,0.4,0,0.4,0,-110.0,1.1,2.1,1.0,D.Garland,Y
7,J.Tatum o14.5 Rebs+Ast,Mjaybrxd,Boston Celtics,Chicago Bulls,0.0,0.4444444444444444,0,0.6,1,0.6,1,-115.0,1.0,1.869565217391304,0.8695652173913042,J.Tatum,Y
8,D.White o19.5 Pts+Ast,Markus_Markets,Boston Celtics,Chicago Bulls,0.0,0.8888888888888888,1,0.8,1,0.8,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,D.White,Y
9,D.Bane o16.5 Pts,RoyalsProps,Memphis Grizzlies,New Orleans Pelicans,1.0,0.4166666666666667,0,0.2,0,0.3,0,-118.0,1.18,2.18,0.9999999999999998,D.Bane,N
10,J.Ivey o28.5 Pts+Rebs+Ast,Mjaybrxd,Detroit Pistons,Indiana Pacers,0.0,0.4210526315789473,0,0.2,0,0.3,0,-120.0,1.0,1.8333333333333333,0.8333333333333335,J.Ivey,Y
11,J.Duren o22.5 Pts+Rebs+Ast,LinesAtLunch,Detroit Pistons,Indiana Pacers,0.0,0.5,0,0.4,0,0.4,0,-108.0,1.08,2.08,1.0,J.Duren,Y
12,C.Cunningham o21.5 Pts,Markus_Markets,Detroit Pistons,Indiana Pacers,0.0,0.5882352941176471,1,0.6,1,0.5,0,-125.0,1.0,1.8,0.8,C.Cunningham,Y
13,J.Duren o22.5 Pts+Rebs+Ast,sandyplashkes,Detroit Pistons,Indiana Pacers,0.0,0.5,0,0.4,0,0.4,0,-108.0,1.08,2.08,1.0,J.Duren,Y
14,R.Gobert u11.5 Rebs,sandyplashkes,Minnesota Timberwolves,Los Angeles Clippers,1.0,0.6111111111111112,1,0.6,1,0.6,1,-125.0,1.25,2.25,1.0,R.Gobert,N
15,D.Fox o28.5 Pts,RoyalsProps,Sacramento Kings,Portland Trail Blazers,0.0,0.3684210526315789,0,0.4,0,0.5,0,-113.0,1.13,2.13,1.0,D.Fox,N
16,O.Anunoby o17.5 Pts,Mjaybrxd,New York Knicks,Charlotte Hornets,0.0,0.4444444444444444,0,0.4,0,0.6,1,-108.0,1.0,1.925925925925926,0.925925925925926,O.Anunoby,N
17,O.Anunoby o17.5 Pts,RoyalsProps,New York Knicks,Charlotte Hornets,0.0,0.4444444444444444,0,0.4,0,0.6,1,-108.0,1.08,2.08,1.0,O.Anunoby,N
18,K.Towns o25.5 Pts,LinesAtLunch,New York Knicks,Charlotte Hornets,0.0,0.4705882352941176,0,0.4,0,0.6,1,-120.0,1.2,2.2,1.0000000000000002,K.Towns,N
19,K.Towns o25.5 Pts,therocketplays,New York Knicks,Charlotte Hornets,0.0,0.4705882352941176,0,0.4,0,0.6,1,-125.0,1.25,2.25,1.0,K.Towns,N
20,K.Towns u25.5 Pts,therocketplays,New York Knicks,Charlotte Hornets,0.0,0.5294117647058824,1,0.6,1,0.4,0,-125.0,1.25,2.25,1.0,K.Towns,Y
21,K.Towns o25.5 Pts,sandyplashkes,New York Knicks,Charlotte Hornets,0.0,0.4705882352941176,0,0.4,0,0.6,1,-120.0,1.2,2.2,1.0000000000000002,K.Towns,N
22,K.Towns o25.5 Pts,JoeDellera,New York Knicks,Charlotte Hornets,0.0,0.4705882352941176,0,0.4,0,0.6,1,-108.0,1.0,1.925925925925926,0.925925925925926,K.Towns,N
23,D.Daniels o16.5 Pts+Rebs,Rotowire Sleeper,Atlanta Hawks,Cleveland Cavaliers,1.0,0.7058823529411765,1,0.8,1,0.9,1,100.0,1.5,3.0,1.5,D.Daniels,N
24,D.Ayton o25.5 Pts+Rebs,Rotowire Sleeper,Portland Trail Blazers,Sacramento Kings,1.0,0.5,0,0.6,1,0.6,1,100.0,1.5,3.0,1.5,D.Ayton,Y
25,N.Powell o22.5 Pts+Rebs+Ast,Rotowire Prizepicks,Los Angeles Clippers,Minnesota Timberwolves,0.0,0.8,1,0.6,1,0.8,1,100.0,1.5,3.0,1.5,N.Powell,X
26,J.Harden u22.5 Pts,Rotowire Prizepicks,Los Angeles Clippers,Minnesota Timberwolves,0.0,0.6,1,0.4,0,0.7,1,100.0,1.5,3.0,1.5,J.Harden,Y
27,J.Morant o26.5 Pts+Ast,JoeDellera,Memphis Grizzlies,New Orleans Pelicans,1.0,0.5555555555555556,1,0.8,1,0.5555555555555556,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,J.Morant,Y
28,D.Daniels o11.5 Pts,Rotowire Sleeper,Atlanta Hawks,Cleveland Cavaliers,1.0,0.6470588235294118,1,0.6,1,0.8,1,100.0,1.5,3.0,1.5,D.Daniels,N
29,A.Davis o25.5 Pts,gneiffer07,Los Angeles Lakers,Oklahoma City Thunder,1.0,0.6470588235294118,1,0.4,0,0.5,0,-110.0,1.1,2.1,1.0,A.Davis,N
30,J.Holiday o19.5 Pts+Rebs+Ast,Rotowire Prizepicks,Boston Celtics,Chicago Bulls,0.0,0.6470588235294118,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,J.Holiday,Y
31,J.Holiday o10.5 Pts,Rotowire Prizepicks,Boston Celtics,Chicago Bulls,0.0,0.5882352941176471,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,J.Holiday,Y
32,T.Jerome o12.5 Pts+Ast,Rotowire Sleeper,Cleveland Cavaliers,Atlanta Hawks,0.0,0.631578947368421,1,1.0,1,0.7,1,100.0,1.5,3.0,1.5,T.Jerome,N
33,I.Zubac o27.5 Pts+Rebs+Ast,Rotowire Prizepicks,Los Angeles Clippers,Minnesota Timberwolves,0.0,0.7,1,1.0,1,0.8,1,100.0,1.5,3.0,1.5,I.Zubac,Y
34,R.Gobert o9.5 Pts,Rotowire Sleeper,Minnesota Timberwolves,Los Angeles Clippers,1.0,0.5555555555555556,1,0.6,1,0.5,0,100.0,1.5,3.0,1.5,R.Gobert,N
35,S.Aldama o5.5 Rebs,Rotowire Sleeper,Memphis Grizzlies,New Orleans Pelicans,1.0,0.6842105263157895,1,1.0,1,0.7,1,100.0,1.5,3.0,1.5,S.Aldama,Y
36,I.Hartenstein o21.5 Pts+Rebs,KyleJustBets,Oklahoma City Thunder,Los Angeles Lakers,0.0,1.0,1,1.0,1,1.0,1,-135.0,0.75,1.3055555555555556,0.5555555555555556,I.Hartenstein,Y
37,I.Hartenstein o10.5 Rebs,therocketplays,Oklahoma City Thunder,Los Angeles Lakers,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,-130.0,1.3,2.3,0.9999999999999998,I.Hartenstein,Y
38,D.Avdija o20.5 Pts+Rebs,Rotowire Sleeper,Portland Trail Blazers,Sacramento Kings,1.0,0.3157894736842105,0,0.6,1,0.4,0,100.0,1.5,3.0,1.5,D.Avdija,Y
39,J.Tatum o35.5 Pts+Rebs,the_degenerates,Boston Celtics,Chicago Bulls,0.0,0.6111111111111112,1,0.2,0,0.5,0,-105.0,1.05,2.05,0.9999999999999998,J.Tatum,Y
40,P.Siakam o27.5 Pts+Rebs,the_degenerates,Indiana Pacers,Detroit Pistons,1.0,0.4736842105263157,0,0.6,1,0.5,0,-115.0,1.15,2.1499999999999995,0.9999999999999996,P.Siakam,Y
41,J.Harden u30.5 Pts+Ast,Rotowire Prizepicks,Los Angeles Clippers,Minnesota Timberwolves,0.0,0.55,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,J.Harden,N
42,C.Cunningham u23.5 Pts,Rotowire Prizepicks,Detroit Pistons,Indiana Pacers,0.0,0.5882352941176471,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,C.Cunningham,N
43,A.Edwards u30.5 Pts+Ast,Rotowire Prizepicks,Minnesota Timberwolves,Los Angeles Clippers,1.0,0.5555555555555556,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,A.Edwards,Y
44,I.Hartenstein o10.5 Rebs,kylemurray03,Oklahoma City Thunder,Los Angeles Lakers,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,-125.0,1.25,2.25,1.0,I.Hartenstein,Y
45,J.Poeltl o10.5 Rebs,kylemurray03,Toronto Raptors,Miami Heat,0.0,0.5789473684210527,1,0.8,1,0.7,1,100.0,1.0,2.0,1.0,J.Poeltl,N
46,S.Barnes o13.5 Rebs+Ast,kylemurray03,Toronto Raptors,Miami Heat,0.0,0.625,1,0.8,1,0.625,1,-122.0,1.22,2.22,1.0000000000000002,S.Barnes,Y
47,A.Simons u25.5 Pts+Ast,kylemurray03,Portland Trail Blazers,Sacramento Kings,1.0,0.5,0,0.6,1,0.5,0,-109.0,1.09,2.0900000000000003,1.0000000000000002,A.Simons,N
48,R.Gobert o22.5 Pts+Rebs+Ast,Rotowire Sleeper,Minnesota Timberwolves,Los Angeles Clippers,1.0,0.5555555555555556,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5,R.Gobert,Y
49,J.Ivey u23.5 Pts+Ast,Rotowire Prizepicks,Detroit Pistons,Indiana Pacers,0.0,0.5789473684210527,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,J.Ivey,N
50,A.Horford u8.5 Pts,itsbucketsnba,Boston Celtics,Chicago Bulls,0.0,0.3571428571428571,0,0.4,0,0.4,0,-127.0,1.0,1.7874015748031495,0.7874015748031495,A.Horford,Y
51,I.Hartenstein o14.5 Pts+Ast,Rotowire Sleeper,Oklahoma City Thunder,Los Angeles Lakers,0.0,1.0,1,1.0,1,1.0,1,100.0,1.5,3.0,1.5,I.Hartenstein,Y
52,D.Russell o5.5 Rebs+Ast,Rotowire Sleeper,Los Angeles Lakers,Oklahoma City Thunder,1.0,0.7777777777777778,1,1.0,1,0.7,1,100.0,1.5,3.0,1.5,D.Russell,Y
53,A.Horford o7.5 Pts,Rotowire Prizepicks,Boston Celtics,Chicago Bulls,0.0,0.8571428571428571,1,1.0,1,0.9,1,100.0,1.5,3.0,1.5,A.Horford,N
54,A.Thompson o4.5 Rebs+Ast,Rotowire Sleeper,Detroit Pistons,Indiana Pacers,0.0,1.0,1,1.0,1,1.0,1,100.0,1.5,3.0,1.5,A.Thompson,Y
55,C.Cunningham o6.5 Rebs,Rotowire Prizepicks,Detroit Pistons,Indiana Pacers,0.0,0.5294117647058824,1,0.6,1,0.8,1,100.0,1.5,3.0,1.5,C.Cunningham,N
56,I.Hartenstein o15.5 Pts+Ast,Rotowire Prizepicks,Oklahoma City Thunder,Los Angeles Lakers,0.0,1.0,1,1.0,1,1.0,1,100.0,1.5,3.0,1.5,I.Hartenstein,Y
57,D.Ayton o12.5 Rebs+Ast,Rotowire Prizepicks,Portland Trail Blazers,Sacramento Kings,1.0,0.5,0,0.4,0,0.4,0,100.0,1.5,3.0,1.5,D.Ayton,N
58,T.Camara u12.5 Pts+Ast,Rotowire Prizepicks,Portland Trail Blazers,Sacramento Kings,1.0,0.5263157894736842,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,T.Camara,N
59,T.Camara o13.5 Pts+Rebs,Rotowire Sleeper,Portland Trail Blazers,Sacramento Kings,1.0,0.5263157894736842,1,0.6,1,0.5,0,100.0,1.5,3.0,1.5,T.Camara,Y
60,I.Joe o11.5 Pts+Rebs,Rotowire Prizepicks,Oklahoma City Thunder,Los Angeles Lakers,0.0,0.5625,1,0.4,0,0.7,1,100.0,1.5,3.0,1.5,I.Joe,N
61,T.Camara u15.5 Pts+Rebs,Rotowire Prizepicks,Portland Trail Blazers,Sacramento Kings,1.0,0.5789473684210527,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,T.Camara,Y
62,I.Joe o11.5 Pts+Rebs,Rotowire Sleeper,Oklahoma City Thunder,Los Angeles Lakers,0.0,0.5625,1,0.4,0,0.7,1,100.0,1.5,3.0,1.5,I.Joe,N
63,I.Joe o2.5 Rebs,Rotowire Sleeper,Oklahoma City Thunder,Los Angeles Lakers,0.0,0.5625,1,0.6,1,0.8,1,100.0,1.5,3.0,1.5,I.Joe,N
64,I.Joe o12.5 Pts+Rebs+Ast,Rotowire Prizepicks,Oklahoma City Thunder,Los Angeles Lakers,0.0,0.5625,1,0.4,0,0.7,1,100.0,1.5,3.0,1.5,I.Joe,N
65,D.Ayton o25.5 Pts+Rebs,PlayerPropSavant,Portland Trail Blazers,Sacramento Kings,1.0,0.5,0,0.6,1,0.6,1,-125.0,1.25,2.25,1.0,D.Ayton,Y
