,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,K.Irving o24.5 Pts,JCBetsNFL,Dallas Mavericks,New Orleans Pelicans,0.0,0.3870967741935484,0,0.4,0,0.3,0,-120.0,1.2,2.2,1.0000000000000002,K.Irving,X
1,D.Gafford u7.5 Rebs,Theotherbabs,Dallas Mavericks,New Orleans Pelicans,0.0,0.7631578947368421,1,0.8,1,0.8,1,-110.0,1.0,1.9090909090909087,0.9090909090909092,D.Gafford,N
2,T.Murphy u31.5 Pts+Rebs+Ast,LinesAtLunch,New Orleans Pelicans,Dallas Mavericks,1.0,0.56,1,0.2,0,0.3,0,-116.0,1.16,2.16,0.9999999999999998,T.Murphy,N
3,T.Murphy u31.5 Pts+Rebs+Ast,sandyplashkes,New Orleans Pelicans,Dallas Mavericks,1.0,0.56,1,0.2,0,0.3,0,-116.0,1.16,2.16,0.9999999999999998,T.Murphy,N
4,M.McBride o6.5 Pts,RoyalsProps,New York Knicks,Philadelphia 76ers,0.0,0.7096774193548387,1,0.4,0,0.5,0,-120.0,1.2,2.2,1.0000000000000002,M.McBride,Y
5,M.Bridges o16.5 Pts,gneiffer07_duplicate,New York Knicks,Philadelphia 76ers,0.0,0.6097560975609756,1,0.4,0,0.6,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,M.Bridges,Y
6,M.Bridges o16.5 Pts,gneiffer07_duplicate,Charlotte Hornets,Utah Jazz,0.0,0.5652173913043478,1,0.8,1,0.7,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,M.Bridges,Y
7,J.Brunson o25.5 Pts,JoeDellera,New York Knicks,Philadelphia 76ers,0.0,0.45,0,0.6,1,0.6,1,-115.0,1.0,1.869565217391304,0.8695652173913042,J.Brunson,Y
8,M.Bridges o16.5 Pts,therocketplays_duplicate,New York Knicks,Philadelphia 76ers,0.0,0.6097560975609756,1,0.4,0,0.6,1,-110.0,1.1,2.1,1.0,M.Bridges,Y
9,M.Bridges o16.5 Pts,therocketplays_duplicate,Charlotte Hornets,Utah Jazz,0.0,0.5652173913043478,1,0.8,1,0.7,1,-110.0,1.1,2.1,1.0,M.Bridges,Y
10,A.Edwards o25.5 Pts,JCBetsNFL,Minnesota Timberwolves,Golden State Warriors,1.0,0.5128205128205128,1,0.6,1,0.4,0,-110.0,1.1,2.1,1.0,A.Edwards,Y
11,A.Edwards o4.5 Ast,ThePropfessor_,Minnesota Timberwolves,Golden State Warriors,1.0,0.4102564102564102,0,0.8,1,0.5,0,-125.0,1.25,2.25,1.0,A.Edwards,N
12,A.Edwards o3.5 3pt M,CamIsMoney18,Minnesota Timberwolves,Golden State Warriors,1.0,0.6923076923076923,1,0.8,1,0.7,1,125.0,1.0,2.25,1.25,A.Edwards,Y
13,A.Edwards o4.5 Ast,MJCLocks,Minnesota Timberwolves,Golden State Warriors,1.0,0.4102564102564102,0,0.8,1,0.5,0,-130.0,1.3,2.3,0.9999999999999998,A.Edwards,N
14,L.Ball o12.5 Rebs+Ast,Markus_Markets_duplicate,Charlotte Hornets,Utah Jazz,0.0,0.64,1,0.6,1,0.8,1,-145.0,1.0,1.6896551724137931,0.6896551724137931,L.Ball,Y
15,M.Williams o11.5 Pts,JoeDellera,Charlotte Hornets,Utah Jazz,0.0,0.6428571428571429,1,0.6,1,0.7,1,-135.0,1.0,1.7407407407407407,0.7407407407407407,M.Williams,Y
16,D.White o2.5 3pt M,JCBetsNFL,Boston Celtics,Toronto Raptors,0.0,0.7567567567567568,1,0.4,0,0.7,1,-138.0,1.38,2.38,1.0,D.White,N
17,D.White o12.5 Pts,JoeDellera,Boston Celtics,Toronto Raptors,0.0,0.7567567567567568,1,0.4,0,0.6,1,-125.0,1.0,1.8,0.8,D.White,N
18,D.White o12.5 Pts,Markus_Markets,Boston Celtics,Toronto Raptors,0.0,0.7567567567567568,1,0.4,0,0.6,1,-125.0,1.0,1.8,0.8,D.White,N
19,G.Antetokounmpo o11.5 Rebs,PlayerPropSavant,Milwaukee Bucks,Orlando Magic,1.0,0.5625,1,0.8,1,0.8,1,-122.0,1.22,2.22,1.0000000000000002,G.Antetokounmpo,N
20,G.Bitadze u19.5 Pts+Rebs+Ast,Markus_Markets,Orlando Magic,Milwaukee Bucks,0.0,0.4166666666666667,0,0.6,1,0.4,0,-120.0,1.0,1.8333333333333333,0.8333333333333335,G.Bitadze,X
21,G.Antetokounmpo o29.5 Pts,CamIsMoney18,Milwaukee Bucks,Orlando Magic,1.0,0.65625,1,0.4,0,0.6,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,G.Antetokounmpo,N
22,G.Antetokounmpo o5.5 Ast,TopShelfAction,Milwaukee Bucks,Orlando Magic,1.0,0.53125,1,0.6,1,0.5,0,135.0,0.4,0.94,0.54,G.Antetokounmpo,N
23,N.Jokic o21.5 Rebs+Ast,PlayerPropSavant,Denver Nuggets,Houston Rockets,1.0,0.6470588235294118,1,0.8,1,0.7,1,-120.0,1.2,2.2,1.0000000000000002,N.Jokic,X
