,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,T.Murphy o23.5 Pts+Rebs,Rotowire Sleeper,New Orleans Pelicans,Memphis Grizzlies,1.0,0.6111111111111112,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5,T.Murphy,Y
1,N.Jokic o39.5 Pts+Rebs,Rotowire Sleeper,Denver Nuggets,Cleveland Cavaliers,1.0,0.76,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,N.Jokic,Y
2,M.Bridges o16.5 Pts,Rotowire Prizepicks_duplicate,New York Knicks,Orlando Magic,0.0,0.6,1,0.8,1,0.9,1,100.0,1.5,3.0,1.5,M.Bridges,Y
3,J.Sochan o13.5 Pts,Rotowire Prizepicks,San Antonio Spurs,Brooklyn Nets,0.0,0.7647058823529411,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,J.Sochan,N
4,J.Allen o20.5 Pts+Rebs,Rotowire Sleeper,Cleveland Cavaliers,Denver Nuggets,0.0,0.6333333333333333,1,0.2,0,0.3,0,100.0,1.5,3.0,1.5,J.Allen,Y
5,M.Bridges o19.5 Pts+Ast,Rotowire Prizepicks_duplicate,New York Knicks,Orlando Magic,0.0,0.6333333333333333,1,0.6,1,0.8,1,100.0,1.5,3.0,1.5,M.Bridges,Y
6,J.Allen o1.5 Ast,Markus_Markets,Cleveland Cavaliers,Denver Nuggets,0.0,0.5,0,0.8,1,0.6,1,-125.0,1.0,1.8,0.8,J.Allen,Y
7,E.Mobley o29.5 Pts+Rebs+Ast,sandyplashkes,Cleveland Cavaliers,Denver Nuggets,0.0,0.5,0,0.4,0,0.6,1,-116.0,1.16,2.16,0.9999999999999998,E.Mobley,Y
8,O.Anunoby o14.5 Pts+Ast,Rotowire Sleeper,New York Knicks,Orlando Magic,0.0,0.7,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,O.Anunoby,N
9,D.White u3.5 3pt M,PvB_Bets,Boston Celtics,Indiana Pacers,1.0,0.5172413793103449,1,0.8,1,0.7,1,-125.0,1.0,1.8,0.8,D.White,Y
10,E.Mobley o29.5 Pts+Rebs+Ast,LinesAtLunch,Cleveland Cavaliers,Denver Nuggets,0.0,0.5,0,0.4,0,0.6,1,-116.0,1.16,2.16,0.9999999999999998,E.Mobley,Y
11,B.Beal o3.5 Ast,Markus_Markets,Phoenix Suns,Dallas Mavericks,1.0,0.4736842105263157,0,0.4,0,0.5,0,-130.0,1.0,1.7692307692307692,0.7692307692307692,B.Beal,Y
12,D.Brooks o16.5 Pts+Rebs,Rotowire Sleeper,Houston Rockets,Minnesota Timberwolves,1.0,0.5714285714285714,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,D.Brooks,X
13,J.Morant u8.5 Ast,PvB_Bets,Memphis Grizzlies,New Orleans Pelicans,0.0,0.4736842105263157,0,0.6,1,0.7,1,-145.0,1.0,1.6896551724137931,0.6896551724137931,J.Morant,Y
14,J.Nurkic o8.5 Pts,Rotowire Sleeper,Phoenix Suns,Dallas Mavericks,1.0,0.5454545454545454,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,J.Nurkic,N
15,P.Washington o7.5 Rebs,JoeDellera,Dallas Mavericks,Phoenix Suns,0.0,0.5,0,0.2,0,0.3,0,-132.0,1.0,1.7575757575757576,0.7575757575757576,P.Washington,N
16,D.Green u5.5 Ast,allanlemdfs,Golden State Warriors,Los Angeles Clippers,0.0,0.4230769230769231,0,0.8,1,0.4,0,114.0,0.44,0.9416,0.5015999999999998,D.Green,X
17,D.Green u5.5 Ast,JoeDellera,Golden State Warriors,Los Angeles Clippers,0.0,0.4230769230769231,0,0.8,1,0.4,0,114.0,1.0,2.14,1.1399999999999997,D.Green,X
18,J.Nurkic o19.5 Pts+Rebs,Rotowire Sleeper,Phoenix Suns,Dallas Mavericks,1.0,0.4545454545454545,0,0.6,1,0.5,0,100.0,1.5,3.0,1.5,J.Nurkic,N
19,O.Anunoby o4.5 Rebs,Rotowire Prizepicks,New York Knicks,Orlando Magic,0.0,0.6,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5,O.Anunoby,Y
20,N.Jokic o12.5 Rebs,JoeDellera,Denver Nuggets,Cleveland Cavaliers,1.0,0.56,1,0.6,1,0.6,1,100.0,1.0,2.0,1.0,N.Jokic,Y
21,T.Murphy o18.5 Pts,Rotowire Sleeper,New Orleans Pelicans,Memphis Grizzlies,1.0,0.6111111111111112,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,T.Murphy,Y
22,J.Brunson o25.5 Pts+Rebs,Rotowire Sleeper,New York Knicks,Orlando Magic,0.0,0.5,0,0.6,1,0.4,0,100.0,1.5,3.0,1.5,J.Brunson,Y
23,M.Bridges o15.5 Pts,therocketplays_duplicate,New York Knicks,Orlando Magic,0.0,0.6666666666666666,1,0.8,1,0.9,1,-125.0,1.25,2.25,1.0,M.Bridges,Y
24,C.Paul o7.5 Ast,MillyProps,San Antonio Spurs,Brooklyn Nets,0.0,0.7,1,0.8,1,0.8,1,-125.0,1.0,1.8,0.8,C.Paul,N
25,J.Jackson o26.5 Pts+Rebs,Rotowire Prizepicks,Memphis Grizzlies,New Orleans Pelicans,0.0,0.5862068965517241,1,0.6,1,0.5,0,100.0,1.5,3.0,1.5,J.Jackson,Y
26,J.Green o21.5 Pts+Rebs,Rotowire Sleeper_duplicate,Houston Rockets,Minnesota Timberwolves,1.0,0.4358974358974359,0,0.4,0,0.4,0,100.0,1.5,3.0,1.5,J.Green,N
27,J.Tatum o39.5 Pts+Rebs,the_degenerates,Boston Celtics,Indiana Pacers,1.0,0.5555555555555556,1,0.8,1,0.7,1,-108.0,1.08,2.08,1.0,J.Tatum,N
28,J.Green o19.5 Pts+Ast,Rotowire Sleeper_duplicate,Houston Rockets,Minnesota Timberwolves,1.0,0.3846153846153846,0,0.4,0,0.4,0,100.0,1.5,3.0,1.5,J.Green,Y
29,A.Wiggins o15.5 Pts,Rotowire Prizepicks_duplicate,Golden State Warriors,Los Angeles Clippers,0.0,0.64,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,A.Wiggins,N
30,J.Allen o22.5 Pts+Rebs+Ast,Rotowire Sleeper,Cleveland Cavaliers,Denver Nuggets,0.0,0.6333333333333333,1,0.4,0,0.4,0,100.0,1.5,3.0,1.5,J.Allen,Y
31,M.Bridges u2.5 3pt M,TopShelfAction_duplicate,New York Knicks,Orlando Magic,0.0,0.5333333333333333,1,0.2,0,0.4,0,-120.0,0.7,1.2833333333333334,0.5833333333333335,M.Bridges,Y
32,J.Tatum o28.5 Pts,CeeJPicks,Boston Celtics,Indiana Pacers,1.0,0.5925925925925926,1,0.6,1,0.6,1,-106.0,1.06,2.06,1.0,J.Tatum,N
33,Q.Grimes o17.5 Pts+Rebs+Ast,Rotowire Prizepicks,Dallas Mavericks,Phoenix Suns,0.0,0.3571428571428571,0,0.6,1,0.5,0,100.0,1.5,3.0,1.5,Q.Grimes,N
34,N.Claxton u12.5 Rebs+Ast,allanlemdfs,Brooklyn Nets,San Antonio Spurs,1.0,0.8333333333333334,1,1.0,1,0.9,1,-130.0,0.65,1.15,0.4999999999999999,N.Claxton,Y
35,P.Watson o8.5 Pts,itsbucketsnba,Denver Nuggets,Cleveland Cavaliers,1.0,0.4285714285714285,0,0.2,0,0.2,0,-117.0,1.0,1.8547008547008548,0.8547008547008548,P.Watson,Y
36,N.Jokic o21.5 Rebs+Ast,Mjaybrxd,Denver Nuggets,Cleveland Cavaliers,1.0,0.6,1,0.4,0,0.5,0,-115.0,1.0,1.869565217391304,0.8695652173913042,N.Jokic,Y
37,N.Powell u23.5 Pts,itsbucketsnba,Los Angeles Clippers,Golden State Warriors,1.0,0.4347826086956521,0,0.2,0,0.4,0,-115.0,2.5,4.673913043478261,2.1739130434782608,N.Powell,N
38,D.Garland o25.5 Pts+Ast,Rotowire Sleeper,Cleveland Cavaliers,Denver Nuggets,0.0,0.5862068965517241,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,D.Garland,Y
39,Q.Grimes u1.5 3pt M,TopShelfAction,Dallas Mavericks,Phoenix Suns,0.0,0.5357142857142857,1,0.4,0,0.5,0,140.0,0.4,0.96,0.5599999999999999,Q.Grimes,N
40,G.Niang u7.5 Pts,TopShelfAction,Cleveland Cavaliers,Denver Nuggets,0.0,0.4,0,0.2,0,0.3,0,-105.0,0.5,0.9761904761904762,0.4761904761904761,G.Niang,Y
41,E.Mobley o29.5 Pts+Rebs+Ast,Rotowire Sleeper,Cleveland Cavaliers,Denver Nuggets,0.0,0.5,0,0.4,0,0.6,1,100.0,1.5,3.0,1.5,E.Mobley,Y
42,N.Powell o29.5 Pts+Rebs+Ast,Rotowire Sleeper,Los Angeles Clippers,Golden State Warriors,1.0,0.4782608695652174,0,0.8,1,0.5,0,100.0,1.5,3.0,1.5,N.Powell,Y
43,B.Podziemski u9.5 Pts,TopShelfAction,Golden State Warriors,Los Angeles Clippers,0.0,0.5714285714285714,1,0.6,1,0.7,1,-110.0,0.7,1.3363636363636364,0.6363636363636365,B.Podziemski,N
44,D.Schroder u25.5 Pts+Rebs+Ast,TopShelfAction,Golden State Warriors,Los Angeles Clippers,0.0,1.0,1,1.0,1,1.0,1,-115.0,0.6,1.1217391304347826,0.5217391304347826,D.Schroder,Y
45,K.Looney o5.5 Rebs,Rotowire Sleeper,Golden State Warriors,Los Angeles Clippers,0.0,0.7037037037037037,1,0.2,0,0.5,0,100.0,1.5,3.0,1.5,K.Looney,N
46,A.Wiggins o18.5 Pts+Ast,Rotowire Prizepicks_duplicate,Golden State Warriors,Los Angeles Clippers,0.0,0.56,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5,A.Wiggins,N
