,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,T.Haliburton o12.5 Rebs+Ast,LinesAtLunch,Indiana Pacers,San Antonio Spurs,1.0,0.5238095238095238,1,0.4,0,0.6,1,-120.0,1.2,2.2,1.0000000000000002,T.Haliburton,N
1,T.Haliburton o12.5 Rebs+Ast,sandyplashkes,Indiana Pacers,San Antonio Spurs,1.0,0.5238095238095238,1,0.4,0,0.6,1,-120.0,1.2,2.2,1.0000000000000002,T.Haliburton,N
2,T.Young o26.5 Pts,LinesAtLunch,Atlanta Hawks,Toronto Raptors,1.0,0.375,0,0.6,1,0.6,1,100.0,1.0,2.0,1.0,T.Young,N
3,T.Young o26.5 Pts,sandyplashkes,Atlanta Hawks,Toronto Raptors,1.0,0.375,0,0.6,1,0.6,1,100.0,1.0,2.0,1.0,T.Young,N
4,N.Jokic o21.5 Rebs+Ast,CamIsMoney18,Denver Nuggets,Sacramento Kings,1.0,0.6756756756756757,1,1.0,1,0.9,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,N.Jokic,Y
5,D.Fox o33.5 Pts+Rebs+Ast,LinesAtLunch,Sacramento Kings,Denver Nuggets,0.0,0.65,1,0.4,0,0.6,1,-112.0,1.12,2.12,1.0,D.Fox,N
6,D.Fox o33.5 Pts+Rebs+Ast,sandyplashkes,Sacramento Kings,Denver Nuggets,0.0,0.65,1,0.4,0,0.6,1,-112.0,1.12,2.12,1.0,D.Fox,N
7,G.Antetokounmpo o12.5 Rebs,LinesAtLunch,Milwaukee Bucks,Miami Heat,1.0,0.4285714285714285,0,0.6,1,0.6,1,-119.0,1.19,2.19,1.0,G.Antetokounmpo,N
8,D.Ayton o12.5 Pts,CamIsMoney18,Portland Trail Blazers,Orlando Magic,0.0,0.625,1,0.6,1,0.4,0,-110.0,1.0,1.9090909090909087,0.9090909090909092,D.Ayton,X
9,K.Ellis o8.5 Pts+Rebs+Ast,Rotowire Sleeper,Sacramento Kings,Denver Nuggets,0.0,0.6585365853658537,1,0.8,1,0.9,1,100.0,1.5,3.0,1.5,K.Ellis,Y
10,M.Turner o21.5 Pts+Rebs,Rotowire Prizepicks,Indiana Pacers,San Antonio Spurs,1.0,0.525,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,M.Turner,N
11,N.Jokic o21.5 Rebs+Ast,ThePropfessor_,Denver Nuggets,Sacramento Kings,1.0,0.6756756756756757,1,1.0,1,0.9,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,N.Jokic,Y
12,I.Zubac o13.5 Pts,JoeDellera,Los Angeles Clippers,Washington Wizards,1.0,0.5853658536585366,1,0.4,0,0.5,0,-125.0,1.0,1.8,0.8,I.Zubac,N
13,D.Sabonis o13.5 Rebs,Rotowire Prizepicks,Sacramento Kings,Denver Nuggets,0.0,0.475,0,0.8,1,0.7,1,100.0,1.5,3.0,1.5,D.Sabonis,Y
14,L.James o6.5 Rebs,JoeDellera,Los Angeles Lakers,Boston Celtics,1.0,0.5526315789473685,1,0.4,0,0.4,0,-115.0,1.0,1.869565217391304,0.8695652173913042,L.James,Y
15,M.Monk o27.5 Pts+Rebs+Ast,Rotowire Sleeper,Sacramento Kings,Denver Nuggets,0.0,0.5142857142857142,1,1.0,1,0.9,1,100.0,1.5,3.0,1.5,M.Monk,N
16,S.Castle o12.5 Pts,Brinson,San Antonio Spurs,Indiana Pacers,0.0,0.35,0,0.6,1,0.4,0,-105.0,1.05,2.05,0.9999999999999998,S.Castle,N
17,M.Turner o14.5 Pts,the_degenerates,Indiana Pacers,San Antonio Spurs,1.0,0.5,0,0.8,1,0.7,1,-120.0,1.2,2.2,1.0000000000000002,M.Turner,N
18,V.Wembanyama u32.5 Pts+Ast,Theotherbabs,San Antonio Spurs,Indiana Pacers,0.0,0.6666666666666666,1,1.0,1,0.8,1,-125.0,1.0,1.8,0.8,V.Wembanyama,N
19,C.Braun u12.5 Pts,Theotherbabs,Denver Nuggets,Sacramento Kings,1.0,0.4047619047619047,0,0.4,0,0.6,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,C.Braun,N
