,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,R.Gobert o24.5 Pts+Rebs+Ast,sandyplashkes,Minnesota Timberwolves,Chicago Bulls,0.0,0.4285714285714285,0,0.4,0,0.4285714285714285,0,-112.0,1.12,2.12,1.0,R.Gobert,N
1,K.Johnson o20.5 Pts+Rebs,HPBasketball,San Antonio Spurs,Portland Trail Blazers,1.0,0.25,0,0.2,0,0.25,0,-116.0,0.58,1.0799999999999998,0.4999999999999999,K.Johnson,Y
2,V.Wembanyama o39.5 Pts+Rebs+Ast,sandyplashkes,San Antonio Spurs,Portland Trail Blazers,1.0,0.25,0,0.4,0,0.25,0,-112.0,1.12,2.12,1.0,V.Wembanyama,Y
3,J.Grant o17.5 Pts,Rotowire Sleeper,Portland Trail Blazers,San Antonio Spurs,0.0,0.375,0,0.2,0,0.375,0,100.0,1.5,3.0,1.5,J.Grant,Y
4,R.Gobert o22.5 Pts+Rebs,Rotowire Sleeper,Minnesota Timberwolves,Chicago Bulls,0.0,0.4285714285714285,0,0.4,0,0.4285714285714285,0,100.0,1.5,3.0,1.5,R.Gobert,Y
5,V.Wembanyama o22.5 Pts,Rotowire Sleeper,San Antonio Spurs,Portland Trail Blazers,1.0,0.375,0,0.4,0,0.375,0,100.0,1.5,3.0,1.5,V.Wembanyama,N
6,K.Johnson u20.5 Pts+Rebs,HPBasketball,San Antonio Spurs,Portland Trail Blazers,1.0,0.75,1,0.8,1,0.75,1,-115.0,0.57,1.0656521739130431,0.4956521739130434,K.Johnson,N
7,V.Wembanyama o39.5 Pts+Rebs+Ast,LinesAtLunch,San Antonio Spurs,Portland Trail Blazers,1.0,0.25,0,0.4,0,0.25,0,-112.0,1.12,2.12,1.0,V.Wembanyama,N
8,N.Vucevic o16.5 Pts,Rotowire Sleeper,Chicago Bulls,Minnesota Timberwolves,1.0,0.875,1,0.8,1,0.875,1,100.0,1.5,3.0,1.5,N.Vucevic,Y
9,N.Vucevic o26.5 Pts+Rebs,Rotowire Sleeper,Chicago Bulls,Minnesota Timberwolves,1.0,0.875,1,0.8,1,0.875,1,100.0,1.5,3.0,1.5,N.Vucevic,Y
10,J.McDaniels o1.5 Ast,MJCLocks,Minnesota Timberwolves,Chicago Bulls,0.0,0.4285714285714285,0,0.4,0,0.4285714285714285,0,155.0,0.65,1.6575,1.0074999999999998,J.McDaniels,N
11,J.McDaniels o2.5 Ast,MJCLocks,Minnesota Timberwolves,Chicago Bulls,0.0,0.2857142857142857,0,0.2,0,0.2857142857142857,0,475.0,0.25,1.4375,1.1875,J.McDaniels,N
12,K.Johnson o21.5 Pts+Rebs+Ast,RoyalsProps,San Antonio Spurs,Portland Trail Blazers,1.0,0.25,0,0.2,0,0.25,0,-115.0,1.73,3.2343478260869563,1.5043478260869565,K.Johnson,Y
13,K.Johnson o21.5 Pts+Rebs+Ast,Mjaybrxd,San Antonio Spurs,Portland Trail Blazers,1.0,0.25,0,0.2,0,0.25,0,-115.0,1.0,1.869565217391304,0.8695652173913042,K.Johnson,Y
14,J.Champagnie o10.5 Pts,Rotowire Sleeper,San Antonio Spurs,Portland Trail Blazers,1.0,0.5,0,0.4,0,0.5,0,100.0,1.5,3.0,1.5,J.Champagnie,Y
15,D.Avdija o6.5 Rebs,Rotowire Prizepicks,Portland Trail Blazers,San Antonio Spurs,0.0,0.25,0,0.2,0,0.25,0,100.0,1.5,3.0,1.5,D.Avdija,Y
16,T.Camara o14.5 Pts+Rebs,Rotowire Prizepicks,Portland Trail Blazers,San Antonio Spurs,0.0,0.625,1,0.6,1,0.625,1,100.0,1.5,3.0,1.5,T.Camara,N
17,V.Wembanyama u24.5 Pts,gneiffer07,San Antonio Spurs,Portland Trail Blazers,1.0,0.75,1,0.8,1,0.75,1,-111.0,1.11,2.1100000000000003,1.0000000000000002,V.Wembanyama,Y
