,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,C.Cunningham o37.5 Pts+Rebs+Ast,therocketplays,Detroit Pistons,Milwaukee Bucks,1.0,0.6666666666666666,1,0.8,1,0.8,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,C.Cunningham,N
1,P.Siakam o10.5 Rebs+Ast,Mjaybrxd,Indiana Pacers,Toronto Raptors,0.0,0.5238095238095238,1,0.8,1,0.5,0,-105.0,1.0,1.9523809523809523,0.9523809523809524,P.Siakam,N
2,S.Barnes o30.5 Pts+Rebs,Markus_Markets,Toronto Raptors,Indiana Pacers,1.0,0.5,0,0.6,1,0.5,0,-106.0,1.0,1.9433962264150944,0.9433962264150944,S.Barnes,Y
3,S.Barnes o22.5 Pts,LinesAtLunch,Toronto Raptors,Indiana Pacers,1.0,0.4,0,0.6,1,0.4,0,-112.0,1.12,2.12,1.0,S.Barnes,Y
4,S.Barnes o22.5 Pts,sandyplashkes,Toronto Raptors,Indiana Pacers,1.0,0.4,0,0.6,1,0.4,0,-112.0,1.12,2.12,1.0,S.Barnes,Y
5,P.Siakam o20.5 Pts,therocketplays,Indiana Pacers,Toronto Raptors,0.0,0.5714285714285714,1,0.6,1,0.7,1,-105.0,1.05,2.05,0.9999999999999998,P.Siakam,N
6,F.VanVleet o5.5 Ast,kylemurray03,Houston Rockets,Sacramento Kings,0.0,0.5,0,0.4,0,0.5,0,-110.0,1.0,1.9090909090909087,0.9090909090909092,F.VanVleet,N
7,K.Durant o24.5 Pts,RoyalsProps,Phoenix Suns,San Antonio Spurs,1.0,0.6666666666666666,1,0.6,1,0.6,1,-118.0,1.18,2.18,0.9999999999999998,K.Durant,N
8,C.Paul o11.5 Pts+Rebs,Markus_Markets,San Antonio Spurs,Phoenix Suns,0.0,0.75,1,0.8,1,0.9,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,C.Paul,N
9,J.Murray o28.5 Pts+Rebs+Ast,LinesAtLunch,Denver Nuggets,Golden State Warriors,1.0,0.6,1,0.6,1,0.6,1,-116.0,1.16,2.16,0.9999999999999998,J.Murray,N
10,J.Murray o28.5 Pts+Rebs+Ast,sandyplashkes,Denver Nuggets,Golden State Warriors,1.0,0.6,1,0.6,1,0.6,1,-116.0,1.16,2.16,0.9999999999999998,J.Murray,N
11,C.Braun o12.5 Pts,Mjaybrxd,Denver Nuggets,Golden State Warriors,1.0,0.8333333333333334,1,0.8,1,0.9,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,C.Braun,N
12,D.Bane o4.5 Rebs,JoeDellera,Memphis Grizzlies,Dallas Mavericks,0.0,0.7857142857142857,1,0.8,1,0.9,1,-140.0,1.0,1.7142857142857144,0.7142857142857144,D.Bane,N
13,J.Morant o31.5 Pts+Rebs+Ast,kylemurray03,Memphis Grizzlies,Dallas Mavericks,0.0,0.6363636363636364,1,0.6,1,0.6,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,J.Morant,Y
14,I.Zubac o27.5 Pts+Rebs,RoyalsProps,Los Angeles Clippers,Portland Trail Blazers,1.0,0.5909090909090909,1,0.8,1,0.6,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,I.Zubac,N
15,I.Zubac o27.5 Pts+Rebs,Mjaybrxd,Los Angeles Clippers,Portland Trail Blazers,1.0,0.5909090909090909,1,0.8,1,0.6,1,-115.0,1.0,1.869565217391304,0.8695652173913042,I.Zubac,N
16,K.Towns o14.5 Rebs+Ast,Rotowire Prizepicks,New York Knicks,Orlando Magic,1.0,0.7368421052631579,1,1.0,1,0.8,1,100.0,1.5,3.0,1.5,K.Towns,Y
17,D.Bane u16.5 Pts,Rotowire Prizepicks,Memphis Grizzlies,Dallas Mavericks,0.0,0.6428571428571429,1,1.0,1,0.8,1,100.0,1.5,3.0,1.5,D.Bane,N
18,E.Mobley o17.5 Pts,RoyalsProps,Cleveland Cavaliers,Washington Wizards,1.0,0.4,0,0.4,0,0.5,0,-110.0,1.1,2.1,1.0,E.Mobley,Y
19,B.Beal o21.5 Pts+Rebs+Ast,Rotowire Sleeper,Phoenix Suns,San Antonio Spurs,1.0,0.8181818181818182,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,B.Beal,Y
20,B.Coulibaly o17.5 Pts+Rebs+Ast,gneiffer07,Washington Wizards,Cleveland Cavaliers,0.0,0.5294117647058824,1,0.2,0,0.4,0,-120.0,1.2,2.2,1.0000000000000002,B.Coulibaly,N
21,M.Brogdon o23.5 Pts+Rebs+Ast,Rotowire Prizepicks,Washington Wizards,Cleveland Cavaliers,0.0,0.5714285714285714,1,0.8,1,0.5714285714285714,1,100.0,1.5,3.0,1.5,M.Brogdon,N
22,J.Murray o28.5 Pts+Rebs+Ast,Markus_Markets,Denver Nuggets,Golden State Warriors,1.0,0.6,1,0.6,1,0.6,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,J.Murray,N
23,B.Clarke u6.5 Rebs,Theotherbabs,Memphis Grizzlies,Dallas Mavericks,0.0,0.8,1,0.4,0,0.6,1,-118.0,1.0,1.847457627118644,0.847457627118644,B.Clarke,Y
24,V.Micic u19.5 Pts+Ast,Rotowire Prizepicks,Charlotte Hornets,Philadelphia 76ers,1.0,0.8888888888888888,1,0.8,1,0.8888888888888888,1,100.0,1.5,3.0,1.5,V.Micic,Y
25,C.Braun o19.5 Pts+Rebs+Ast,Rotowire Sleeper,Denver Nuggets,Golden State Warriors,1.0,0.8333333333333334,1,0.8,1,0.9,1,100.0,1.5,3.0,1.5,C.Braun,N
26,J.Collins o17.5 Pts+Ast,Rotowire Prizepicks,Utah Jazz,Oklahoma City Thunder,0.0,0.7368421052631579,1,1.0,1,0.9,1,100.0,1.5,3.0,1.5,J.Collins,N
27,W.Kessler o17.5 Pts+Rebs,Rotowire Sleeper,Utah Jazz,Oklahoma City Thunder,0.0,0.5714285714285714,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5,W.Kessler,Y
28,W.Kessler o8.5 Pts,Rotowire Prizepicks,Utah Jazz,Oklahoma City Thunder,0.0,0.5714285714285714,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5,W.Kessler,Y
29,S.Curry o4.5 Rebs,Rotowire Prizepicks,Golden State Warriors,Denver Nuggets,0.0,0.6,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,S.Curry,Y
30,V.Wembanyama o35.5 Pts+Rebs,moneybadger24_,San Antonio Spurs,Phoenix Suns,0.0,0.4705882352941176,0,0.6,1,0.6,1,-115.0,1.73,3.2343478260869563,1.5043478260869565,V.Wembanyama,N
31,W.Kessler o17.5 Pts+Rebs,MJCLocks,Utah Jazz,Oklahoma City Thunder,0.0,0.5714285714285714,1,0.8,1,0.6,1,-130.0,1.0,1.7692307692307692,0.7692307692307692,W.Kessler,Y
32,J.Champagnie o9.5 Pts,therocketplays,San Antonio Spurs,Phoenix Suns,0.0,0.7,1,0.8,1,0.9,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,J.Champagnie,N
33,S.Aldama o17.5 Pts+Rebs+Ast,Rotowire Sleeper,Memphis Grizzlies,Dallas Mavericks,0.0,0.7619047619047619,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,S.Aldama,Y
34,C.Braun o12.5 Pts,Rotowire Sleeper,Denver Nuggets,Golden State Warriors,1.0,0.8333333333333334,1,0.8,1,0.9,1,100.0,1.5,3.0,1.5,C.Braun,N
35,T.Jackson-Davis o14.5 Pts+Rebs+Ast,ThePropfessor_,Golden State Warriors,Denver Nuggets,0.0,0.4736842105263157,0,0.4,0,0.5,0,-125.0,1.25,2.25,1.0,T.Jackson-Davis,Y
