,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,J.Randle o19.5 Pts,therocketplays,Minnesota Timberwolves,New York Knicks,0.0,0.55,1,0.4,0,0.3,0,-110.0,1.1,2.1,1.0,J.Randle,N
1,A.Edwards o3.5 3pt M,CamIsMoney18,Minnesota Timberwolves,New York Knicks,0.0,0.7,1,0.8,1,0.7,1,-114.0,1.0,1.8771929824561404,0.8771929824561404,A.Edwards,Y
2,S.Barnes o5.5 Ast,ThePropfessor_,Toronto Raptors,Milwaukee Bucks,0.0,0.6071428571428571,1,0.6,1,0.3,0,-135.0,1.35,2.35,1.0,S.Barnes,Y
3,Y.Missi u17.5 Pts+Rebs+Ast,Markus_Markets,New Orleans Pelicans,Utah Jazz,1.0,0.4634146341463415,0,0.8,1,0.6,1,-115.0,1.0,1.869565217391304,0.8695652173913042,Y.Missi,X
4,T.Murphy o25.5 Pts+Rebs,Rotowire Sleeper,New Orleans Pelicans,Utah Jazz,1.0,0.5,0,0.8,1,0.7,1,100.0,1.5,3.0,1.5,T.Murphy,N
5,C.Johnson o5.5 Rebs+Ast,Rotowire Prizepicks,Brooklyn Nets,Los Angeles Lakers,0.0,0.6060606060606061,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,C.Johnson,X
6,N.Marshall o14.5 Pts+Ast,Rotowire Prizepicks,Dallas Mavericks,Oklahoma City Thunder,1.0,0.46875,0,0.8,1,0.5,0,100.0,1.5,3.0,1.5,N.Marshall,Y
7,V.Wembanyama o4.5 Blk,JoeDellera,San Antonio Spurs,Memphis Grizzlies,1.0,0.2647058823529412,0,0.4,0,0.3,0,130.0,0.25,0.575,0.3249999999999999,V.Wembanyama,Y
8,A.Reaves o11.5 Rebs+Ast,CamIsMoney18,Los Angeles Lakers,Brooklyn Nets,1.0,0.3333333333333333,0,0.6,1,0.7,1,110.0,1.0,2.1,1.1,A.Reaves,N
9,N.Vucevic o29.5 Pts+Rebs,Rotowire Sleeper,Chicago Bulls,Charlotte Hornets,1.0,0.625,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,N.Vucevic,Y
10,B.Portis o20.5 Pts+Rebs+Ast,CamIsMoney18,Milwaukee Bucks,Toronto Raptors,1.0,0.5789473684210527,1,0.2,0,0.5,0,-125.0,1.0,1.8,0.8,B.Portis,Y
11,D.Murray o1.5 3pt M,CamIsMoney18,New Orleans Pelicans,Utah Jazz,1.0,0.56,1,1.0,1,0.6,1,-150.0,1.0,1.6666666666666663,0.6666666666666665,D.Murray,Y
12,T.Murphy o29.5 Pts+Rebs+Ast,Rotowire Prizepicks,New Orleans Pelicans,Utah Jazz,1.0,0.5,0,0.8,1,0.7,1,100.0,1.5,3.0,1.5,T.Murphy,N
13,N.Clowney o10.5 Pts,Rotowire Prizepicks,Brooklyn Nets,Los Angeles Lakers,0.0,0.4193548387096774,0,0.6,1,0.5,0,100.0,1.5,3.0,1.5,N.Clowney,Y
14,D.Murray o1.5 Stl,MJCLocks,New Orleans Pelicans,Utah Jazz,1.0,0.56,1,0.4,0,0.5,0,102.0,1.0,2.02,1.02,D.Murray,N
15,N.Vucevic u14.5 Rebs+Ast,Theotherbabs,Chicago Bulls,Charlotte Hornets,1.0,0.6,1,0.4,0,0.3,0,-108.0,1.0,1.925925925925926,0.925925925925926,N.Vucevic,N
16,K.Irving u9.5 Rebs+Ast,Theotherbabs,Dallas Mavericks,Oklahoma City Thunder,1.0,0.6129032258064516,1,1.0,1,0.8,1,-110.0,1.0,1.9090909090909087,0.9090909090909092,K.Irving,N
17,K.Middleton o15.5 Pts+Ast,Rotowire Sleeper,Milwaukee Bucks,Toronto Raptors,1.0,0.625,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,K.Middleton,Y
18,M.Bridges o26.5 Pts+Rebs,Rotowire Prizepicks_duplicate,Charlotte Hornets,Chicago Bulls,0.0,0.4583333333333333,0,0.6,1,0.7,1,100.0,1.5,3.0,1.5,M.Bridges,N
19,K.Middleton o15.5 Pts+Ast,Rotowire Prizepicks,Milwaukee Bucks,Toronto Raptors,1.0,0.625,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,K.Middleton,Y
20,K.Porzingis o26.5 Pts+Rebs+Ast,Rotowire Sleeper,Boston Celtics,Orlando Magic,1.0,0.7058823529411765,1,1.0,1,0.7,1,100.0,1.5,3.0,1.5,K.Porzingis,Y
21,N.Vucevic o29.5 Pts+Rebs,Rotowire Prizepicks,Chicago Bulls,Charlotte Hornets,1.0,0.625,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,N.Vucevic,Y
22,M.Christie o10.5 Pts,ThePropfessor_,Los Angeles Lakers,Brooklyn Nets,1.0,0.3513513513513513,0,0.6,1,0.7,1,-120.0,1.2,2.2,1.0000000000000002,M.Christie,N
23,D.Eubanks o7.5 Rebs,CamIsMoney18,Utah Jazz,New Orleans Pelicans,0.0,0.2,0,0.8,1,0.4,0,-140.0,1.0,1.7142857142857144,0.7142857142857144,D.Eubanks,N
24,C.Johnson o23.5 Pts+Rebs+Ast,Rotowire Prizepicks,Brooklyn Nets,Los Angeles Lakers,0.0,0.696969696969697,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,C.Johnson,X
25,C.Johnson o17.5 Pts,Rotowire Prizepicks,Brooklyn Nets,Los Angeles Lakers,0.0,0.5757575757575758,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,C.Johnson,X
26,D.Eubanks o18.5 Pts+Rebs+Ast,sandyplashkes,Utah Jazz,New Orleans Pelicans,0.0,0.1,0,0.4,0,0.2,0,-116.0,1.16,2.16,0.9999999999999998,D.Eubanks,Y
