,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,G.Antetokounmpo o31.5 Pts,LinesAtLunch,Milwaukee Bucks,Chicago Bulls,1.0,0.3846153846153846,0,0.4,0,0.4,0,-112.0,1.12,2.12,1.0,G.Antetokounmpo,Y
1,G.Antetokounmpo o31.5 Pts,sandyplashkes,Milwaukee Bucks,Chicago Bulls,1.0,0.3846153846153846,0,0.4,0,0.4,0,-112.0,1.12,2.12,1.0,G.Antetokounmpo,Y
2,D.Lillard o35.5 Pts+Rebs+Ast,Mjaybrxd,Milwaukee Bucks,Chicago Bulls,1.0,0.5454545454545454,1,0.4,0,0.5,0,-120.0,1.0,1.8333333333333333,0.8333333333333335,D.Lillard,N
3,G.Antetokounmpo o30.5 Pts,JoeDellera,Milwaukee Bucks,Chicago Bulls,1.0,0.4615384615384615,0,0.4,0,0.5,0,-110.0,1.0,1.9090909090909087,0.9090909090909092,G.Antetokounmpo,Y
4,Z.LaVine o20.5 Pts,Theotherbabs,Chicago Bulls,Milwaukee Bucks,0.0,0.6666666666666666,1,0.6,1,0.6,1,-118.0,1.0,1.847457627118644,0.847457627118644,Z.LaVine,Y
5,T.Young o23.5 Pts,RoyalsProps,Atlanta Hawks,Golden State Warriors,0.0,0.5,0,0.4,0,0.4,0,-105.0,1.05,2.05,0.9999999999999998,T.Young,N
6,D.Green o12.5 Rebs+Ast,Theotherbabs,Golden State Warriors,Atlanta Hawks,1.0,0.4615384615384615,0,0.8,1,0.6,1,-135.0,1.0,1.7407407407407407,0.7407407407407407,D.Green,Y
7,D.Garland o28.5 Pts+Rebs+Ast,Mjaybrxd,Cleveland Cavaliers,New Orleans Pelicans,1.0,0.5,0,0.6,1,0.5,0,-110.0,1.0,1.9090909090909087,0.9090909090909092,D.Garland,X
8,A.Sengun o16.5 Rebs+Ast,Mjaybrxd,Houston Rockets,Indiana Pacers,1.0,0.5333333333333333,1,0.8,1,0.5,0,-110.0,1.0,1.9090909090909087,0.9090909090909092,A.Sengun,N
9,D.Green o14.5 Pts+Ast,Rotowire Sleeper,Golden State Warriors,Atlanta Hawks,1.0,0.5384615384615384,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,D.Green,Y
10,T.Young o25.5 Pts+Rebs,Rotowire Sleeper,Atlanta Hawks,Golden State Warriors,0.0,0.5714285714285714,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,T.Young,N
11,J.Giddey o17.5 Pts+Ast,Rotowire Prizepicks,Chicago Bulls,Milwaukee Bucks,0.0,0.6666666666666666,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,J.Giddey,N
12,J.Harden u31.5 Pts+Ast,Rotowire Prizepicks,Los Angeles Clippers,Orlando Magic,1.0,0.7333333333333333,1,1.0,1,1.0,1,100.0,1.5,3.0,1.5,J.Harden,Y
13,Z.LaVine o21.5 Pts,therocketplays,Chicago Bulls,Milwaukee Bucks,0.0,0.5833333333333334,1,0.6,1,0.5,0,-115.0,1.15,2.1499999999999995,0.9999999999999996,Z.LaVine,Y
14,D.Green o13.5 Rebs+Ast,Rotowire Prizepicks,Golden State Warriors,Atlanta Hawks,1.0,0.3076923076923077,0,0.6,1,0.4,0,100.0,1.5,3.0,1.5,D.Green,Y
15,I.Zubac o14.5 Pts,Rotowire Sleeper,Los Angeles Clippers,Orlando Magic,1.0,0.5333333333333333,1,0.4,0,0.4,0,100.0,1.5,3.0,1.5,I.Zubac,Y
16,D.Booker u35.5 Pts+Ast,Rotowire Prizepicks,Phoenix Suns,New York Knicks,1.0,0.8,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,D.Booker,N
17,J.Johnson o18.5 Pts,parlayscience_,Atlanta Hawks,Golden State Warriors,0.0,0.5714285714285714,1,0.6,1,0.7,1,100.0,1.0,2.0,1.0,J.Johnson,N
18,A.Sengun u22.5 Pts,Rotowire Prizepicks,Houston Rockets,Indiana Pacers,1.0,0.7333333333333333,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,A.Sengun,N
19,J.Allen u17.5 Pts,Rotowire Prizepicks,Cleveland Cavaliers,New Orleans Pelicans,1.0,0.75,1,0.6,1,0.8,1,100.0,1.5,3.0,1.5,J.Allen,Y
20,J.Harden u22.5 Pts,Rotowire Prizepicks,Los Angeles Clippers,Orlando Magic,1.0,0.6666666666666666,1,1.0,1,0.9,1,100.0,1.5,3.0,1.5,J.Harden,N
21,S.Pippen o15.5 Pts+Ast,Rotowire Sleeper,Memphis Grizzlies,Philadelphia 76ers,1.0,0.7333333333333333,1,0.6,1,0.8,1,100.0,1.5,3.0,1.5,S.Pippen,N
22,S.Pippen o10.5 Pts,Rotowire Sleeper,Memphis Grizzlies,Philadelphia 76ers,1.0,0.7333333333333333,1,0.6,1,0.8,1,100.0,1.5,3.0,1.5,S.Pippen,N
23,B.Lopez o11.5 Pts,Rotowire Prizepicks,Milwaukee Bucks,Chicago Bulls,1.0,0.5,0,0.6,1,0.5,0,100.0,1.5,3.0,1.5,B.Lopez,Y
24,S.Pippen o10.5 Pts,Markus_Markets,Memphis Grizzlies,Philadelphia 76ers,1.0,0.7333333333333333,1,0.6,1,0.8,1,-113.0,1.0,1.8849557522123888,0.8849557522123894,S.Pippen,N
25,A.Simons o23.5 Pts+Rebs+Ast,Rotowire Prizepicks,Portland Trail Blazers,Oklahoma City Thunder,0.0,0.5,0,0.4,0,0.5,0,100.0,1.5,3.0,1.5,A.Simons,X
