,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,J.Williams o30.5 Pts+Rebs+Ast,Rotowire Sleeper_duplicate,Oklahoma City Thunder,Portland Trail Blazers,0.0,0.3,0,0.2,0,0.1,0,100.0,1.5,3.0,1.5,J.Williams,Y
1,S.Sharpe o19.5 Pts+Rebs+Ast,Rotowire Sleeper,Portland Trail Blazers,Oklahoma City Thunder,1.0,0.7567567567567568,1,0.8,1,0.9,1,100.0,1.5,3.0,1.5,S.Sharpe,N
2,S.Sharpe o19.5 Pts+Rebs+Ast,Rotowire Prizepicks,Portland Trail Blazers,Oklahoma City Thunder,1.0,0.7567567567567568,1,0.8,1,0.9,1,100.0,1.5,3.0,1.5,S.Sharpe,N
3,T.Camara o7.5 Rebs+Ast,Rotowire Prizepicks,Portland Trail Blazers,Oklahoma City Thunder,1.0,0.5348837209302325,1,0.6,1,0.5,0,100.0,1.5,3.0,1.5,T.Camara,Y
4,J.Grant o19.5 Pts+Rebs+Ast,Rotowire Prizepicks,Portland Trail Blazers,Oklahoma City Thunder,1.0,0.6176470588235294,1,0.6,1,0.5,0,100.0,1.5,3.0,1.5,J.Grant,N
5,J.Grant o19.5 Pts+Rebs+Ast,Rotowire Sleeper,Portland Trail Blazers,Oklahoma City Thunder,1.0,0.6176470588235294,1,0.6,1,0.5,0,100.0,1.5,3.0,1.5,J.Grant,N
6,D.Clingan u7.5 Pts,JoeDellera,Portland Trail Blazers,Oklahoma City Thunder,1.0,0.75,1,0.6,1,0.8,1,-122.0,1.0,1.819672131147541,0.819672131147541,D.Clingan,Y
7,A.Simons o22.5 Pts+Ast,Rotowire Prizepicks,Portland Trail Blazers,Oklahoma City Thunder,1.0,0.5853658536585366,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,A.Simons,N
8,A.Simons o25.5 Pts+Rebs+Ast,Rotowire Prizepicks,Portland Trail Blazers,Oklahoma City Thunder,1.0,0.6097560975609756,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,A.Simons,N
9,A.Simons o20.5 Pts+Rebs,Rotowire Prizepicks,Portland Trail Blazers,Oklahoma City Thunder,1.0,0.5853658536585366,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,A.Simons,N
10,J.Grant o13.5 Pts,Rotowire Sleeper,Portland Trail Blazers,Oklahoma City Thunder,1.0,0.5882352941176471,1,0.6,1,0.5,0,100.0,1.5,3.0,1.5,J.Grant,N
11,J.Williams o20.5 Pts,the_degenerates_duplicate,Oklahoma City Thunder,Portland Trail Blazers,0.0,0.3,0,0.4,0,0.2,0,-118.0,1.18,2.18,0.9999999999999998,J.Williams,Y
12,A.Simons o21.5 Pts+Ast,Rotowire Sleeper,Portland Trail Blazers,Oklahoma City Thunder,1.0,0.6097560975609756,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,A.Simons,N
13,S.Henderson u1.5 3pt M,TopShelfAction,Portland Trail Blazers,Oklahoma City Thunder,1.0,0.6578947368421053,1,0.4,0,0.4,0,-130.0,1.0,1.7692307692307692,0.7692307692307692,S.Henderson,N
14,A.Caruso o6.5 Pts,Rotowire Prizepicks,Oklahoma City Thunder,Portland Trail Blazers,0.0,0.3461538461538461,0,0.6,1,0.4,0,100.0,1.5,3.0,1.5,A.Caruso,N
15,A.Wiggins u1.5 3pt M,TopShelfAction_duplicate,Oklahoma City Thunder,Portland Trail Blazers,0.0,0.5909090909090909,1,0.6,1,0.6,1,-110.0,0.7,1.3363636363636364,0.6363636363636365,A.Wiggins,Y
16,A.Wiggins u11.5 Pts,TopShelfAction_duplicate,Oklahoma City Thunder,Portland Trail Blazers,0.0,0.6818181818181818,1,0.6,1,0.6,1,-110.0,0.8,1.5272727272727271,0.7272727272727273,A.Wiggins,Y
17,T.Camara o9.5 Pts,Rotowire Prizepicks,Portland Trail Blazers,Oklahoma City Thunder,1.0,0.5581395348837209,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,T.Camara,Y
18,T.Camara o15.5 Pts+Rebs,Rotowire Prizepicks,Portland Trail Blazers,Oklahoma City Thunder,1.0,0.4883720930232558,0,0.6,1,0.6,1,100.0,1.5,3.0,1.5,T.Camara,Y
19,I.Hartenstein o10.5 Pts,TopShelfAction,Oklahoma City Thunder,Portland Trail Blazers,0.0,0.6666666666666666,1,0.2,0,0.5,0,100.0,0.8,1.6,0.8,I.Hartenstein,Y
20,S.Gilgeous-Alexander u1.5 3pt M,CamIsMoney18,Oklahoma City Thunder,Portland Trail Blazers,0.0,0.4418604651162791,0,0.8,1,0.7,1,105.0,1.0,2.05,1.0499999999999998,S.Gilgeous-Alexander,N
21,J.Williams u5.5 Rebs,TopShelfAction_duplicate,Oklahoma City Thunder,Portland Trail Blazers,0.0,0.5333333333333333,1,0.6,1,0.6,1,-141.0,1.3,2.221985815602837,0.9219858156028368,J.Williams,Y
22,A.Simons o2.5 Rebs,Rotowire Sleeper,Portland Trail Blazers,Oklahoma City Thunder,1.0,0.5365853658536586,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5,A.Simons,N
