,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,E.Mobley o18.5 Pts,RoyalsProps,Cleveland Cavaliers,Charlotte Hornets,1,0.3076923076923077,0,0.4,0,0.3,0,-125.0,0.63,1.134,0.5040000000000001,E.Mobley,Y
1,L.Doncic o7.5 Ast,JoeDellera,Dallas Mavericks,Oklahoma City Thunder,0,0.5384615384615384,1,0.4,0,0.5,0,-130.0,1.0,1.7692307692307692,0.7692307692307692,L.Doncic,X
2,D.Brooks o1.5 3pt M,TopShelfAction,Houston Rockets,Chicago Bulls,0,0.6153846153846154,1,0.8,1,0.6,1,-130.0,1.0,1.7692307692307692,0.7692307692307692,D.Brooks,N
3,B.Adebayo o17.5 Pts,JoeDellera,Miami Heat,Indiana Pacers,0,0.3636363636363636,0,0.6,1,0.4,0,-105.0,1.0,1.9523809523809523,0.9523809523809524,B.Adebayo,Y
4,C.Capela u10.5 Pts,gneiffer07,Atlanta Hawks,Portland Trail Blazers,0,0.5384615384615384,1,0.4,0,0.4,0,-105.0,1.05,2.05,0.9999999999999998,C.Capela,Y
5,J.Harden o14.5 Rebs+Ast,RoyalsProps,Los Angeles Clippers,Utah Jazz,1,0.6153846153846154,1,0.4,0,0.5,0,-125.0,0.63,1.134,0.5040000000000001,J.Harden,Y
6,R.Gobert o10.5 Pts,Rotowire Prizepicks,Minnesota Timberwolves,Phoenix Suns,1,0.4615384615384615,0,0.4,0,0.4,0,100.0,1.5,3.0,1.5,R.Gobert,Y
7,B.Adebayo o17.5 Pts,allanlemdfs,Miami Heat,Indiana Pacers,0,0.3636363636363636,0,0.6,1,0.4,0,-130.0,1.3,2.3,0.9999999999999998,B.Adebayo,Y
8,J.Grant o19.5 Pts,gneiffer07,Portland Trail Blazers,Atlanta Hawks,1,0.4615384615384615,0,0.6,1,0.4,0,-110.0,1.1,2.1,1.0,J.Grant,N
9,L.Markkanen o24.5 Pts+Rebs,Rotowire Prizepicks,Utah Jazz,Los Angeles Clippers,0,0.4444444444444444,0,0.4,0,0.4444444444444444,0,100.0,1.5,3.0,1.5,L.Markkanen,Y
10,B.Adebayo o21.5 Pts+Ast,Rotowire Sleeper,Miami Heat,Indiana Pacers,0,0.3636363636363636,0,0.6,1,0.4,0,100.0,1.5,3.0,1.5,B.Adebayo,Y
11,L.Dort o16.5 Pts+Rebs,Rotowire Prizepicks,Oklahoma City Thunder,Dallas Mavericks,1,0.5384615384615384,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,L.Dort,Y
12,L.Markkanen o26.5 Pts+Rebs+Ast,Rotowire Sleeper,Utah Jazz,Los Angeles Clippers,0,0.4444444444444444,0,0.4,0,0.4444444444444444,0,100.0,1.5,3.0,1.5,L.Markkanen,Y
13,K.Irving o25.5 Pts+Ast,Rotowire Sleeper,Dallas Mavericks,Oklahoma City Thunder,0,0.75,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,K.Irving,Y
