,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,M.Porter o14.5 Pts,GDAWG5000,Denver Nuggets,Philadelphia 76ers,0.0,0.7446808510638298,1,0.6,1,0.4,0,-120,0.6,1.1,0.5000000000000001,M.Porter,Y
1,M.Porter o14.5 Pts,JoeDellera,Denver Nuggets,Philadelphia 76ers,0.0,0.7446808510638298,1,0.6,1,0.4,0,-115,1.0,1.869565217391304,0.8695652173913042,M.Porter,Y
2,A.Gordon o20.5 Pts+Rebs+Ast,Markus_Markets,Denver Nuggets,Philadelphia 76ers,0.0,0.5384615384615384,1,0.4,0,0.4,0,-110,1.0,1.9090909090909087,0.9090909090909092,A.Gordon,N
3,D.White o3.5 Ast,PvB_Bets,Boston Celtics,New Orleans Pelicans,0.0,0.6,1,0.8,1,0.4,0,-105,1.0,1.9523809523809523,0.9523809523809524,D.White,N
4,C.McCollum u19.5 Pts,LinesAtLunch,New Orleans Pelicans,Boston Celtics,1.0,0.4,0,0.2,0,0.4,0,-120,1.2,2.2,1.0000000000000002,C.McCollum,Y
5,J.Tatum o24.5 Pts,CamIsMoney18,Boston Celtics,New Orleans Pelicans,0.0,0.5555555555555556,1,0.0,0,0.2,0,-130,1.0,1.7692307692307692,0.7692307692307692,J.Tatum,Y
6,I.Quickley o21.5 Pts+Ast,RoyalsProps,Toronto Raptors,Chicago Bulls,1.0,0.5555555555555556,1,0.6,1,0.5555555555555556,1,-110,1.1,2.1,1.0,I.Quickley,N
7,C.Paul o1.5 3pt M,CamIsMoney18,San Antonio Spurs,Milwaukee Bucks,1.0,0.5681818181818182,1,0.6,1,0.6,1,-130,1.0,1.7692307692307692,0.7692307692307692,C.Paul,Y
8,D.Vassell o17.5 Pts,Markus_Markets,San Antonio Spurs,Milwaukee Bucks,1.0,0.4827586206896552,0,0.8,1,0.7,1,-115,1.0,1.869565217391304,0.8695652173913042,D.Vassell,N
9,K.Irving o2.5 3pt M,JoeDellera,Dallas Mavericks,Detroit Pistons,0.0,0.6052631578947368,1,0.6,1,0.6,1,-135,1.0,1.7407407407407407,0.7407407407407407,K.Irving,Y
10,D.Booker o32.5 Pts+Ast,GDAWG5000,Phoenix Suns,Golden State Warriors,0.0,0.5365853658536586,1,0.6,1,0.8,1,-120,0.6,1.1,0.5000000000000001,D.Booker,Y
11,D.Booker o32.5 Pts+Ast,TheBMatt,Phoenix Suns,Golden State Warriors,0.0,0.5365853658536586,1,0.6,1,0.8,1,-115,0.75,1.402173913043478,0.652173913043478,D.Booker,Y
12,D.Vassell o17.5 Pts,GDAWG5000,San Antonio Spurs,Milwaukee Bucks,1.0,0.4827586206896552,0,0.8,1,0.7,1,-115,0.58,1.0843478260869563,0.5043478260869564,D.Vassell,N
13,D.Vassell o17.5 Pts,JoeDellera,San Antonio Spurs,Milwaukee Bucks,1.0,0.4827586206896552,0,0.8,1,0.7,1,-113,1.0,1.8849557522123888,0.8849557522123894,D.Vassell,N
14,J.Brown o26.5 Pts+Rebs,Rotowire Prizepicks,Boston Celtics,New Orleans Pelicans,0.0,0.5853658536585366,1,0.8,1,0.5,0,100,1.5,3.0,1.5,J.Brown,Y
15,K.Irving o36.5 Pts+Rebs+Ast,TheDegenWeekly,Dallas Mavericks,Detroit Pistons,0.0,0.3684210526315789,0,0.4,0,0.4,0,-105,1.0,1.9523809523809523,0.9523809523809524,K.Irving,Y
16,N.Jokic o26.5 Pts,MJCLocks,Denver Nuggets,Philadelphia 76ers,0.0,0.6585365853658537,1,0.6,1,0.4,0,-120,1.2,2.2,1.0000000000000002,N.Jokic,Y
17,A.Gordon o13.5 Pts,FirefighterBets,Denver Nuggets,Philadelphia 76ers,0.0,0.4230769230769231,0,0.4,0,0.3,0,100,1.0,2.0,1.0,A.Gordon,N
18,J.Poeltl o2.5 Ast,FirefighterBets,Toronto Raptors,Chicago Bulls,1.0,0.5,0,0.8,1,0.6,1,-130,1.0,1.7692307692307692,0.7692307692307692,J.Poeltl,Y
19,M.Buzelis o11.5 Pts+Rebs+Ast,Markus_Markets,Chicago Bulls,Toronto Raptors,0.0,0.2826086956521739,0,0.4,0,0.3,0,-125,1.0,1.8,0.8,M.Buzelis,Y
20,V.Wembanyama o35.5 Pts+Rebs,PlayerPropSavant,San Antonio Spurs,Milwaukee Bucks,1.0,0.4358974358974359,0,0.2,0,0.3,0,-113,1.13,2.13,1.0,V.Wembanyama,Y
21,J.Harden u35.5 Pts+Rebs+Ast,gneiffer07,Los Angeles Clippers,Charlotte Hornets,0.0,0.5,0,0.4,0,0.4,0,-115,1.15,2.1499999999999995,0.9999999999999996,J.Harden,Y
22,N.Powell o26.5 Pts+Rebs+Ast,Rotowire Prizepicks,Los Angeles Clippers,Charlotte Hornets,0.0,0.6923076923076923,1,1.0,1,0.9,1,100,1.5,3.0,1.5,N.Powell,Y
23,J.Tatum o38.5 Pts+Rebs+Ast,Rotowire Sleeper,Boston Celtics,New Orleans Pelicans,0.0,0.5777777777777777,1,0.2,0,0.3,0,100,1.5,3.0,1.5,J.Tatum,Y
24,C.Paul o12.5 Pts+Rebs,Rotowire Sleeper,San Antonio Spurs,Milwaukee Bucks,1.0,0.5681818181818182,1,0.2,0,0.5,0,100,1.5,3.0,1.5,C.Paul,Y
25,T.Maxey o40.5 Pts+Rebs+Ast,Rotowire Prizepicks,Philadelphia 76ers,Denver Nuggets,1.0,0.358974358974359,0,0.6,1,0.6,1,100,1.5,3.0,1.5,T.Maxey,Y
26,I.Zubac o13.5 Pts,ThePropfessor_,Los Angeles Clippers,Charlotte Hornets,0.0,0.5777777777777777,1,0.6,1,0.5,0,-120,1.2,2.2,1.0000000000000002,I.Zubac,Y
27,S.Barnes o36.5 Pts+Rebs+Ast,PlayerPropSavant,Toronto Raptors,Chicago Bulls,1.0,0.3529411764705882,0,0.4,0,0.4,0,-125,1.25,2.25,1.0,S.Barnes,N
28,R.Westbrook o12.5 Pts,Rotowire Prizepicks,Denver Nuggets,Philadelphia 76ers,0.0,0.4468085106382978,0,0.8,1,0.6,1,100,1.5,3.0,1.5,R.Westbrook,N
29,M.Porter o22.5 Pts+Rebs+Ast,the_degenerates,Denver Nuggets,Philadelphia 76ers,0.0,0.7659574468085106,1,0.6,1,0.4,0,-110,1.1,2.1,1.0,M.Porter,Y
30,C.McCollum o22.5 Pts+Ast,the_degenerates,New Orleans Pelicans,Boston Celtics,1.0,0.6857142857142857,1,0.8,1,0.6,1,-115,1.15,2.1499999999999995,0.9999999999999996,C.McCollum,N
31,D.Gafford o15.5 Pts,kylemurray03,Dallas Mavericks,Detroit Pistons,0.0,0.2826086956521739,0,0.6,1,0.5,0,-115,1.15,2.1499999999999995,0.9999999999999996,D.Gafford,Y
32,A.Gordon o20.5 Pts+Rebs+Ast,therocketplays,Denver Nuggets,Philadelphia 76ers,0.0,0.5384615384615384,1,0.4,0,0.4,0,-110,1.1,2.1,1.0,A.Gordon,N
33,D.Lillard o24.5 Pts,MillyProps,Milwaukee Bucks,San Antonio Spurs,0.0,0.631578947368421,1,0.8,1,0.7,1,-130,1.0,1.7692307692307692,0.7692307692307692,D.Lillard,N
34,M.Porter o15.5 Pts+Ast,ThePropfessor_,Denver Nuggets,Philadelphia 76ers,0.0,0.7659574468085106,1,0.6,1,0.4,0,-120,1.2,2.2,1.0000000000000002,M.Porter,Y
35,I.Zubac u12.5 Rebs,TopShelfAction,Los Angeles Clippers,Charlotte Hornets,0.0,0.5555555555555556,1,0.4,0,0.5,0,102,1.0,2.02,1.02,I.Zubac,Y
36,J.Harden u20.5 Pts,TopShelfAction,Los Angeles Clippers,Charlotte Hornets,0.0,0.4545454545454545,0,0.4,0,0.4,0,100,1.4,2.8,1.4,J.Harden,Y
37,D.Gafford o25.5 Pts+Rebs,Rotowire Sleeper,Dallas Mavericks,Detroit Pistons,0.0,0.1956521739130435,0,0.8,1,0.6,1,100,1.5,3.0,1.5,D.Gafford,Y
38,N.Powell o24.5 Pts+Rebs,Rotowire Prizepicks,Los Angeles Clippers,Charlotte Hornets,0.0,0.6666666666666666,1,1.0,1,0.9,1,100,1.5,3.0,1.5,N.Powell,Y
