,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,J.Tatum o9.5 Rebs,JoeDellera,Boston Celtics,Cleveland Cavaliers,1.0,0.2857142857142857,0,0.4,0,0.3,0,160,0.15,0.39,0.24,J.Tatum,Y
1,J.Tatum o8.5 Rebs,JoeDellera,Boston Celtics,Cleveland Cavaliers,1.0,0.4285714285714285,0,0.8,1,0.5,0,-106,1.0,1.9433962264150944,0.9433962264150944,J.Tatum,Y
2,A.Reaves o18.5 Pts,Mjaybrxd,Los Angeles Lakers,Utah Jazz,1.0,0.5384615384615384,1,0.6,1,0.6,1,-120,1.0,1.8333333333333333,0.8333333333333335,A.Reaves,N
3,A.Reaves o18.5 Pts,RoyalsProps,Los Angeles Lakers,Utah Jazz,1.0,0.5384615384615384,1,0.6,1,0.6,1,-120,1.8,3.3000000000000003,1.5000000000000002,A.Reaves,N
4,A.Davis o28.5 Pts,JoeDellera,Los Angeles Lakers,Utah Jazz,1.0,0.75,1,0.6,1,0.7,1,-108,1.0,1.925925925925926,0.925925925925926,A.Davis,N
5,D.Bane o29.5 Pts+Rebs+Ast,Theotherbabs,Memphis Grizzlies,Denver Nuggets,1.0,0.2857142857142857,0,0.2,0,0.2857142857142857,0,125,1.0,2.25,1.25,D.Bane,N
6,N.Jokic u1.5 3pt M,Theotherbabs,Denver Nuggets,Memphis Grizzlies,0.0,0.5,0,0.6,1,0.5,0,-115,1.0,1.869565217391304,0.8695652173913042,N.Jokic,X
7,C.Paul o16.5 Pts+Ast,JoeDellera,San Antonio Spurs,Oklahoma City Thunder,1.0,0.5714285714285714,1,0.6,1,0.6,1,-120,1.0,1.8333333333333333,0.8333333333333335,C.Paul,Y
8,Z.Collins o12.5 Pts,therocketplays,San Antonio Spurs,Oklahoma City Thunder,1.0,0.1428571428571428,0,0.2,0,0.2,0,100,1.0,2.0,1.0,Z.Collins,N
9,B.Ingram u25.5 Pts,sandyplashkes,New Orleans Pelicans,Dallas Mavericks,0.0,0.5,0,0.6,1,0.5,0,-125,1.25,2.25,1.0,B.Ingram,Y
10,L.Doncic o35.5 Pts+Rebs,Rotowire Sleeper,Dallas Mavericks,New Orleans Pelicans,1.0,0.5384615384615384,1,0.6,1,0.5,0,100,1.5,3.0,1.5,L.Doncic,N
11,C.Sexton o18.5 Pts+Ast,Rotowire Prizepicks,Utah Jazz,Los Angeles Lakers,0.0,0.6153846153846154,1,0.6,1,0.6,1,100,1.5,3.0,1.5,C.Sexton,Y
12,J.Allen o14.5 Pts+Ast,Rotowire Prizepicks,Cleveland Cavaliers,Boston Celtics,0.0,0.7333333333333333,1,0.4,0,0.6,1,100,1.5,3.0,1.5,J.Allen,N
13,C.Sexton o18.5 Pts+Ast,Rotowire Sleeper,Utah Jazz,Los Angeles Lakers,0.0,0.6153846153846154,1,0.6,1,0.6,1,100,1.5,3.0,1.5,C.Sexton,Y
14,L.Markkanen o28.5 Pts+Rebs+Ast,Rotowire Sleeper,Utah Jazz,Los Angeles Lakers,0.0,0.4,0,0.6,1,0.4,0,100,1.5,3.0,1.5,L.Markkanen,Y
