,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,S.Henderson o18.5 Pts+Rebs+Ast,CamIsMoney18,Portland Trail Blazers,Milwaukee Bucks,1.0,0.5897435897435898,1,0.6,1,0.7,1,-125,1.0,1.8,0.8,S.Henderson,Y
1,J.Grant o12.5 Pts,Rotowire Sleeper,Portland Trail Blazers,Milwaukee Bucks,1.0,0.6,1,0.6,1,0.5,0,100,1.5,3.0,1.5,J.Grant,N
2,S.Henderson o15.5 Pts+Ast,Rotowire Sleeper,Portland Trail Blazers,Milwaukee Bucks,1.0,0.5897435897435898,1,0.6,1,0.7,1,100,1.5,3.0,1.5,S.Henderson,Y
3,D.Avdija o23.5 Pts+Rebs,Rotowire Prizepicks,Portland Trail Blazers,Milwaukee Bucks,1.0,0.3953488372093023,0,0.6,1,0.6,1,100,1.5,3.0,1.5,D.Avdija,Y
4,D.Lillard o26.5 Pts,Brinson,Milwaukee Bucks,Portland Trail Blazers,0.0,0.4594594594594595,0,0.6,1,0.5,0,-125,2.5,4.5,2.0,D.Lillard,N
5,J.Grant o16.5 Pts+Rebs,Rotowire Prizepicks,Portland Trail Blazers,Milwaukee Bucks,1.0,0.6,1,0.6,1,0.5,0,100,1.5,3.0,1.5,J.Grant,N
6,A.Reaves o6.5 Ast,LinesAtLunch,Los Angeles Lakers,Philadelphia 76ers,0.0,0.3333333333333333,0,0.4,0,0.5,0,-110,1.1,2.1,1.0,A.Reaves,Y
7,D.Ayton o23.5 Pts+Rebs,Rotowire Prizepicks,Portland Trail Blazers,Milwaukee Bucks,1.0,0.5625,1,0.4,0,0.4,0,100,1.5,3.0,1.5,D.Ayton,Y
8,A.Wiggins o18.5 Pts,Rotowire Prizepicks_duplicate,Golden State Warriors,Utah Jazz,1.0,0.4102564102564102,0,0.6,1,0.6,1,100,1.5,3.0,1.5,A.Wiggins,Y
9,J.Grant o1.5 3pt made,Rotowire Sleeper,Portland Trail Blazers,Milwaukee Bucks,1.0,0.7142857142857143,1,0.8,1,0.6,1,100,1.5,3.0,1.5,J.Grant,N
