,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,J.Morant o27.5 Pts+Ast,JoeDellera,Memphis Grizzlies,Indiana Pacers,1.0,0.6,1,0.8,1,0.6,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,J.Morant,N
1,J.Tatum o8.5 Rebs,JoeDellera,Boston Celtics,Cleveland Cavaliers,0.0,0.5263157894736842,1,0.8,1,0.8,1,-135.0,1.0,1.7407407407407407,0.7407407407407407,J.Tatum,N
2,T.Eason o5.5 Rebs,JoeDellera,Houston Rockets,Oklahoma City Thunder,1.0,0.55,1,0.6,1,0.8,1,-130.0,1.0,1.7692307692307692,0.7692307692307692,T.Eason,N
3,O.Agbaji o8.5 Pts,Rotowire Sleeper,Toronto Raptors,Miami Heat,1.0,0.75,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,O.Agbaji,N
4,E.Mobley o28.5 Pts+Rebs+Ast,Rotowire Prizepicks,Cleveland Cavaliers,Boston Celtics,1.0,0.5789473684210527,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,E.Mobley,N
5,D.Murray o4.5 Rebs,Rotowire Prizepicks,New Orleans Pelicans,New York Knicks,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,100.0,1.5,3.0,1.5,D.Murray,Y
6,C.Braun o13.5 Pts,Rotowire Prizepicks,Denver Nuggets,Los Angeles Clippers,0.0,0.8235294117647058,1,1.0,1,0.9,1,100.0,1.5,3.0,1.5,C.Braun,N
7,J.Allen o21.5 Pts+Rebs,Rotowire Prizepicks,Cleveland Cavaliers,Boston Celtics,1.0,0.7,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,J.Allen,N
8,J.Tatum o36.5 Pts+Rebs,the_degenerates,Boston Celtics,Cleveland Cavaliers,0.0,0.4736842105263157,0,0.4,0,0.5,0,-113.0,1.13,2.13,1.0,J.Tatum,Y
9,C.Paul o15.5 Pts+Ast,Rotowire Sleeper,San Antonio Spurs,Sacramento Kings,0.0,0.631578947368421,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,C.Paul,Y
10,S.Pippen o5.5 Pts,Rotowire Sleeper,Memphis Grizzlies,Indiana Pacers,1.0,0.8,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,S.Pippen,N
11,D.White o19.5 Pts+Ast,Rotowire Prizepicks,Boston Celtics,Cleveland Cavaliers,0.0,0.8947368421052632,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,D.White,X
12,I.Zubac o27.5 Pts+Rebs,Rotowire Sleeper,Los Angeles Clippers,Denver Nuggets,1.0,0.6190476190476191,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5,I.Zubac,N
13,K.Porzingis o21.5 Pts+Rebs,Rotowire Prizepicks,Boston Celtics,Cleveland Cavaliers,0.0,1.0,1,1.0,1,1.0,1,100.0,1.5,3.0,1.5,K.Porzingis,Y
14,A.Sengun o10.5 Rebs,Rotowire Prizepicks,Houston Rockets,Oklahoma City Thunder,1.0,0.5,0,0.4,0,0.5,0,100.0,1.5,3.0,1.5,A.Sengun,Y
15,J.Allen o22.5 Pts+Rebs,Rotowire Prizepicks,Cleveland Cavaliers,Boston Celtics,1.0,0.7,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,J.Allen,N
16,J.Poeltl o21.5 Pts+Rebs,Rotowire Prizepicks,Toronto Raptors,Miami Heat,1.0,0.65,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,J.Poeltl,Y
17,R.Barrett o26.5 Pts+Rebs,Rotowire Prizepicks,Toronto Raptors,Miami Heat,1.0,0.5294117647058824,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,R.Barrett,Y
18,J.Collins o18.5 Pts+Ast,Rotowire Sleeper,Utah Jazz,Los Angeles Lakers,1.0,0.5,0,0.8,1,0.6,1,100.0,1.5,3.0,1.5,J.Collins,Y
19,K.Towns o11.5 Rebs,Rotowire Sleeper,New York Knicks,New Orleans Pelicans,1.0,0.6111111111111112,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,K.Towns,Y
20,C.Paul o15.5 Pts+Ast,Rotowire Prizepicks,San Antonio Spurs,Sacramento Kings,0.0,0.631578947368421,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,C.Paul,Y
21,A.Horford o4.5 Rebs,Rotowire Prizepicks,Boston Celtics,Cleveland Cavaliers,0.0,0.6,1,0.2,0,0.6,1,100.0,1.5,3.0,1.5,A.Horford,Y
22,R.Barrett o6.5 Rebs,Rotowire Prizepicks,Toronto Raptors,Miami Heat,1.0,0.4117647058823529,0,0.4,0,0.6,1,100.0,1.5,3.0,1.5,R.Barrett,Y
23,R.Barrett o35.5 Pts+Rebs+Ast,Rotowire Prizepicks,Toronto Raptors,Miami Heat,1.0,0.4705882352941176,0,0.6,1,0.5,0,100.0,1.5,3.0,1.5,R.Barrett,Y
24,C.Paul o11.5 Pts+Rebs,Rotowire Sleeper,San Antonio Spurs,Sacramento Kings,0.0,0.7368421052631579,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,C.Paul,Y
25,L.James o23.5 Pts,itsbucketsnba,Los Angeles Lakers,Utah Jazz,0.0,0.3684210526315789,0,0.2,0,0.3,0,-124.0,1.0,1.806451612903225,0.8064516129032258,L.James,Y
26,P.Pritchard o18.5 Pts+Ast,Rotowire Prizepicks,Boston Celtics,Cleveland Cavaliers,0.0,0.5789473684210527,1,0.4,0,0.5,0,100.0,1.5,3.0,1.5,P.Pritchard,Y
27,J.Harden o36.5 Pts+Rebs+Ast,Rotowire Prizepicks,Los Angeles Clippers,Denver Nuggets,1.0,0.4761904761904761,0,0.6,1,0.4,0,100.0,1.5,3.0,1.5,J.Harden,Y
