,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,J.Jaquez o14.5 Pts+Rebs+Ast,CeeJPicks,Miami Heat,Detroit Pistons,1,1.0,1,1.0,1,1.0,1,-110,1.0,1.9090909090909087,0.9090909090909092,,Y
1,M.Beasley o8.5 Pts,TopShelfAction,Detroit Pistons,Miami Heat,0,1.0,1,1.0,1,1.0,1,-102,0.6,1.188235294117647,0.5882352941176471,M.Beasley,N
2,Z.Collins o4.5 Rebs,CeeJPicks,San Antonio Spurs,Houston Rockets,1,1.0,1,1.0,1,1.0,1,-130,1.3,2.3,0.9999999999999998,Z.Collins,N
3,C.Paul u1.5 3pt M,TopShelfAction,San Antonio Spurs,Houston Rockets,1,1.0,1,1.0,1,1.0,1,-156,1.8,2.953846153846154,1.153846153846154,C.Paul,N
4,Z.LaVine o19.5 Pts,CeeJPicks,Chicago Bulls,Memphis Grizzlies,0,1.0,1,1.0,1,1.0,1,-130,1.0,1.7692307692307692,0.7692307692307692,Z.LaVine,Y
5,J.Morant o25.5 Pts+Ast,Markus_Markets,Memphis Grizzlies,Chicago Bulls,1,1.0,1,1.0,1,1.0,1,-120,1.0,1.8333333333333333,0.8333333333333335,,X
6,D.Bane o19.5 Pts,RoyalsProps,Memphis Grizzlies,Chicago Bulls,1,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,-120,1.0,1.8333333333333333,0.8333333333333335,,Y
7,Z.LaVine o19.5 Pts,Markus_Markets,Chicago Bulls,Memphis Grizzlies,0,1.0,1,1.0,1,1.0,1,-120,0.83,1.5216666666666667,0.6916666666666668,Z.LaVine,Y
8,Z.LaVine o19.5 Pts,PropBetGuy,Chicago Bulls,Memphis Grizzlies,0,1.0,1,1.0,1,1.0,1,-121,1.0,1.826446280991736,0.8264462809917354,,Y
9,A.Davis o0.5 3pt M,GDAWG5000,Los Angeles Lakers,Phoenix Suns,0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,150,0.5,1.25,0.75,A.Davis,N
10,A.Davis o26.5 Pts,the_degenerates,Los Angeles Lakers,Phoenix Suns,0,1.0,1,1.0,1,1.0,1,-104,1.0,1.9615384615384617,0.9615384615384616,,Y
11,D.Knecht o1.5 3pt M,theprophunter0_,Los Angeles Lakers,Phoenix Suns,0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,130,1.0,2.3,1.2999999999999998,D.Knecht,N
12,K.Durant u3.5 Ast,TopShelfAction,Phoenix Suns,Los Angeles Lakers,1,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,-120,1.4,2.566666666666667,1.166666666666667,K.Durant,N
13,A.Reaves o24.5 Pts+Rebs+Ast,PropBetGuy,Los Angeles Lakers,Phoenix Suns,0,1.0,1,1.0,1,1.0,1,-113,1.0,1.8849557522123888,0.8849557522123894,,Y
14,A.Davis o26.5 Pts,FirefighterBets,Los Angeles Lakers,Phoenix Suns,0,1.0,1,1.0,1,1.0,1,-110,0.91,1.7372727272727273,0.8272727272727273,A.Davis,Y
15,D.Daniels u3.5 Ast,TopShelfAction,Atlanta Hawks,Washington Wizards,1,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,118,1.3,2.834,1.5339999999999996,,Y
16,T.Young u3.5 3pt M,TopShelfAction,Atlanta Hawks,Washington Wizards,1,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,-125,0.56,1.0080000000000002,0.4480000000000002,T.Young,Y
17,J.Collins o10.5 Pts,CeeJPicks,Utah Jazz,Dallas Mavericks,0,1.0,1,1.0,1,1.0,1,-120,1.0,1.8333333333333333,0.8333333333333335,,Y
18,K.Thompson o17.5 Pts,FirefighterBets,Dallas Mavericks,Utah Jazz,1,1.0,1,1.0,1,1.0,1,-116,0.86,1.6013793103448275,0.7413793103448275,K.Thompson,Y
19,P.Washington o10.5 Pts,RoyalsProps,Dallas Mavericks,Utah Jazz,1,0.5,0,0.5,0,0.5,0,-110,1.0,1.9090909090909087,0.9090909090909092,,Y
20,D.Wade u1.5 3pt M,TopShelfAction,Cleveland Cavaliers,New York Knicks,0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,-115,1.13,2.112608695652173,0.9826086956521736,,Y
21,O.Anunoby u1.5 3pt M,TopShelfAction,New York Knicks,Cleveland Cavaliers,1,1.0,1,1.0,1,1.0,1,105,0.63,1.2915,0.6614999999999999,,Y
22,K.Towns u21.5 Pts,gneiffer07,New York Knicks,Cleveland Cavaliers,1,1.0,1,1.0,1,1.0,1,-115,1.0,1.869565217391304,0.8695652173913042,,Y
23,D.Garland u2.5 3pt M,TopShelfAction,Cleveland Cavaliers,New York Knicks,0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,-150,0.7,1.1666666666666663,0.4666666666666665,,N
