,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,A.Thompson o9.5 Rebs,therocketplays_duplicate,Houston Rockets,Dallas Mavericks,1.0,0.25,0,0.6,1,0.3,0,1600.0,0.25,4.25,4.0,A.Thompson,N
1,A.Thompson o4.5 Rebs,therocketplays_duplicate,Houston Rockets,Dallas Mavericks,1.0,0.8125,1,1.0,1,0.9,1,140.0,1.0,2.4,1.4,A.Thompson,Y
2,A.Thompson o6.5 Rebs,therocketplays_duplicate,Detroit Pistons,Orlando Magic,1.0,0.1666666666666666,0,0.2,0,0.2,0,425.0,0.5,2.625,2.125,A.Thompson,N
3,J.Duren u18.5 Pts+Rebs,allanlemdfs,Detroit Pistons,Orlando Magic,1.0,0.4827586206896552,0,0.4,0,0.6,1,-120.0,0.6,1.1,0.5000000000000001,J.Duren,N
4,J.Hart o7.5 Rebs,JoeDellera,New York Knicks,Utah Jazz,1.0,0.65625,1,0.8,1,0.6,1,-125.0,1.0,1.8,0.8,J.Hart,Y
5,M.Bridges u3.5 Ast,TopShelfAction_duplicate,New York Knicks,Utah Jazz,1.0,0.5454545454545454,1,0.4,0,0.6,1,124.0,0.5,1.12,0.6200000000000001,M.Bridges,Y
6,D.Daniels u3.5 Ast,TopShelfAction,Atlanta Hawks,Denver Nuggets,0.0,0.5517241379310345,1,0.2,0,0.3,0,125.0,0.4,0.9,0.5,D.Daniels,N
7,C.Braun o16.5 Pts+Rebs,Rotowire Sleeper,Denver Nuggets,Atlanta Hawks,1.0,0.7,1,0.4,0,0.4,0,100.0,1.5,3.0,1.5,C.Braun,Y
8,W.Kessler o22.5 Pts+Rebs+Ast,Rotowire Sleeper,Utah Jazz,New York Knicks,0.0,0.56,1,0.4,0,0.5,0,100.0,1.5,3.0,1.5,W.Kessler,N
9,K.George u5.5 Ast,TopShelfAction_duplicate,Washington Wizards,Chicago Bulls,1.0,0.96,1,1.0,1,1.0,1,-105.0,1.2,2.3428571428571425,1.1428571428571426,K.George,Y
10,K.George u5.5 Ast,TopShelfAction_duplicate,Utah Jazz,New York Knicks,0.0,0.5,0,0.2,0,0.5,0,-105.0,1.2,2.3428571428571425,1.1428571428571426,K.George,Y
11,J.Poole o4.5 Ast,TopShelfAction,Washington Wizards,Chicago Bulls,1.0,0.5769230769230769,1,0.4,0,0.5,0,-114.0,0.6,1.1263157894736842,0.5263157894736842,J.Poole,N
12,D.Hunter o20.5 Pts+Ast,Rotowire Sleeper,Atlanta Hawks,Denver Nuggets,0.0,0.7272727272727273,1,1.0,1,0.9,1,100.0,1.5,3.0,1.5,D.Hunter,Y
13,B.Coulibaly o24.5 Pts+Rebs+Ast,RoyalsProps,Washington Wizards,Chicago Bulls,1.0,0.4285714285714285,0,0.8,1,0.7,1,-105.0,1.05,2.05,0.9999999999999998,B.Coulibaly,N
14,K.Kuzma o18.5 Pts+Rebs,Rotowire Sleeper,Washington Wizards,Chicago Bulls,1.0,0.6153846153846154,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,K.Kuzma,N
15,J.Hart o19.5 Pts+Ast,Rotowire Prizepicks,New York Knicks,Utah Jazz,1.0,0.46875,0,0.6,1,0.5,0,100.0,1.5,3.0,1.5,J.Hart,Y
16,D.Murray o6.5 Rebs,Rotowire Prizepicks,New Orleans Pelicans,Miami Heat,0.0,0.5625,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,D.Murray,N
