,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,T.Young o29.5 Pts,TheDegenWeekly,Atlanta Hawks,Indiana Pacers,0.0,0.2272727272727272,0,0.0,0,0.1,0,320,0.5,2.1,1.6,T.Young,Y
1,T.Young o23.5 Pts,TheDegenWeekly,Atlanta Hawks,Indiana Pacers,0.0,0.4318181818181818,0,0.0,0,0.4,0,-120,2.0,3.666666666666667,1.666666666666667,T.Young,Y
2,B.Mathurin o14.5 Pts+Ast,the_degenerates,Indiana Pacers,Atlanta Hawks,1.0,0.7045454545454546,1,0.6,1,0.6,1,-130,1.3,2.3,0.9999999999999998,B.Mathurin,Y
3,Z.Risacher o16.5 Pts+Rebs+Ast,CamIsMoney18,Atlanta Hawks,Indiana Pacers,0.0,0.4878048780487805,0,0.6,1,0.6,1,-110,1.0,1.9090909090909087,0.9090909090909092,Z.Risacher,Y
4,Z.Risacher o15.5 Pts+Rebs+Ast,Markus_Markets,Atlanta Hawks,Indiana Pacers,0.0,0.4878048780487805,0,0.6,1,0.6,1,-130,1.0,1.7692307692307692,0.7692307692307692,Z.Risacher,Y
5,Z.Risacher o15.5 Pts+Rebs+Ast,FirefighterBets,Atlanta Hawks,Indiana Pacers,0.0,0.4878048780487805,0,0.6,1,0.6,1,-130,1.0,1.7692307692307692,0.7692307692307692,Z.Risacher,Y
6,T.Haliburton o8.5 Ast,sandyplashkes,Indiana Pacers,Atlanta Hawks,1.0,0.4666666666666667,0,0.2,0,0.3,0,-120,1.2,2.2,1.0000000000000002,T.Haliburton,Y
7,Z.Risacher o15.5 Pts+Rebs+Ast,ThePropfessor_,Atlanta Hawks,Indiana Pacers,0.0,0.4878048780487805,0,0.6,1,0.6,1,-125,1.25,2.25,1.0,Z.Risacher,Y
8,K.Ellis o7.5 Pts+Ast,Markus_Markets,Sacramento Kings,Oklahoma City Thunder,0.0,0.5555555555555556,1,0.8,1,0.8,1,-115,1.0,1.869565217391304,0.8695652173913042,K.Ellis,N
9,K.Murray o19.5 Pts+Rebs+Ast,GDAWG5000_duplicate,Sacramento Kings,Oklahoma City Thunder,0.0,0.5454545454545454,1,0.6,1,0.6,1,-130,0.65,1.15,0.4999999999999999,K.Murray,N
10,K.Murray o18.5 Pts+Rebs+Ast,JoeDellera_duplicate,Sacramento Kings,Oklahoma City Thunder,0.0,0.6136363636363636,1,0.6,1,0.7,1,-115,1.0,1.869565217391304,0.8695652173913042,K.Murray,N
11,J.Brunson o25.5 Pts,GDAWG5000,New York Knicks,Los Angeles Lakers,1.0,0.4680851063829787,0,0.4,0,0.7,1,-115,0.58,1.0843478260869563,0.5043478260869564,J.Brunson,N
12,J.Brunson o25.5 Pts,JoeDellera,New York Knicks,Los Angeles Lakers,1.0,0.4680851063829787,0,0.4,0,0.7,1,-115,1.0,1.869565217391304,0.8695652173913042,J.Brunson,N
13,L.James o42.2 Pts+Rebs+Ast,sandyplashkes,Los Angeles Lakers,New York Knicks,0.0,0.4186046511627907,0,0.2,0,0.3,0,-116,1.16,2.16,0.9999999999999998,L.James,Y
14,V.Wembanyama u40.5 Pts+Rebs+Ast,sandyplashkes,San Antonio Spurs,Miami Heat,1.0,0.575,1,0.6,1,0.7,1,-114,1.14,2.14,0.9999999999999998,V.Wembanyama,X
15,V.Wembanyama u41.5 Pts+Rebs+Ast,CamIsMoney18,San Antonio Spurs,Miami Heat,1.0,0.675,1,0.6,1,0.8,1,-118,1.0,1.847457627118644,0.847457627118644,V.Wembanyama,X
16,P.Banchero o35.5 Pts+Rebs+Ast,the_degenerates,Orlando Magic,Utah Jazz,0.0,0.4,0,0.4,0,0.3,0,-120,1.2,2.2,1.0000000000000002,P.Banchero,N
17,P.Banchero o1.5 3pt M,CamIsMoney18,Orlando Magic,Utah Jazz,0.0,0.5333333333333333,1,0.6,1,0.5,0,-130,1.0,1.7692307692307692,0.7692307692307692,P.Banchero,N
18,P.Banchero o34.5 Pts+Rebs+Ast,sandyplashkes,Orlando Magic,Utah Jazz,0.0,0.4,0,0.4,0,0.3,0,-120,1.2,2.2,1.0000000000000002,P.Banchero,N
19,A.Edwards o3.5 3pt M,CamIsMoney18,Minnesota Timberwolves,Washington Wizards,1.0,0.6458333333333334,1,0.2,0,0.5,0,-130,1.0,1.7692307692307692,0.7692307692307692,A.Edwards,X
20,J.Suggs o17.5 Pts+Rebs+Ast,Rotowire Sleeper,Orlando Magic,Utah Jazz,0.0,0.6857142857142857,1,0.4,0,0.7,1,100,1.5,3.0,1.5,J.Suggs,X
21,D.Fox o30.5 Pts+Rebs+Ast,Rotowire Sleeper,Sacramento Kings,Oklahoma City Thunder,0.0,0.7727272727272727,1,0.4,0,0.5,0,100,1.5,3.0,1.5,D.Fox,N
22,M.Monk o24.5 Pts+Ast,Rotowire Prizepicks,Sacramento Kings,Oklahoma City Thunder,0.0,0.5384615384615384,1,0.8,1,0.9,1,100,1.5,3.0,1.5,M.Monk,Y
23,T.Young o23.5 Pts,sandyplashkes,Atlanta Hawks,Indiana Pacers,0.0,0.4318181818181818,0,0.0,0,0.4,0,106,1.0,2.06,1.06,T.Young,Y
24,C.Braun o17.5 Pts+Rebs,Rotowire Sleeper,Denver Nuggets,Charlotte Hornets,0.0,0.5957446808510638,1,0.8,1,0.7,1,100,1.5,3.0,1.5,C.Braun,Y
25,N.Jokic o39.5 Pts+Rebs,CamIsMoney18,Denver Nuggets,Charlotte Hornets,0.0,0.6904761904761905,1,0.4,0,0.3,0,-115,1.0,1.869565217391304,0.8695652173913042,N.Jokic,Y
26,K.Ellis o9.5 Pts+Rebs+Ast,Rotowire Prizepicks,Sacramento Kings,Oklahoma City Thunder,0.0,0.6222222222222222,1,0.8,1,0.8,1,100,1.5,3.0,1.5,K.Ellis,N
27,D.Russell u6.5 Ast,PvB_Bets,Brooklyn Nets,Houston Rockets,0.0,0.3,0,0.4,0,0.3,0,-145,1.25,2.112068965517241,0.8620689655172415,D.Russell,Y
28,R.Dillingham o9.5 Pts,FirefighterBets,Minnesota Timberwolves,Washington Wizards,1.0,0.2608695652173913,0,0.4,0,0.4,0,-115,1.0,1.869565217391304,0.8695652173913042,R.Dillingham,N
29,S.Gilgeous-Alexander o34.5 Pts,JoeDellera,Oklahoma City Thunder,Sacramento Kings,1.0,0.3777777777777777,0,0.6,1,0.5,0,-120,0.5,0.9166666666666669,0.4166666666666667,S.Gilgeous-Alexander,N
30,L.James o26.5 Pts,DeadPresPicks,Los Angeles Lakers,New York Knicks,0.0,0.3488372093023256,0,0.2,0,0.2,0,-106,0.35,0.680188679245283,0.330188679245283,L.James,Y
31,K.Towns o24.5 Pts,DeadPresPicks,New York Knicks,Los Angeles Lakers,1.0,0.4651162790697674,0,0.2,0,0.5,0,-113,0.35,0.6597345132743363,0.3097345132743363,K.Towns,N
32,D.Ayton o14.5 Pts,ThePropfessor_,Portland Trail Blazers,Phoenix Suns,1.0,0.5294117647058824,1,0.8,1,0.5,0,-120,1.2,2.2,1.0000000000000002,D.Ayton,Y
33,T.Haliburton o12.5 Rebs+Ast,KyleJustBets,Indiana Pacers,Atlanta Hawks,1.0,0.5111111111111111,1,0.4,0,0.4,0,-125,1.0,1.8,0.8,T.Haliburton,Y
34,P.Banchero o34.5 Pts+Rebs+Ast,rsura_,Orlando Magic,Utah Jazz,0.0,0.4,0,0.4,0,0.3,0,-135,1.5,2.611111111111111,1.1111111111111112,P.Banchero,N
35,D.Fox o25.5 Pts+Rebs,Rotowire Sleeper,Sacramento Kings,Oklahoma City Thunder,0.0,0.7272727272727273,1,0.4,0,0.5,0,100,1.5,3.0,1.5,D.Fox,N
36,J.Jaquez o13.5 Pts+Rebs+Ast,Rotowire Prizepicks,Miami Heat,San Antonio Spurs,0.0,0.7073170731707317,1,0.8,1,0.9,1,100,1.5,3.0,1.5,J.Jaquez,Y
37,K.Kuzma u6.5 Rebs,TopShelfAction,Washington Wizards,Minnesota Timberwolves,0.0,0.6333333333333333,1,0.4,0,0.5,0,-135,1.3,2.262962962962963,0.962962962962963,K.Kuzma,N
38,N.Reid o27.5 Pts+Rebs+Ast,Rotowire Sleeper,Minnesota Timberwolves,Washington Wizards,1.0,0.2127659574468085,0,0.2,0,0.3,0,100,1.5,3.0,1.5,N.Reid,N
39,B.Simmons u4.5 Rebs,TopShelfAction,Brooklyn Nets,Houston Rockets,0.0,0.3870967741935484,0,0.4,0,0.5,0,110,1.1,2.3100000000000005,1.2100000000000004,B.Simmons,N
40,D.DeRozan o19.5 Pts,FirefighterBets,Sacramento Kings,Oklahoma City Thunder,0.0,0.5952380952380952,1,0.4,0,0.7,1,-120,1.0,1.8333333333333333,0.8333333333333335,D.DeRozan,N
41,P.Achiuwa o4.5 Pts,HPBasketball,New York Knicks,Los Angeles Lakers,1.0,0.5925925925925926,1,0.6,1,0.5,0,-105,0.55,1.0738095238095238,0.5238095238095237,P.Achiuwa,Y
42,N.Smith u2.5 Ast,TopShelfAction,Charlotte Hornets,Denver Nuggets,1.0,0.7777777777777778,1,0.6,1,0.6,1,138,1.4,3.332,1.932,N.Smith,Y
43,T.Eason o18.5 Pts+Rebs+Ast,Rotowire Sleeper,Houston Rockets,Brooklyn Nets,1.0,0.4516129032258064,0,0.4,0,0.5,0,100,1.5,3.0,1.5,T.Eason,Y
44,T.Eason o10.5 Pts,Rotowire Sleeper,Houston Rockets,Brooklyn Nets,1.0,0.5483870967741935,1,0.4,0,0.6,1,100,1.5,3.0,1.5,T.Eason,Y
45,R.Hachimura u13.5 Pts,TopShelfAction,Los Angeles Lakers,New York Knicks,0.0,0.6666666666666666,1,0.6,1,0.7,1,-135,1.3,2.262962962962963,0.962962962962963,R.Hachimura,N
46,T.Eason o17.5 Pts+Rebs,Rotowire Sleeper,Houston Rockets,Brooklyn Nets,1.0,0.5161290322580645,1,0.4,0,0.5,0,100,1.5,3.0,1.5,T.Eason,Y
47,H.Barnes u3.5 Rebs,TopShelfAction,San Antonio Spurs,Miami Heat,1.0,0.4888888888888889,0,0.2,0,0.2,0,130,0.7,1.61,0.91,H.Barnes,Y
48,D.Ayton o14.5 Pts,Steakfriend123,Portland Trail Blazers,Phoenix Suns,1.0,0.5294117647058824,1,0.8,1,0.5,0,-125,1.25,2.25,1.0,D.Ayton,Y
49,A.Reaves o20.5 Pts,TopShelfAction,Los Angeles Lakers,New York Knicks,0.0,0.2439024390243902,0,0.2,0,0.2,0,100,0.8,1.6,0.8,A.Reaves,Y
