,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,P.Washington o2.5 3pt M,HPBasketball,Dallas Mavericks,Oklahoma City Thunder,0.0,0.2631578947368421,0,0.4,0,0.3,0,350,0.1,0.45,0.35,P.Washington,X
1,S.Gilgeous-Alexander o41.5 Pts+Rebs+Ast,gneiffer07,Oklahoma City Thunder,Dallas Mavericks,1.0,0.4347826086956521,0,0.4,0,0.6,1,-110,1.1,2.1,1.0,S.Gilgeous-Alexander,Y
2,J.Williams o31.5 Pts+Rebs+Ast,gneiffer07,Oklahoma City Thunder,Dallas Mavericks,1.0,0.5217391304347826,1,0.6,1,0.7,1,-120,1.2,2.2,1.0000000000000002,J.Williams,N
3,S.Gilgeous-Alexander o30.5 Pts,gneiffer07,Oklahoma City Thunder,Dallas Mavericks,1.0,0.391304347826087,0,0.6,1,0.7,1,-105,1.05,2.05,0.9999999999999998,S.Gilgeous-Alexander,Y
4,I.Hartenstein o11.5 Rebs,JoeDellera,Oklahoma City Thunder,Dallas Mavericks,1.0,0.75,1,0.8,1,0.75,1,-115,1.0,1.869565217391304,0.8695652173913042,I.Hartenstein,Y
5,L.Doncic u46.5 Pts+Rebs+Ast,LinesAtLunch,Dallas Mavericks,Oklahoma City Thunder,0.0,0.5555555555555556,1,0.4,0,0.6,1,-112,1.12,2.12,1.0,L.Doncic,Y
6,K.Thompson o2.5 3pt M,JoeDellera,Dallas Mavericks,Oklahoma City Thunder,0.0,0.55,1,0.6,1,0.6,1,-125,1.0,1.8,0.8,K.Thompson,Y
7,L.Doncic u46.5 Pts+Rebs+Ast,sandyplashkes,Dallas Mavericks,Oklahoma City Thunder,0.0,0.5555555555555556,1,0.4,0,0.6,1,-112,1.12,2.12,1.0,L.Doncic,Y
8,I.Hartenstein o21.5 Pts+Rebs,therocketplays,Oklahoma City Thunder,Dallas Mavericks,1.0,0.75,1,0.6,1,0.75,1,-135,1.35,2.35,1.0,I.Hartenstein,Y
9,S.Gilgeous-Alexander o41.5 Pts+Rebs+Ast,Theotherbabs,Oklahoma City Thunder,Dallas Mavericks,1.0,0.4347826086956521,0,0.4,0,0.6,1,100,1.0,2.0,1.0,S.Gilgeous-Alexander,Y
10,K.Irving u21.5 Pts,itsbucketsnba,Dallas Mavericks,Oklahoma City Thunder,0.0,0.3181818181818182,0,0.2,0,0.3,0,-120,1.0,1.8333333333333333,0.8333333333333335,K.Irving,Y
11,J.Suggs o20.5 Pts,LinesAtLunch,Orlando Magic,Milwaukee Bucks,0.0,0.28,0,0.4,0,0.4,0,-116,1.16,2.16,0.9999999999999998,J.Suggs,Y
12,G.Antetokounmpo o29.5 Pts,JoeDellera,Milwaukee Bucks,Orlando Magic,1.0,0.6666666666666666,1,0.8,1,0.7,1,-120,1.0,1.8333333333333333,0.8333333333333335,G.Antetokounmpo,Y
13,A.Black o7.5 Pts,therocketplays,Orlando Magic,Milwaukee Bucks,0.0,0.5384615384615384,1,0.4,0,0.4,0,-113,1.13,2.13,1.0,A.Black,Y
14,G.Antetokounmpo o10.5 Rebs,Rotowire Sleeper,Milwaukee Bucks,Orlando Magic,1.0,0.7619047619047619,1,0.8,1,0.7,1,100,1.5,3.0,1.5,G.Antetokounmpo,N
15,P.Washington o18.5 Pts+Rebs,Rotowire Prizepicks,Dallas Mavericks,Oklahoma City Thunder,0.0,0.5263157894736842,1,0.4,0,0.6,1,100,1.5,3.0,1.5,P.Washington,X
16,D.Gafford o10.5 Pts,Rotowire Prizepicks,Dallas Mavericks,Oklahoma City Thunder,0.0,0.6086956521739131,1,0.8,1,0.7,1,100,1.5,3.0,1.5,D.Gafford,N
17,I.Hartenstein o0.5 Stl,MJCLocks,Oklahoma City Thunder,Dallas Mavericks,1.0,0.625,1,1.0,1,0.625,1,-125,1.25,2.25,1.0,I.Hartenstein,Y
18,I.Hartenstein o26.5 Pts+Rebs+Ast,PvB_Bets,Oklahoma City Thunder,Dallas Mavericks,1.0,0.75,1,0.6,1,0.75,1,-115,1.0,1.869565217391304,0.8695652173913042,I.Hartenstein,N
19,K.Irving o4.5 Rebs,PvB_Bets,Dallas Mavericks,Oklahoma City Thunder,0.0,0.5909090909090909,1,0.8,1,0.6,1,155,0.25,0.6375,0.3874999999999999,K.Irving,N
20,K.Irving o3.5 Rebs,PvB_Bets,Dallas Mavericks,Oklahoma City Thunder,0.0,0.7272727272727273,1,1.0,1,0.8,1,-140,1.0,1.7142857142857144,0.7142857142857144,K.Irving,N
21,A.Wiggins o2.5 Rebs,Rotowire Sleeper,Oklahoma City Thunder,Dallas Mavericks,1.0,0.7391304347826086,1,1.0,1,0.8,1,100,1.5,3.0,1.5,A.Wiggins,N
