,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,J.Williams o26.5 Pts+Rebs,JoeDellera,Oklahoma City Thunder,New Orleans Pelicans,1.0,0.5454545454545454,1,0.6,1,0.6,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,J.Williams,Y
1,S.Gilgeous-Alexander o28.5 Pts,kylemurray03,Oklahoma City Thunder,New Orleans Pelicans,1.0,0.3636363636363636,0,0.4,0,0.4,0,-110.0,1.1,2.1,1.0,S.Gilgeous-Alexander,Y
2,J.Brunson o25.5 Pts,kylemurray03,New York Knicks,Chicago Bulls,1.0,0.4,0,0.4,0,0.4,0,-125.0,1.25,2.25,1.0,J.Brunson,N
3,J.Poole u5.5 Ast,kylemurray03,Washington Wizards,San Antonio Spurs,0.0,0.6666666666666666,1,0.8,1,0.6666666666666666,1,-125.0,1.25,2.25,1.0,J.Poole,N
4,V.Wembanyama o4.5 Stl+Blk,kylemurray03,San Antonio Spurs,Washington Wizards,1.0,0.3636363636363636,0,0.6,1,0.4,0,-110.0,1.1,2.1,1.0,V.Wembanyama,N
5,J.Jackson o22.5 Pts,kylemurray03,Memphis Grizzlies,Los Angeles Lakers,0.0,0.3333333333333333,0,0.4,0,0.3333333333333333,0,-118.0,1.18,2.18,0.9999999999999998,J.Jackson,Y
6,K.Huerter o11.5 Pts+Ast,MJCLocks,Sacramento Kings,Phoenix Suns,1.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,K.Huerter,Y
7,J.Holiday o14.5 Pts+Ast,Rotowire Prizepicks,Boston Celtics,Brooklyn Nets,0.0,0.6666666666666666,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,J.Holiday,Y
8,J.Allen o11.5 Pts,Rotowire Sleeper,Cleveland Cavaliers,Philadelphia 76ers,0.0,0.75,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,J.Allen,N
9,E.Mobley u28.5 Pts+Rebs,Rotowire Prizepicks,Cleveland Cavaliers,Philadelphia 76ers,0.0,0.75,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,E.Mobley,Y
10,D.Fox o24.5 Pts,RoyalsProps,Sacramento Kings,Phoenix Suns,1.0,0.3636363636363636,0,0.4,0,0.4,0,100.0,1.5,3.0,1.5,D.Fox,Y
11,K.Towns o24.5 Pts,RoyalsProps,New York Knicks,Chicago Bulls,1.0,0.4,0,0.6,1,0.4,0,-113.0,1.13,2.13,1.0,K.Towns,Y
12,V.Wembanyama u12.5 Rebs,gneiffer07,San Antonio Spurs,Washington Wizards,1.0,0.6363636363636364,1,0.4,0,0.6,1,-109.0,1.09,2.0900000000000003,1.0000000000000002,V.Wembanyama,Y
13,S.Pippen u13.5 Pts,GDAWG5000,Memphis Grizzlies,Los Angeles Lakers,0.0,0.5454545454545454,1,0.4,0,0.5,0,-117.0,0.58,1.0757264957264956,0.4957264957264956,S.Pippen,N
14,S.Pippen u13.5 Pts,PropBomb,Memphis Grizzlies,Los Angeles Lakers,0.0,0.5454545454545454,1,0.4,0,0.5,0,-110.0,1.1,2.1,1.0,S.Pippen,N
15,C.Cunningham u34.5 Pts+Ast,Rotowire Prizepicks,Detroit Pistons,Milwaukee Bucks,0.0,0.6666666666666666,1,0.6,1,0.8,1,100.0,1.5,3.0,1.5,C.Cunningham,N
16,C.Cunningham u25.5 Pts,Rotowire Prizepicks,Detroit Pistons,Milwaukee Bucks,0.0,0.75,1,0.8,1,0.9,1,100.0,1.5,3.0,1.5,C.Cunningham,N
17,T.Harris o21.5 Pts+Rebs,Rotowire Sleeper,Detroit Pistons,Milwaukee Bucks,0.0,0.4166666666666667,0,0.6,1,0.5,0,100.0,1.5,3.0,1.5,T.Harris,N
18,J.Duren o19.5 Pts+Rebs,Rotowire Sleeper,Detroit Pistons,Milwaukee Bucks,0.0,0.5,0,0.4,0,0.5,0,100.0,1.5,3.0,1.5,J.Duren,N
19,G.Antetokounmpo o6.5 Ast,MillyProps,Milwaukee Bucks,Detroit Pistons,1.0,0.4,0,0.4,0,0.4,0,-135.0,1.0,1.7407407407407407,0.7407407407407407,G.Antetokounmpo,Y
20,Y.Missi o6.5 Rebs,HPBasketball,New Orleans Pelicans,Oklahoma City Thunder,0.0,0.4545454545454545,0,0.4,0,0.4,0,105.0,1.1,2.255,1.1549999999999998,Y.Missi,Y
21,C.White o4.5 Ast,JBBets1,Chicago Bulls,New York Knicks,0.0,0.7272727272727273,1,1.0,1,0.7,1,-113.0,1.0,1.8849557522123888,0.8849557522123894,C.White,N
22,C.Cunningham o14.5 Rebs+Ast,PlayerPropSavant,Detroit Pistons,Milwaukee Bucks,0.0,0.5,0,1.0,1,0.6,1,-125.0,1.25,2.25,1.0,C.Cunningham,Y
23,G.Antetokounmpo o6.5 Ast,MJCLocks,Milwaukee Bucks,Detroit Pistons,1.0,0.4,0,0.4,0,0.4,0,-142.0,1.0,1.704225352112676,0.704225352112676,G.Antetokounmpo,Y
