,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,B.Mathurin o13.5 Pts,GDAWG5000,Indiana Pacers,New York Knicks,1.0,0.6122448979591837,1,0.6,1,0.5,0,-120,0.6,1.1,0.5000000000000001,B.Mathurin,Y
1,B.Mathurin o13.5 Pts,JoeDellera,Indiana Pacers,New York Knicks,1.0,0.6122448979591837,1,0.6,1,0.5,0,-115,1.0,1.869565217391304,0.8695652173913042,B.Mathurin,Y
2,K.Towns o40.5 Pts+Rebs+Ast,rsura_,New York Knicks,Indiana Pacers,0.0,0.5106382978723404,1,0.2,0,0.3,0,-115,1.15,2.1499999999999995,0.9999999999999996,K.Towns,Y
3,A.Nembhard o10.5 Pts,gneiffer07,Indiana Pacers,New York Knicks,1.0,0.4285714285714285,0,0.4,0,0.4,0,-105,1.05,2.05,0.9999999999999998,A.Nembhard,N
4,M.Bridges o22.5 Pts+Rebs+Ast,gneiffer07_duplicate,New York Knicks,Indiana Pacers,0.0,0.5769230769230769,1,0.2,0,0.5,0,-105,1.05,2.05,0.9999999999999998,M.Bridges,N
5,P.Achiuwa u8.5 Pts,MoneylineHacks,New York Knicks,Indiana Pacers,0.0,0.7419354838709677,1,0.6,1,0.6,1,-113,1.0,1.8849557522123888,0.8849557522123894,P.Achiuwa,N
6,K.Towns o23.5 Pts,Theotherbabs,New York Knicks,Indiana Pacers,0.0,0.5106382978723404,1,0.2,0,0.4,0,-107,1.0,1.9345794392523368,0.9345794392523366,K.Towns,Y
7,K.Towns o39.5 Pts+Rebs+Ast,sandyplashkes,New York Knicks,Indiana Pacers,0.0,0.5319148936170213,1,0.2,0,0.3,0,-118,1.18,2.18,0.9999999999999998,K.Towns,Y
8,J.Brunson u7.5 Ast,TopShelfAction,New York Knicks,Indiana Pacers,0.0,0.5490196078431373,1,0.6,1,0.7,1,-115,1.27,2.3743478260869564,1.1043478260869564,J.Brunson,Y
9,I.Quickley u27.5 Pts+Rebs+Ast,TopShelfAction,Toronto Raptors,Philadelphia 76ers,0.0,0.6428571428571429,1,0.8,1,0.7,1,120,1.2,2.64,1.4400000000000002,I.Quickley,N
10,I.Quickley u28.5 Pts+Rebs+Ast,gneiffer07,Toronto Raptors,Philadelphia 76ers,0.0,0.7142857142857143,1,0.8,1,0.7,1,120,1.0,2.2,1.2000000000000002,I.Quickley,N
11,G.Dick u3.5 Rebs,rsura_,Toronto Raptors,Philadelphia 76ers,0.0,0.5652173913043478,1,0.6,1,0.7,1,-124,1.24,2.24,0.9999999999999998,G.Dick,N
