,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,0,0,0,0,0,L.Markkanen o19.5 Pts,PropBomb,-115,1.15,2.1499999999999995,0,Utah Jazz,L.Markkanen,Milwaukee Bucks,0.0,0.9999999999999996,0.7142857142857143,1,1.0,1,1.0,1
