,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,2,2,6,6,7,K.Leonard o6.5 Rebs,PropBomb,-122,1.0,1.819672131147541,0,Los Angeles Clippers,K.Leonard,Washington Wizards,1.0,0.819672131147541,0.5714285714285714,1,0.6,1,0.6,1
