,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
22,22,22,25,L.Ball o35.5 Pts+Rebs+Ast,JoeDellera,-123,0.41,0.7433333333333333,0,Charlotte Hornets,L.Ball,Milwaukee Bucks,0.0,0.3333333333333333,,,,,,,,,
7,7,22,25,L.Ball o35.5 Pts+Rebs+Ast,JoeDellera,-123,0.41,0.7433333333333333,0,Charlotte Hornets,L.Ball,Milwaukee Bucks,0.0,0.3333333333333333,7.0,22.0,22.0,0.65,1.0,0.8,1.0,0.8,1.0
