,Unnamed: 0.1,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,opponent,hmcrt_adv,Profit,name
0,3,3,J.Holiday o8.5 Ast,Milwaukee Bucks,JoeDellera,-105,0.5,0.9761904761904762,0.0,Toronto Raptors,1,0.4761904761904761,J.Holiday
