Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
C.White o25.5 Pts+Ast,Mjaybrxd,Chicago Bulls,Atlanta Hawks,1,0.4375,0,0.6,1,0.6,1,-110,1.0,1.9090909090909087,0.9090909090909092,C.White
C.White o25.5 Pts+Ast,RoyalsProps,Chicago Bulls,Atlanta Hawks,1,0.4375,0,0.6,1,0.6,1,-110,1.1,2.1,1.0,C.White
C.Carrington o13.5 Pts+Ast,Rotowire Prizepicks,Washington Wizards,Boston Celtics,1,0.7692307692307693,1,1.0,1,0.8,1,100,1.5,3.0,1.5,C.Carrington
T.Murphy o17.5 Pts+Ast,Rotowire Prizepicks,New Orleans Pelicans,Golden State Warriors,1,0.5,0,0.5,0,0.5,0,100,1.5,3.0,1.5,T.Murphy
K.Dunn o11.5 Pts+Ast,Rotowire Prizepicks,Los Angeles Clippers,Sacramento Kings,1,0.4375,0,0.6,1,0.5,0,100,1.5,3.0,1.5,K.Dunn
J.Harden u31.5 Pts+Ast,Rotowire Prizepicks,Los Angeles Clippers,Sacramento Kings,1,0.75,1,1.0,1,1.0,1,100,1.5,3.0,1.5,J.Harden
D.Sabonis o23.5 Pts+Ast,CeeJPicks,Sacramento Kings,Los Angeles Clippers,0,0.6923076923076923,1,0.8,1,0.7,1,-115,1.15,2.1499999999999995,0.9999999999999996,D.Sabonis
J.Tatum u35.5 Pts+Ast,Rotowire Prizepicks,Boston Celtics,Washington Wizards,0,0.4666666666666667,0,0.4,0,0.5,0,100,1.5,3.0,1.5,J.Tatum
O.Okongwu o10.5 Pts+Ast,PvB_Bets,Atlanta Hawks,Chicago Bulls,0,0.5714285714285714,1,0.6,1,0.6,1,-110,1.0,1.9090909090909087,0.9090909090909092,O.Okongwu
J.Murray o25.5 Pts+Ast,Rotowire Prizepicks,Denver Nuggets,Dallas Mavericks,1,0.4,0,0.4,0,0.4,0,100,1.5,3.0,1.5,J.Murray
