,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,1,1,1,M.Plumlee u9.5 Pts,SBK5065,-114,0.57,1.0699999999999998,0,Charlotte Hornets,M.Plumlee,Milwaukee Bucks,1.0,0.4999999999999999
1,8,8,8,K.Oubre o19.5 Pts,SBK5065,-105,0.5,0.9761904761904762,0,Charlotte Hornets,K.Oubre,Milwaukee Bucks,1.0,0.4761904761904761
2,9,9,9,R.Jackson u16.5 Pts,SBK5065,-110,0.5,0.9545454545454546,0,Los Angeles Clippers,R.Jackson,Sacramento Kings,1.0,0.4545454545454546
3,19,19,19,S.Dinwiddie u16.5 Pts,SBK5065,-103,0.52,1.0248543689320389,0,Dallas Mavericks,S.Dinwiddie,New York Knicks,0.0,0.5048543689320388
4,23,23,23,J.Nurkic o16.5 Pts,PropBomb,-105,1.05,2.05,0,Portland Trail Blazers,J.Nurkic,Utah Jazz,0.0,0.9999999999999998
5,28,28,28,J.Poole o0.5 Pts,PropBomb,-120,1.0,1.8333333333333333,0,Golden State Warriors,J.Poole,Houston Rockets,1.0,0.8333333333333333
6,31,31,33,F.Wagner o17.5 Pts,JoeDellera,-110,0.25,0.4772727272727273,0,Orlando Magic,F.Wagner,Toronto Raptors,0.0,0.2272727272727273
