,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,0,0,0,Q.Grimes o15.5 Pts,JoeDellera,-115,0.5,0.934782608695652,0,New York Knicks,Q.Grimes,San Antonio Spurs,0,0.434782608695652
1,1,1,1,Q.Grimes o15.5 Pts,PropBetGuy,-115,0.58,1.0843478260869563,0,New York Knicks,Q.Grimes,San Antonio Spurs,0,0.5043478260869564
2,2,2,2,J.Randle u31.5 Pts,SBK5065,-110,0.55,1.05,0,New York Knicks,J.Randle,San Antonio Spurs,0,0.5
4,4,4,4,Q.Grimes o14.5 Pts,SBK5065,-115,0.58,1.0843478260869563,0,New York Knicks,Q.Grimes,San Antonio Spurs,0,0.5043478260869564
7,7,7,7,Q.Grimes o14.5 Pts,PropBetGuy,-120,1.2,2.2,0,New York Knicks,Q.Grimes,San Antonio Spurs,0,1.0000000000000002
8,8,8,8,J.Tatum u31.5 Pts,SBK5065,-120,0.5,0.9166666666666669,0,Boston Celtics,J.Tatum,Los Angeles Clippers,1,0.4166666666666668
15,15,15,15,D.Mitchell o27.5 Pts,JoeDellera,-129,0.78,1.3846511627906977,0,Cleveland Cavaliers,D.Mitchell,Indiana Pacers,0,0.6046511627906976
