,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
1,1,A.Gordon o0.5 3pt M,Denver Nuggets,PropBomb,-127,1.27,2.27,0,A.Gordon,Los Angeles Lakers,1,1.0
3,3,N.Jokic o1.5 3pt M,Denver Nuggets,SBK5065,182,0.5,1.41,0,N.Jokic,Los Angeles Lakers,1,0.91
8,8,N.Jokic o1.5 3pt M,Denver Nuggets,JoeDellera,176,0.75,2.07,0,N.Jokic,Los Angeles Lakers,1,1.3199999999999998
