,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,0,J.Grant u28.5 Pts+Rebs+Ast,Portland Trail Blazers,SBK5065,-115,0.58,1.0843478260869563,15.4793,J.Grant,Memphis Grizzlies,0,0.5043478260869564,0.5625,1,0.8,1,0.8,1
1,2,J.Grant u28.5 Pts+Rebs+Ast,Portland Trail Blazers,PropBetGuy,-115,1.15,2.1499999999999995,-5.03,J.Grant,Memphis Grizzlies,0,0.9999999999999996,0.5625,1,0.8,1,0.8,1
