,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,0,0,0,K.Durant u5.5 Ast,JoeDellera,-113,0.5,0.9424778761061948,2.5023,Brooklyn Nets,K.Durant,Washington Wizards,0,0.4424778761061948
4,4,4,4,T.Haliburton o10.5 Ast,JoeDellera,115,0.5,1.075,2.5023,Indiana Pacers,T.Haliburton,Miami Heat,1,0.575
