,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
3,3,3,3,T.Haliburton o33.5 Pts+Rebs+Ast,JoeDellera,-120,0.5,0.9166666666666669,2.5023,Indiana Pacers,T.Haliburton,Miami Heat,1,0.4166666666666668,,,,,,,,,
