,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,2.0,2.0,7.0,7,7,7,K.Hayes o5.5 Ast,JoeDellera,-110,0.5,0.9545454545454546,0.0,Detroit Pistons,K.Hayes,Miami Heat,0,0.4545454545454546,0.5227272727272727,1.0,1.0,1.0,0.8,1.0
5,,,,5,5,5,M.Strus u2.5 Ast,SBK5065,-160,1.0,1.625,11.776599999999998,Miami Heat,M.Strus,Detroit Pistons,1,0.625,,,,,,
7,,,,7,7,7,K.Hayes o5.5 Ast,JoeDellera,-110,0.5,0.9545454545454546,0.0,Detroit Pistons,K.Hayes,Miami Heat,0,0.4545454545454546,,,,,,
