,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
6,6,6,6,M.Strus o2.5 3pt M,PropBomb,-130,1.3,2.3,0.0,Miami Heat,M.Strus,Detroit Pistons,1,0.9999999999999998
