,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,9,9,9,K.Lowry o10.5 Rebs+Ast,JoeMetz,-125,1.25,2.25,-19.83,Miami Heat,K.Lowry,Detroit Pistons,1,1.0
