Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
A.Davis o41.5 Pts+Rebs+Ast,sandyplashkes,Los Angeles Lakers,Golden State Warriors,0.0,0.5714285714285714,1,0.4,0,0.5,0,-116.0,1.16,2.16,0.9999999999999998,A.Davis
N.Jokic o50.5 Pts+Rebs+Ast,sandyplashkes,Denver Nuggets,Phoenix Suns,0.0,0.625,1,0.0,0,0.5,0,-112.0,1.12,2.12,1.0,N.Jokic
J.Champagnie o12.5 Pts+Rebs+Ast,Rotowire Sleeper_duplicate,San Antonio Spurs,New York Knicks,0.0,0.896551724137931,1,0.8,1,0.9,1,100.0,1.5,3.0,1.5,J.Champagnie
J.Champagnie o12.5 Pts+Rebs+Ast,CeeJPicks_duplicate,San Antonio Spurs,New York Knicks,0.0,0.896551724137931,1,0.8,1,0.9,1,-105.0,1.05,2.05,0.9999999999999998,J.Champagnie
J.Champagnie o12.5 Pts+Rebs+Ast,Markus_Markets_duplicate,San Antonio Spurs,New York Knicks,0.0,0.896551724137931,1,0.8,1,0.9,1,-110.0,1.0,1.9090909090909087,0.9090909090909092,J.Champagnie
J.Sochan o23.5 Pts+Rebs+Ast,Rotowire Sleeper,San Antonio Spurs,New York Knicks,0.0,0.625,1,0.6,1,0.5,0,100.0,1.5,3.0,1.5,J.Sochan
J.Brown o30.5 Pts+Rebs+Ast,Rotowire Prizepicks,Boston Celtics,Philadelphia 76ers,1.0,0.7083333333333334,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,J.Brown
K.Irving o29.5 Pts+Rebs+Ast,Rotowire Prizepicks,Dallas Mavericks,Minnesota Timberwolves,1.0,0.6538461538461539,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,K.Irving
K.Durant u42.5 Pts+Rebs+Ast,Rotowire Prizepicks,Phoenix Suns,Denver Nuggets,1.0,0.7777777777777778,1,0.6,1,0.8,1,100.0,1.5,3.0,1.5,K.Durant
D.White o23.5 Pts+Rebs+Ast,Rotowire Sleeper,Boston Celtics,Philadelphia 76ers,1.0,0.7857142857142857,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,D.White
A.Gordon o21.5 Pts+Rebs+Ast,Rotowire Prizepicks,Denver Nuggets,Phoenix Suns,0.0,0.625,1,0.6,1,0.5,0,100.0,1.5,3.0,1.5,A.Gordon
