Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
B.James u2.5 Pts,allanlemdfs,Los Angeles Lakers,Golden State Warriors,0.0,1.0,1,1.0,1,1.0,1,-175,0.88,1.3828571428571428,0.5028571428571428,B.James
B.James u2.5 Pts,JoeDellera,Los Angeles Lakers,Golden State Warriors,0.0,1.0,1,1.0,1,1.0,1,-175,1.0,1.5714285714285714,0.5714285714285714,B.James
K.Irving o21.5 Pts,sandyplashkes,Dallas Mavericks,Minnesota Timberwolves,1.0,0.5769230769230769,1,0.2,0,0.5,0,-110,1.1,2.1,1.0,K.Irving
K.Irving o20.5 Pts,therocketplays,Dallas Mavericks,Minnesota Timberwolves,1.0,0.6538461538461539,1,0.4,0,0.6,1,-125,1.25,2.25,1.0,K.Irving
J.Brunson o24.5 Pts,sandyplashkes,New York Knicks,San Antonio Spurs,1.0,0.4137931034482758,0,0.4,0,0.3,0,-110,1.1,2.1,1.0,J.Brunson
J.Embiid u26.5 Pts,Rotowire Prizepicks,Philadelphia 76ers,Boston Celtics,0.0,0.625,1,0.4,0,0.625,1,100,1.5,3.0,1.5,J.Embiid
A.Edwards o24.5 Pts,Markus_Markets,Minnesota Timberwolves,Dallas Mavericks,0.0,0.5357142857142857,1,0.2,0,0.3,0,-120,1.0,1.8333333333333333,0.8333333333333335,A.Edwards
K.Irving o20.5 Pts,JoeDellera,Dallas Mavericks,Minnesota Timberwolves,1.0,0.6538461538461539,1,0.4,0,0.6,1,-130,1.0,1.7692307692307692,0.7692307692307692,K.Irving
K.Durant u30.5 Pts,Rotowire Prizepicks,Phoenix Suns,Denver Nuggets,1.0,0.7222222222222222,1,0.6,1,0.8,1,100,1.5,3.0,1.5,K.Durant
N.Jokic o29.5 Pts,the_degenerates,Denver Nuggets,Phoenix Suns,0.0,0.5,0,0.4,0,0.5,0,-115,1.15,2.1499999999999995,0.9999999999999996,N.Jokic
B.Beal u20.5 Pts,TopShelfAction,Phoenix Suns,Denver Nuggets,1.0,0.6111111111111112,1,0.6,1,0.5,0,-104,0.5,0.9807692307692308,0.4807692307692308,B.Beal
R.Hachimura o11.5 Pts,itsbucketsnba,Los Angeles Lakers,Golden State Warriors,0.0,0.4166666666666667,0,0.0,0,0.4,0,-120,1.0,1.8333333333333333,0.8333333333333335,R.Hachimura
R.Hachimura o11.5 Pts,TopShelfAction,Los Angeles Lakers,Golden State Warriors,0.0,0.4166666666666667,0,0.0,0,0.4,0,104,0.2,0.408,0.208,R.Hachimura
S.Curry u24.5 Pts,Rotowire Prizepicks_duplicate,Golden State Warriors,Los Angeles Lakers,1.0,0.6521739130434783,1,0.6,1,0.6,1,100,1.5,3.0,1.5,S.Curry
