,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,H.Highsmith o0.5 3pt M,charliedisturco,-185,0.5,H.Highsmith,Miami Heat,Boston Celtics,0,0.7702702702702703,0.2702702702702703,0.5362318840579711,1,0.6,1,0.5,0
1,B.Adebayo o0.5 3pt M,GDAWG5000,145,0.5,B.Adebayo,Miami Heat,Boston Celtics,0,1.225,0.7250000000000001,0.1756756756756756,0,0.4,0,0.5,0
