,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,6,6,6,T.Young u2.5 3pt M,JoeDellera,112,0.75,1.59,2.9694,Atlanta Hawks,T.Young,Orlando Magic,1.0,0.8400000000000001
1,17,17,19,K.Murray o1.5 3pt M,PropBetGuy,-143,1.0,1.6993006993006992,0.0,Sacramento Kings,K.Murray,Charlotte Hornets,1.0,0.6993006993006992
