,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,2,2,3,3,7,J.Giddey o31.5 Pts+Rebs+Ast,JoeMetz,-111,1.0,1.900900900900901,0,Oklahoma City Thunder,J.Giddey,Brooklyn Nets,0.0,0.900900900900901,0.4615384615384615,0,0.8,1,0.7,1
1,19,19,27,27,34,J.Harden o38.5 Pts+Rebs+Ast,PropBetGuy,-120,1.0,1.8333333333333333,0,Philadelphia 76ers,J.Harden,Los Angeles Lakers,0.0,0.8333333333333333,0.6428571428571429,1,1.0,1,0.7,1
2,20,20,28,28,35,R.Westbrook o31.5 Pts+Rebs+Ast,JoeMetz,-120,1.0,1.8333333333333333,0,Los Angeles Lakers,R.Westbrook,Philadelphia 76ers,1.0,0.8333333333333333,0.475,0,1.0,1,0.8,1
