,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,2,2,D.Garland u8.5 Ast,SBK5065,-130,1.0,1.7692307692307692,0,Cleveland Cavaliers,D.Garland,Memphis Grizzlies,0.0,0.7692307692307692
1,3,3,K.Love o1.5 Ast,JoeDellera,-110,0.4,0.7636363636363637,0,Cleveland Cavaliers,K.Love,Memphis Grizzlies,0.0,0.3636363636363636
