,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
14,21.0,21,21,M.Plumlee o27.5 Pts+Rebs+Ast,PropBetGuy,-122,1.22,2.22,0,Charlotte Hornets,M.Plumlee,Houston Rockets,0.0,1.0000000000000002,0.3260869565217391,0.0,0.8,1.0,0.8,1.0
16,23.0,23,24,A.Edwards o34.5 Pts+Rebs+Ast,PropBetGuy,-120,1.2,2.2,0,Minnesota Timberwolves,A.Edwards,Denver Nuggets,0.0,1.0000000000000002,0.5434782608695652,1.0,0.8,1.0,0.7,1.0
21,,21,21,M.Plumlee o27.5 Pts+Rebs+Ast,PropBetGuy,-122,1.22,2.22,0,Charlotte Hornets,M.Plumlee,Houston Rockets,0.0,1.0000000000000002,,,,,,
23,,24,23,A.Edwards o34.5 Pts+Rebs+Ast,PropBetGuy,-120,1.2,2.2,0,Minnesota Timberwolves,A.Edwards,Denver Nuggets,0.0,1.0000000000000002,,,,,,
