,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
0,4,N.Claxton o2.5 Stl+Blk,Brooklyn Nets,JoeDellera,-155,0.5,0.8225806451612903,0.0,N.Claxton,Phoenix Suns,1,0.3225806451612902
