,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,1,1,M.Strus o2.5 3pt M,PropBomb,-140,1.4,2.4,0,Miami Heat,M.Strus,New York Knicks,1,1.0
1,4,4,K.Love o1.5 3pt M,charliedisturco,-130,1.3,2.3,0,Miami Heat,K.Love,New York Knicks,1,0.9999999999999998
2,5,5,K.Love o1.5 3pt M,VegasRefund,-130,1.3,2.3,0,Miami Heat,K.Love,New York Knicks,1,0.9999999999999998
