,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
10,10,T.McConnell o7.5 Ast,Indiana Pacers,PropBomb,-130,1.3,2.3,-16.6323,T.McConnell,Denver Nuggets,0,0.9999999999999998
