,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,1,A.Wiggins o5.5 Rebs,Golden State Warriors,PropBomb,-130,1.3,2.3,0,A.Wiggins,Los Angeles Lakers,1,0.9999999999999998,0.4,0,0.8,1,0.6,1
1,3,A.Wiggins o5.5 Rebs,Golden State Warriors,JoeDellera,-130,1.0,1.7692307692307692,0,A.Wiggins,Los Angeles Lakers,1,0.7692307692307692,0.4,0,0.8,1,0.6,1
