Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
P.Siakam o28.5 Pts+Rebs+Ast,Rotowire Prizepicks,Indiana Pacers,Philadelphia 76ers,0.0,0.52,1,0.2,0,0.5,0,100.0,1.5,3.0,1.5,P.Siakam
P.George o26.5 Pts+Rebs+Ast,Rotowire Sleeper,Philadelphia 76ers,Indiana Pacers,1.0,0.5,0,0.4,0,0.5,0,100.0,1.5,3.0,1.5,P.George
B.Beal o22.5 Pts+Rebs+Ast,Rotowire Prizepicks,Phoenix Suns,Utah Jazz,0.0,0.7333333333333333,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,B.Beal
J.Sochan o26.5 Pts+Rebs+Ast,Mjaybrxd,San Antonio Spurs,Portland Trail Blazers,0.0,0.5454545454545454,1,0.4,0,0.6,1,-115.0,1.0,1.869565217391304,0.8695652173913042,J.Sochan
B.Beal o22.5 Pts+Rebs+Ast,Rotowire Sleeper,Phoenix Suns,Utah Jazz,0.0,0.7333333333333333,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,B.Beal
I.Zubac o25.5 Pts+Rebs+Ast,Rotowire Sleeper,Los Angeles Clippers,Denver Nuggets,0.0,0.72,1,0.4,0,0.7,1,100.0,1.5,3.0,1.5,I.Zubac
J.Embiid u44.5 Pts+Rebs+Ast,kylemurray03,Philadelphia 76ers,Indiana Pacers,1.0,0.6,1,0.6,1,0.6,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,J.Embiid
M.Porter o25.5 Pts+Rebs+Ast,Rotowire Prizepicks,Denver Nuggets,Los Angeles Clippers,1.0,0.7272727272727273,1,0.8,1,0.9,1,100.0,1.5,3.0,1.5,M.Porter
M.Porter o24.5 Pts+Rebs+Ast,Rotowire Prizepicks,Denver Nuggets,Los Angeles Clippers,1.0,0.7727272727272727,1,0.8,1,0.9,1,100.0,1.5,3.0,1.5,M.Porter
K.Dunn o11.5 Pts+Rebs+Ast,PropBomb,Los Angeles Clippers,Denver Nuggets,0.0,0.56,1,0.4,0,0.5,0,-115.0,1.15,2.1499999999999995,0.9999999999999996,K.Dunn
