,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,8,T.Prince o9.5 Pts,Minnesota Timberwolves,SBK5065,-125,0.63,1.134,0,T.Prince,Denver Nuggets,1,0.5040000000000001,0.3793103448275862,0,0.6,1,0.4,0
