,Unnamed: 0,Unnamed: 0.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,19,19,J.Butler o13.5 Rebs+Ast,PropBomb,-115,1.0,1.869565217391304,0,Miami Heat,J.Butler,Houston Rockets,0,0.869565217391304
