,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,2,2,T.McConnell o10.5 Rebs+Ast,JoeDellera,105,0.79,1.6195,0,Indiana Pacers,T.McConnell,Milwaukee Bucks,0,0.8294999999999999
1,23,23,N.Marshall o7.5 Rebs+Ast,GreenDotDaily,-135,1.0,1.7407407407407407,0,New Orleans Pelicans,N.Marshall,Cleveland Cavaliers,0,0.7407407407407407
