,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
3,8,J.Holiday o34.5 Pts+Rebs+Ast,Milwaukee Bucks,charliedisturco,-115,1.15,2.1499999999999995,0,J.Holiday,Miami Heat,1,0.9999999999999996,0.3823529411764705,0.0,0.6,1.0,0.4,0.0
4,10,J.Holiday o31.5 Pts+Rebs+Ast,Milwaukee Bucks,GreenDotDaily,-113,1.0,1.8849557522123892,0,J.Holiday,Miami Heat,1,0.8849557522123894,0.4705882352941176,0.0,0.6,1.0,0.4,0.0
8,8,J.Holiday o34.5 Pts+Rebs+Ast,Milwaukee Bucks,charliedisturco,-115,1.15,2.1499999999999995,0,J.Holiday,Miami Heat,1,0.9999999999999996,,,,,,
10,10,J.Holiday o31.5 Pts+Rebs+Ast,Milwaukee Bucks,GreenDotDaily,-113,1.0,1.8849557522123892,0,J.Holiday,Miami Heat,1,0.8849557522123894,,,,,,
