,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,J.Kuminga,Golden State Warriors,Miami Heat,0,31.41,18,3,7,0,1,0,.628,.615,.154,13.0,12.9,12.9,13.0,0.0,2.6,23.3,132,105,1.2,300000026
1,S.Curry,Golden State Warriors,Miami Heat,0,31.01,17,6,2,0,0,3,.567,.567,.667,4.4,3.3,3.8,25.7,0.0,0.0,24.9,122,110,1.3,300000026
2,K.Thompson,Golden State Warriors,Miami Heat,0,30.58,28,2,5,0,1,6,.700,.700,.700,4.4,13.2,9.5,10.4,0.0,2.6,32.7,129,105,9.6,300000026
3,A.Wiggins,Golden State Warriors,Miami Heat,0,30.36,17,1,7,0,2,1,.660,.625,.417,0.0,23.4,13.4,4.4,0.0,5.3,21.9,121,99,2.1,300000026
4,D.Green,Golden State Warriors,Miami Heat,0,27.43,4,8,9,2,0,0,.400,.400,.200,0.0,33.2,19.0,31.8,3.8,0.0,10.5,120,91,3.9,300000026
5,C.Paul,Golden State Warriors,Miami Heat,0,23.01,0,7,2,2,0,0,.000,.000,.500,0.0,8.9,5.1,31.1,4.6,0.0,10.5,72,98,-6.2,300000026
6,B.Podziemski,Golden State Warriors,Miami Heat,0,22.02,6,1,5,1,0,0,.551,.600,.400,6.2,18.5,13.3,5.4,2.4,0.0,14.1,102,99,-3.5,300000026
7,K.Looney,Golden State Warriors,Miami Heat,0,18.43,7,1,6,0,0,0,.595,.600,.000,7.3,27.3,18.8,6.5,0.0,0.0,15.2,133,101,-3.2,300000026
8,G.Payton,Golden State Warriors,Miami Heat,0,13.30,2,0,0,1,1,0,.333,.333,.000,0.0,0.0,0.0,0.0,3.9,6.0,10.7,69,98,-4.1,300000026
9,M.Moody,Golden State Warriors,Miami Heat,0,6.03,9,1,0,0,0,2,1.160,1.333,.667,0.0,0.0,0.0,34.2,0.0,0.0,39.0,140,111,30.6,300000026
10,G.Santos,Golden State Warriors,Miami Heat,0,1.34,5,0,0,0,0,1,1.250,1.250,.500,0.0,0.0,0.0,0.0,0.0,0.0,61.6,250,111,87.8,300000026
11,L.Quinones,Golden State Warriors,Miami Heat,0,1.34,0,1,0,0,0,0,,,,0.0,0.0,0.0,65.2,0.0,0.0,0.0,228,111,20.5,300000026
