,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,D.Mitchell,Cleveland Cavaliers,Brooklyn Nets,0,30.05,27,4,5,3,3,4,.699,.667,.556,0.0,15.1,9.7,23.6,5.1,7.0,36.3,119,90,13.7,2000008
1,J.Allen,Cleveland Cavaliers,Brooklyn Nets,0,29.37,14,2,10,0,2,0,.735,.500,.167,11.2,24.5,19.8,8.5,0.0,4.8,18.2,142,100,1.2,2000008
2,D.Garland,Cleveland Cavaliers,Brooklyn Nets,0,28.37,14,7,0,1,0,0,.643,.600,.300,0.0,0.0,0.0,35.6,1.8,0.0,21.1,132,109,-1.5,2000008
3,E.Mobley,Cleveland Cavaliers,Brooklyn Nets,0,25.40,14,2,12,0,2,0,.717,.625,.000,0.0,42.3,27.4,11.1,0.0,5.5,21.5,126,92,2.3,2000008
4,M.Strus,Cleveland Cavaliers,Brooklyn Nets,0,21.21,6,2,5,1,0,0,.600,.600,.200,7.8,17.0,13.7,12.4,2.4,0.0,13.2,120,101,-1.9,2000008
5,I.Okoro,Cleveland Cavaliers,Brooklyn Nets,0,23.43,8,1,6,0,3,2,.667,.667,.500,14.0,15.3,14.8,5.5,0.0,8.9,15.8,112,100,1.6,2000008
6,G.Niang,Cleveland Cavaliers,Brooklyn Nets,0,23.19,13,1,3,1,0,3,.722,.722,.667,7.1,7.8,7.5,6.3,2.2,0.0,18.1,150,105,5.3,2000008
7,C.LeVert,Cleveland Cavaliers,Brooklyn Nets,0,23.05,4,5,3,1,0,0,.333,.333,.333,0.0,11.8,7.6,26.8,2.2,0.0,16.2,87,104,-7.4,2000008
8,D.Wade,Cleveland Cavaliers,Brooklyn Nets,0,16.27,9,0,1,0,2,3,1.125,1.125,1.000,0.0,5.5,3.6,0.0,0.0,8.6,11.4,208,104,12.6,2000008
9,S.Merrill,Cleveland Cavaliers,Brooklyn Nets,0,11.44,9,0,0,1,0,3,.643,.643,1.000,0.0,0.0,0.0,0.0,4.3,0.0,27.9,125,103,4.9,2000008
10,D.Jones,Cleveland Cavaliers,Brooklyn Nets,0,3.11,0,2,1,0,1,0,,,,0.0,28.5,18.4,70.1,0.0,22.2,0.0,235,84,40.0,2000008
11,C.Porter,Cleveland Cavaliers,Brooklyn Nets,0,3.11,0,0,2,0,0,0,.000,.000,.000,52.0,28.5,36.8,0.0,0.0,0.0,14.7,78,102,-14.1,2000008
12,J.Wilson,Brooklyn Nets,Cleveland Cavaliers,1,39.38,8,3,3,1,0,2,.450,.500,.375,0.0,12.5,4.4,10.9,1.3,0.0,10.8,90,129,-5.8,2000008
