,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,J.Kuminga,Golden State Warriors,Dallas Mavericks,0,35.12,27,2,4,1,0,2,.631,.529,.118,2.8,11.4,6.5,10.5,1.4,0.0,32.4,106,116,1.8,300000013
1,C.Paul,Golden State Warriors,Dallas Mavericks,0,31.10,9,4,4,0,0,1,.375,.375,.333,0.0,17.1,7.3,20.0,0.0,0.0,16.0,100,118,-6.2,300000013
2,A.Wiggins,Golden State Warriors,Dallas Mavericks,0,27.45,17,1,5,1,0,1,.581,.458,.333,3.6,19.2,10.3,6.1,1.8,0.0,25.0,115,114,2.5,300000013
3,K.Thompson,Golden State Warriors,Dallas Mavericks,0,26.46,8,0,4,1,1,2,.308,.308,.538,3.7,14.9,8.5,0.0,1.9,3.3,23.3,63,113,-7.9,300000013
4,T.Jackson-Davis,Golden State Warriors,Dallas Mavericks,0,25.12,10,1,9,0,1,0,.556,.556,.000,23.8,15.9,20.4,6.9,0.0,3.5,16.5,123,116,1.0,300000013
5,B.Podziemski,Golden State Warriors,Dallas Mavericks,0,27.41,11,6,5,4,0,2,.427,.417,.417,3.6,19.3,10.3,34.6,7.2,0.0,22.4,98,103,9.6,300000013
6,M.Moody,Golden State Warriors,Dallas Mavericks,0,19.02,9,1,3,1,1,1,.563,.563,.375,5.3,14.0,9.0,9.4,2.6,4.6,19.7,110,110,1.7,300000013
7,K.Looney,Golden State Warriors,Dallas Mavericks,0,17.23,4,0,2,0,0,0,.820,1.000,.000,5.8,7.7,6.6,0.0,0.0,0.0,5.8,161,120,-4.5,300000013
8,G.Payton,Golden State Warriors,Dallas Mavericks,0,15.31,0,2,4,1,0,0,.000,.000,.667,19.3,8.6,14.7,16.7,3.2,0.0,8.0,80,113,-2.8,300000013
9,D.Saric,Golden State Warriors,Dallas Mavericks,0,7.37,0,1,0,0,0,0,.000,.000,.000,0.0,0.0,0.0,17.0,0.0,0.0,10.9,25,122,-13.5,300000013
10,L.Quinones,Golden State Warriors,Dallas Mavericks,0,3.53,0,1,0,0,0,0,,,,0.0,0.0,0.0,33.4,0.0,0.0,0.0,224,121,-1.0,300000013
11,J.Robinson,Golden State Warriors,Dallas Mavericks,0,2.48,4,0,2,0,0,0,.667,.667,.333,0.0,95.2,40.8,0.0,0.0,0.0,44.6,130,104,13.6,300000013
12,K.Irving,Dallas Mavericks,Golden State Warriors,1,34.57,23,10,8,1,1,1,.617,.531,.313,0.0,22.9,13.1,41.6,1.4,2.1,25.4,138,101,10.6,300000013
13,P.Washington,Dallas Mavericks,Golden State Warriors,1,34.00,11,1,7,2,3,1,.500,.500,.545,3.9,17.6,11.8,3.8,2.9,6.6,15.9,99,97,2.2,300000013
14,L.Doncic,Dallas Mavericks,Golden State Warriors,1,29.35,21,9,3,0,0,1,.488,.417,.333,4.5,6.8,5.8,44.7,0.0,0.0,42.0,95,112,-4.0,300000013
15,D.Gafford,Dallas Mavericks,Golden State Warriors,1,26.19,10,1,6,2,7,0,1.000,1.000,.000,10.1,15.2,13.0,5.2,3.8,19.9,12.0,134,88,11.1,300000013
16,D.Jones,Dallas Mavericks,Golden State Warriors,1,18.46,7,0,3,0,0,0,.717,.750,.250,14.2,5.3,9.1,0.0,0.0,0.0,16.5,103,113,-5.0,300000013
17,D.Exum,Dallas Mavericks,Golden State Warriors,1,24.57,9,6,2,1,0,1,.846,.875,.250,0.0,8.0,4.6,30.2,2.0,0.0,11.4,155,107,7.3,300000013
18,J.Green,Dallas Mavericks,Golden State Warriors,1,23.33,11,0,5,0,0,1,.917,.917,.333,11.3,12.7,12.1,0.0,0.0,0.0,13.4,148,109,0.1,300000013
19,D.Lively,Dallas Mavericks,Golden State Warriors,1,19.42,12,0,8,0,2,0,.750,.750,.000,6.8,35.5,23.2,0.0,0.0,7.6,20.6,125,95,6.0,300000013
20,T.Hardaway,Dallas Mavericks,Golden State Warriors,1,14.20,5,2,0,0,0,1,.357,.357,.714,0.0,0.0,0.0,18.0,0.0,0.0,25.2,77,115,-10.3,300000013
21,M.Kleber,Dallas Mavericks,Golden State Warriors,1,7.54,0,1,0,0,0,0,.000,.000,.000,0.0,0.0,0.0,13.8,0.0,0.0,5.7,58,115,-13.2,300000013
22,J.Hardy,Dallas Mavericks,Golden State Warriors,1,1.59,0,0,0,0,0,0,.000,.000,.500,0.0,0.0,0.0,0.0,0.0,0.0,45.5,0,115,-51.3,300000013
23,A.Lawson,Dallas Mavericks,Golden State Warriors,1,1.59,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,115,-7.0,300000013
24,D.Powell,Dallas Mavericks,Golden State Warriors,1,1.59,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,115,-7.6,300000013
25,I.Quickley,Toronto Raptors,Detroit Pistons,0,35.36,25,8,5,1,1,2,.555,.474,.421,0.0,15.0,7.1,35.7,1.2,2.3,27.0,118,107,3.5,300000013
26,B.Brown,Toronto Raptors,Detroit Pistons,0,33.00,17,5,4,2,1,0,.660,.667,.000,0.0,12.9,6.1,24.8,2.7,2.5,16.7,132,105,3.4,300000013
27,G.Dick,Toronto Raptors,Detroit Pistons,0,32.23,9,1,3,1,0,1,.346,.346,.462,0.0,9.9,4.7,4.2,1.4,0.0,19.8,57,110,-15.8,300000013
28,K.Olynyk,Toronto Raptors,Detroit Pistons,0,30.36,19,8,6,2,2,2,.800,.818,.364,6.3,13.9,9.9,44.1,2.9,5.4,25.0,108,102,5.5,300000013
29,O.Agbaji,Toronto Raptors,Detroit Pistons,0,26.10,0,3,1,2,0,0,.000,.000,.333,0.0,4.1,1.9,13.4,3.4,0.0,6.5,36,107,-10.3,300000013
30,J.Nwora,Toronto Raptors,Detroit Pistons,0,21.04,12,0,2,3,0,2,.545,.545,.545,0.0,10.1,4.8,0.0,6.3,0.0,24.3,85,99,-1.7,300000013
31,J.McDaniels,Toronto Raptors,Detroit Pistons,0,20.56,8,1,3,0,0,0,.350,.364,.182,0.0,15.3,7.2,7.2,0.0,0.0,25.4,62,111,-19.0,300000013
32,J.Porter,Toronto Raptors,Detroit Pistons,0,20.49,10,6,6,1,4,2,.644,.667,.833,0.0,30.7,14.6,40.6,2.1,15.9,15.9,138,93,16.2,300000013
33,J.Ramsey,Toronto Raptors,Detroit Pistons,0,19.26,4,0,7,1,0,0,.254,.143,.571,4.9,32.9,18.2,0.0,2.3,0.0,17.3,60,102,-13.4,300000013
34,S.Fontecchio,Detroit Pistons,Toronto Raptors,1,38.26,12,0,4,0,0,2,.470,.364,.636,0.0,10.0,5.3,0.0,0.0,0.0,16.0,79,102,-10.2,300000013
35,J.Ivey,Detroit Pistons,Toronto Raptors,1,37.02,14,7,3,2,1,0,.448,.385,.154,2.9,5.2,4.1,27.9,2.4,2.3,21.8,86,95,-4.1,300000013
36,I.Stewart,Detroit Pistons,Toronto Raptors,1,32.47,15,1,2,0,3,3,1.025,1.083,.500,0.0,5.9,3.1,4.6,0.0,7.7,11.1,139,95,5.2,300000013
37,J.Duren,Detroit Pistons,Toronto Raptors,1,28.18,24,5,23,1,0,0,.896,.889,.000,33.9,47.5,41.1,33.3,1.6,0.0,25.4,143,96,14.5,300000013
38,C.Cunningham,Detroit Pistons,Toronto Raptors,1,27.31,19,6,3,1,0,2,.455,.450,.250,0.0,10.5,5.5,41.8,1.6,0.0,34.0,91,98,-3.3,300000013
39,M.Sasser,Detroit Pistons,Toronto Raptors,1,21.58,11,3,5,0,0,3,.458,.458,.583,0.0,21.9,11.5,21.7,0.0,0.0,21.4,105,101,-4.2,300000013
40,J.Wiseman,Detroit Pistons,Toronto Raptors,1,19.28,6,1,10,0,3,0,.750,.750,.000,5.5,44.4,26.0,7.8,0.0,13.0,12.1,98,86,1.7,300000013
41,Q.Grimes,Detroit Pistons,Toronto Raptors,1,15.07,5,3,0,0,0,0,.322,.167,.500,0.0,0.0,0.0,26.6,0.0,0.0,22.7,80,102,-13.3,300000013
42,S.Umude,Detroit Pistons,Toronto Raptors,1,14.31,5,0,7,3,0,1,.512,.375,.500,0.0,46.3,24.4,0.0,9.1,0.0,13.2,114,79,7.3,300000013
43,E.Fournier,Detroit Pistons,Toronto Raptors,1,4.52,2,1,1,0,0,0,.333,.333,.333,0.0,19.7,10.4,33.9,0.0,0.0,24.1,87,101,-10.0,300000013
44,D.DeRozan,Chicago Bulls,Indiana Pacers,0,44.08,46,3,9,2,1,1,.731,.646,.250,0.0,21.6,11.4,12.0,2.2,2.2,34.3,142,116,11.4,300000013
45,N.Vucevic,Chicago Bulls,Indiana Pacers,0,43.10,12,3,12,1,0,0,.429,.429,.286,2.7,27.0,15.5,9.1,1.1,0.0,15.7,93,118,-5.7,300000013
46,A.Dosunmu,Chicago Bulls,Indiana Pacers,0,43.02,20,3,4,0,2,1,.683,.625,.333,0.0,9.9,5.2,9.4,0.0,4.6,17.5,125,121,-0.5,300000013
47,A.Caruso,Chicago Bulls,Indiana Pacers,0,36.44,23,7,7,1,0,5,.885,.885,.462,3.2,17.3,10.6,28.8,1.3,0.0,17.3,168,120,13.5,300000013
48,C.White,Chicago Bulls,Indiana Pacers,0,36.20,15,3,4,2,1,1,.409,.382,.176,6.5,5.8,6.1,11.2,2.7,2.7,24.1,93,117,-4.7,300000013
