,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,L.Doncic,Dallas Mavericks,Boston Celtics,0,43.23,28,5,12,3,0,2,.515,.520,.360,0.0,30.9,15.4,25.5,3.8,0.0,39.1,86,109,2.3,600000000017
1,K.Irving,Dallas Mavericks,Boston Celtics,0,41.07,15,9,3,1,0,3,.444,.406,.563,2.7,5.4,4.1,36.0,1.3,0.0,21.6,108,127,4.2,600000000017
2,P.Washington,Dallas Mavericks,Boston Celtics,0,34.29,4,3,6,0,2,0,.286,.286,.714,0.0,19.4,9.7,13.0,0.0,5.6,15.8,50,121,-7.7,600000000017
3,D.Jones,Dallas Mavericks,Boston Celtics,0,22.20,10,0,0,0,1,1,.563,.563,.500,0.0,0.0,0.0,0.0,0.0,4.3,19.7,110,131,2.2,600000000017
4,D.Gafford,Dallas Mavericks,Boston Celtics,0,10.54,6,0,3,0,0,0,.600,.600,.000,20.5,10.2,15.4,0.0,0.0,0.0,22.8,129,128,2.1,600000000017
5,D.Lively,Dallas Mavericks,Boston Celtics,0,24.05,2,0,4,0,1,0,.500,.500,.000,9.3,9.3,9.3,0.0,0.0,4.0,6.2,93,126,-9.1,600000000017
6,J.Green,Dallas Mavericks,Boston Celtics,0,22.22,14,0,2,0,0,4,.875,.875,.750,5.0,5.0,5.0,0.0,0.0,0.0,17.8,164,130,13.1,600000000017
7,M.Kleber,Dallas Mavericks,Boston Celtics,0,13.26,2,1,3,0,0,0,.333,.333,.667,8.3,16.6,12.5,11.4,0.0,0.0,11.1,98,125,-4.6,600000000017
8,D.Exum,Dallas Mavericks,Boston Celtics,0,8.49,4,0,0,0,0,1,1.064,1.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,10.6,194,133,7.9,600000000017
9,T.Hardaway,Dallas Mavericks,Boston Celtics,0,8.37,0,0,0,0,0,0,.000,.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0,133,-18.2,600000000017
10,J.Hardy,Dallas Mavericks,Boston Celtics,0,2.37,3,0,0,0,0,0,.521,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,54.6,103,133,3.4,600000000017
11,A.Lawson,Dallas Mavericks,Boston Celtics,0,2.37,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,133,-5.7,600000000017
12,D.Powell,Dallas Mavericks,Boston Celtics,0,2.37,0,0,1,0,0,0,,,,0.0,42.7,21.3,0.0,0.0,0.0,0.0,0,112,-3.0,600000000017
13,O.Prosper,Dallas Mavericks,Boston Celtics,0,2.37,0,0,1,0,0,0,,,,0.0,42.7,21.3,0.0,0.0,0.0,0.0,0,112,-1.8,600000000017
14,J.Tatum,Boston Celtics,Dallas Mavericks,1,44.57,31,11,8,2,0,1,.563,.479,.292,2.5,17.4,9.9,44.7,2.5,0.0,30.1,133,101,12.9,600000000017
15,J.Brown,Boston Celtics,Dallas Mavericks,1,44.15,21,6,8,2,0,2,.410,.348,.391,0.0,20.2,10.1,21.4,2.5,0.0,27.6,104,100,-1.3,600000000017
16,J.Holiday,Boston Celtics,Dallas Mavericks,1,43.09,15,4,11,0,1,1,.536,.536,.214,10.3,18.1,14.2,14.7,0.0,2.7,17.0,117,104,0.3,600000000017
17,D.White,Boston Celtics,Dallas Mavericks,1,38.09,14,1,8,2,1,4,.643,.600,.800,11.7,11.7,11.7,3.8,2.9,3.1,15.5,126,99,6.5,600000000017
18,A.Horford,Boston Celtics,Dallas Mavericks,1,31.35,9,2,9,2,0,2,.654,.667,.500,7.1,24.7,15.9,9.1,3.5,0.0,10.0,154,96,6.5,600000000017
19,S.Hauser,Boston Celtics,Dallas Mavericks,1,17.07,8,1,4,1,0,2,.571,.571,.857,19.6,6.5,13.0,9.5,3.2,0.0,18.7,143,101,9.6,600000000017
20,K.Porzingis,Boston Celtics,Dallas Mavericks,1,16.05,5,0,1,0,0,0,.512,.500,.500,0.0,6.9,3.5,0.0,0.0,0.0,13.9,111,108,-7.9,600000000017
21,L.Kornet,Boston Celtics,Dallas Mavericks,1,2.02,0,0,1,0,0,0,,,,54.9,0.0,27.4,0.0,0.0,0.0,0.0,231,110,-1.0,600000000017
22,P.Pritchard,Boston Celtics,Dallas Mavericks,1,1.25,3,0,0,0,0,1,1.500,1.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,32.3,300,110,78.6,600000000017
23,O.Brissett,Boston Celtics,Dallas Mavericks,1,0.38,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,110,-6.0,600000000017
24,S.Mykhailiuk,Boston Celtics,Dallas Mavericks,1,0.38,0,0,1,0,0,0,,,,0.0,100.0,88.1,0.0,0.0,0.0,0.0,0,73,4.8,600000000017
