,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,B.Podziemski,Golden State Warriors,Denver Nuggets,0,34.24,13,6,9,5,0,3,.825,.786,.571,13.3,17.4,15.3,24.3,7.1,0.0,12.5,154,110,16.2,1225
1,S.Curry,Golden State Warriors,Denver Nuggets,0,34.20,18,4,2,1,1,3,.420,.405,.619,3.3,3.5,3.4,18.5,1.4,2.9,31.0,86,124,-6.6,1225
2,K.Thompson,Golden State Warriors,Denver Nuggets,0,32.06,9,1,6,1,1,3,.375,.375,.833,0.0,22.4,10.9,4.2,1.5,3.1,20.4,64,120,-8.1,1225
3,J.Kuminga,Golden State Warriors,Denver Nuggets,0,23.02,13,2,5,0,0,0,.564,.500,.125,0.0,26.0,12.7,13.2,0.0,0.0,23.7,114,124,-1.7,1225
4,K.Looney,Golden State Warriors,Denver Nuggets,0,21.36,4,2,3,0,0,0,.667,.667,.000,0.0,16.7,8.1,12.5,0.0,0.0,8.1,112,126,-4.0,1225
5,A.Wiggins,Golden State Warriors,Denver Nuggets,0,28.49,22,2,3,0,1,2,.806,.727,.364,4.0,8.3,6.1,11.8,0.0,3.5,23.7,145,126,6.1,1225
6,C.Paul,Golden State Warriors,Denver Nuggets,0,28.21,13,3,3,0,0,3,.650,.650,.500,4.0,8.5,6.2,16.1,0.0,0.0,16.9,127,128,0.4,1225
7,D.Saric,Golden State Warriors,Denver Nuggets,0,19.55,14,2,5,0,0,0,.549,.455,.273,11.5,18.1,14.7,17.2,0.0,0.0,27.9,129,126,1.5,1225
8,T.Jackson-Davis,Golden State Warriors,Denver Nuggets,0,14.55,8,1,3,0,0,0,.820,.750,.000,0.0,24.1,11.8,10.6,0.0,0.0,14.3,173,124,0.8,1225
9,M.Moody,Golden State Warriors,Denver Nuggets,0,2.32,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,131,-6.7,1225
10,M.Porter,Denver Nuggets,Golden State Warriors,1,40.29,19,1,10,0,4,3,.559,.559,.588,0.0,28.2,14.5,3.9,0.0,10.1,18.3,116,111,3.0,1225
11,N.Jokic,Denver Nuggets,Golden State Warriors,1,39.03,26,8,14,0,0,0,.653,.333,.167,12.3,29.3,21.0,28.0,0.0,0.0,25.6,143,117,7.2,1225
12,K.Caldwell-Pope,Denver Nuggets,Golden State Warriors,1,37.08,16,5,4,2,0,4,.615,.615,.692,3.2,9.2,6.3,20.0,2.6,0.0,15.3,141,116,6.7,1225
13,J.Murray,Denver Nuggets,Golden State Warriors,1,32.48,28,3,5,2,0,3,.693,.639,.278,3.7,13.9,8.9,17.3,3.0,0.0,29.5,133,114,7.7,1225
14,A.Gordon,Denver Nuggets,Golden State Warriors,1,31.37,16,3,10,1,0,1,.680,.750,.400,15.2,21.7,18.5,15.5,1.5,0.0,19.0,129,116,4.4,1225
15,P.Watson,Denver Nuggets,Golden State Warriors,1,20.31,5,1,0,0,0,1,.500,.500,.400,0.0,0.0,0.0,6.6,0.0,0.0,14.9,75,124,-9.8,1225
16,R.Jackson,Denver Nuggets,Golden State Warriors,1,14.32,2,3,0,0,0,0,.347,.000,.000,0.0,0.0,0.0,24.8,0.0,0.0,20.6,54,124,-18.4,1225
17,C.Braun,Denver Nuggets,Golden State Warriors,1,10.49,6,1,0,0,0,2,.615,.750,.500,0.0,0.0,0.0,14.3,0.0,0.0,23.7,98,124,-4.9,1225
18,J.Strawther,Denver Nuggets,Golden State Warriors,1,7.44,2,0,0,0,0,0,.694,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,8.1,119,124,-3.3,1225
19,Z.Nnaji,Denver Nuggets,Golden State Warriors,1,5.19,0,0,0,1,0,0,,,,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0,103,0.9,1225
20,J.Tatum,Boston Celtics,Los Angeles Lakers,0,41.14,25,7,8,0,1,1,.603,.433,.400,0.0,20.2,10.7,20.9,0.0,2.0,22.7,137,121,3.9,1225
21,J.Holiday,Boston Celtics,Los Angeles Lakers,0,38.14,18,7,7,1,1,3,.862,.850,.500,6.1,13.6,10.1,23.6,1.3,2.2,14.0,155,120,9.5,1225
22,K.Porzingis,Boston Celtics,Los Angeles Lakers,0,35.18,28,2,11,1,2,2,.634,.632,.421,9.9,23.6,17.2,8.8,1.4,4.7,28.2,130,115,5.5,1225
23,D.White,Boston Celtics,Los Angeles Lakers,0,35.18,18,11,2,2,2,2,.692,.692,.308,0.0,5.9,3.1,42.6,2.8,4.7,18.3,140,118,10.6,1225
24,J.Brown,Boston Celtics,Los Angeles Lakers,0,32.34,19,2,5,3,0,1,.473,.441,.294,10.8,6.4,8.5,8.3,4.6,0.0,29.2,101,116,-4.6,1225
25,A.Horford,Boston Celtics,Los Angeles Lakers,0,23.19,6,1,6,0,1,2,.750,.750,1.000,0.0,26.9,14.2,4.9,0.0,3.5,7.4,153,118,0.1,1225
26,S.Hauser,Boston Celtics,Los Angeles Lakers,0,14.38,2,0,2,0,0,0,.200,.200,.800,8.0,7.1,7.5,0.0,0.0,0.0,14.7,63,127,-15.9,1225
27,P.Pritchard,Boston Celtics,Los Angeles Lakers,0,12.42,10,0,2,0,0,2,.625,.625,.750,18.4,0.0,8.7,0.0,0.0,0.0,27.2,132,129,2.3,1225
28,N.Queta,Boston Celtics,Los Angeles Lakers,0,6.43,0,1,1,1,0,0,,,,0.0,15.5,8.2,15.5,7.4,0.0,0.0,228,106,0.8,1225
29,T.Prince,Los Angeles Lakers,Boston Celtics,1,38.59,17,3,4,1,0,5,.654,.654,.923,0.0,12.0,5.7,10.4,1.3,0.0,14.4,142,130,3.8,1225
30,A.Davis,Los Angeles Lakers,Boston Celtics,1,38.50,40,4,13,0,1,2,.658,.615,.154,13.4,24.1,18.5,20.2,0.0,2.5,36.0,137,129,12.4,1225
31,L.James,Los Angeles Lakers,Boston Celtics,1,36.47,16,8,9,0,0,1,.481,.393,.143,0.0,28.6,13.5,28.6,0.0,0.0,23.0,105,129,-1.6,1225
32,J.Vanderbilt,Los Angeles Lakers,Boston Celtics,1,22.44,6,0,6,1,0,0,.600,.600,.000,18.4,10.3,14.6,0.0,2.2,0.0,9.5,150,128,-1.5,1225
33,C.Reddish,Los Angeles Lakers,Boston Celtics,1,18.23,5,0,0,0,0,1,.868,.750,.500,0.0,0.0,0.0,0.0,0.0,0.0,11.5,96,136,-7.3,1225
34,R.Hachimura,Los Angeles Lakers,Boston Celtics,1,29.03,12,0,3,0,0,2,.429,.429,.643,0.0,12.1,5.7,0.0,0.0,0.0,22.3,84,133,-10.0,1225
35,A.Reaves,Los Angeles Lakers,Boston Celtics,1,28.15,11,3,6,1,0,2,.583,.556,.333,14.8,8.3,11.7,14.1,1.8,0.0,17.5,121,130,0.7,1225
36,D.Russell,Los Angeles Lakers,Boston Celtics,1,17.49,8,6,1,1,0,0,.667,.667,.167,0.0,6.6,3.1,50.2,2.8,0.0,19.4,123,128,5.4,1225
37,J.Hayes,Los Angeles Lakers,Boston Celtics,1,9.10,0,0,1,0,0,0,.000,.000,.000,0.0,12.8,6.0,0.0,0.0,0.0,8.8,0,133,-13.8,1225
38,T.Maxey,Philadelphia 76ers,Miami Heat,0,43.30,12,5,3,1,1,1,.265,.225,.400,0.0,7.5,3.6,15.5,1.1,2.1,22.3,67,122,-12.7,1225
39,T.Harris,Philadelphia 76ers,Miami Heat,0,41.35,27,6,7,1,0,4,.699,.667,.389,2.4,15.7,8.8,24.3,1.1,0.0,22.0,132,121,6.0,1225
