,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,A.Edwards,Minnesota Timberwolves,Denver Nuggets,0,44.15,18,9,4,1,0,1,.486,.367,.333,0.0,13.1,6.1,30.0,1.2,0.0,24.3,99,128,-3.8,50000000014
1,R.Gobert,Minnesota Timberwolves,Denver Nuggets,0,40.00,18,3,11,2,2,0,.893,1.000,.000,6.3,32.7,18.6,12.2,2.7,3.9,13.2,163,118,8.9,50000000014
2,N.Alexander-Walker,Minnesota Timberwolves,Denver Nuggets,0,39.10,14,5,2,0,2,4,.583,.583,.667,3.2,3.7,3.5,19.2,0.0,4.0,15.9,117,129,3.0,50000000014
3,K.Towns,Minnesota Timberwolves,Denver Nuggets,0,37.55,23,4,6,2,0,2,.578,.579,.263,3.3,19.2,10.7,20.0,2.8,0.0,27.6,108,124,2.7,50000000014
4,J.McDaniels,Minnesota Timberwolves,Denver Nuggets,0,30.42,9,3,3,1,2,1,.500,.500,.444,8.2,4.7,6.6,14.8,1.7,5.1,18.7,88,124,-3.3,50000000014
5,N.Reid,Minnesota Timberwolves,Denver Nuggets,0,19.47,7,0,3,0,1,0,.394,.375,.375,0.0,22.1,10.3,0.0,0.0,4.0,23.9,70,126,-15.1,50000000014
6,K.Anderson,Minnesota Timberwolves,Denver Nuggets,0,16.27,2,3,2,1,0,0,.500,.500,.000,7.7,8.8,8.2,25.0,3.3,0.0,11.6,86,125,-3.7,50000000014
7,M.Morris,Minnesota Timberwolves,Denver Nuggets,0,11.44,6,3,2,0,0,0,.500,.500,.167,10.8,12.4,11.5,47.7,0.0,0.0,24.5,123,131,4.1,50000000014
8,J.Murray,Denver Nuggets,Minnesota Timberwolves,1,41.22,16,4,1,1,0,0,.538,.500,.000,3.5,0.0,1.6,12.9,1.3,0.0,19.8,109,113,-5.0,50000000014
9,N.Jokic,Denver Nuggets,Minnesota Timberwolves,1,41.06,40,13,7,2,1,2,.770,.727,.136,0.0,21.5,11.5,57.3,2.6,2.2,30.6,169,104,29.0,50000000014
10,K.Caldwell-Pope,Denver Nuggets,Minnesota Timberwolves,1,37.52,16,4,5,1,0,4,1.000,1.000,.625,0.0,16.7,8.9,13.9,1.4,0.0,12.8,147,109,7.2,50000000014
11,M.Porter,Denver Nuggets,Minnesota Timberwolves,1,35.32,6,1,7,0,2,2,.300,.300,.700,4.1,21.3,13.3,3.3,0.0,5.2,16.4,64,107,-9.9,50000000014
12,A.Gordon,Denver Nuggets,Minnesota Timberwolves,1,33.38,18,5,10,1,0,0,.571,.500,.071,21.6,18.8,20.1,21.0,1.6,0.0,25.6,127,108,3.6,50000000014
13,C.Braun,Denver Nuggets,Minnesota Timberwolves,1,28.18,10,2,5,1,2,1,.536,.563,.250,5.1,17.9,11.9,9.1,1.9,6.5,17.7,108,103,2.3,50000000014
14,J.Holiday,Denver Nuggets,Minnesota Timberwolves,1,15.24,0,1,3,0,0,0,.000,.000,1.000,0.0,24.6,13.2,7.1,0.0,0.0,6.3,31,110,-12.6,50000000014
15,R.Jackson,Denver Nuggets,Minnesota Timberwolves,1,6.38,6,0,0,0,0,0,1.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,29.3,118,116,4.6,50000000014
16,P.Watson,Denver Nuggets,Minnesota Timberwolves,1,0.10,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,116,-5.1,50000000014
17,T.Haliburton,Indiana Pacers,New York Knicks,0,33.58,13,5,2,2,2,1,.658,.611,.444,0.0,6.4,3.4,29.5,3.1,4.3,16.8,117,129,5.0,50000000014
18,P.Siakam,Indiana Pacers,New York Knicks,0,33.26,22,2,8,1,0,2,.608,.533,.200,11.3,16.3,14.0,13.7,1.6,0.0,28.9,115,129,2.3,50000000014
19,M.Turner,Indiana Pacers,New York Knicks,0,30.03,16,2,5,2,2,4,.667,.667,.583,0.0,18.2,9.7,14.9,3.5,4.8,25.6,87,122,4.4,50000000014
20,A.Nesmith,Indiana Pacers,New York Knicks,0,28.16,8,2,4,0,0,1,.481,.357,.429,0.0,15.4,8.3,12.3,0.0,0.0,17.6,85,133,-9.4,50000000014
21,A.Nembhard,Indiana Pacers,New York Knicks,0,27.38,11,4,2,0,1,2,.506,.500,.300,4.6,3.9,4.2,28.9,0.0,2.6,22.4,96,138,-2.9,50000000014
22,B.Sheppard,Indiana Pacers,New York Knicks,0,25.12,6,2,0,0,0,2,1.000,1.000,1.000,0.0,0.0,0.0,14.0,0.0,0.0,7.6,132,141,-1.6,50000000014
23,O.Toppin,Indiana Pacers,New York Knicks,0,20.58,7,2,5,0,0,0,.554,.400,.400,0.0,26.0,14.0,17.3,0.0,0.0,16.8,107,128,-3.4,50000000014
24,T.McConnell,Indiana Pacers,New York Knicks,0,19.22,7,5,0,0,0,0,.415,.375,.000,0.0,0.0,0.0,52.6,0.0,0.0,23.5,96,141,-7.1,50000000014
