,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,T.Maxey,Philadelphia 76ers,Chicago Bulls,0,35.22,20,7,0,1,0,2,.413,.409,.364,0.0,0.0,0.0,37.8,1.5,0.0,33.7,88,120,-4.3,1230
1,T.Harris,Philadelphia 76ers,Chicago Bulls,0,34.19,15,4,7,0,1,0,.422,.375,.188,7.9,15.5,11.0,20.3,0.0,2.6,23.5,104,119,-1.5,1230
2,K.Oubre,Philadelphia 76ers,Chicago Bulls,0,28.13,11,2,5,2,1,0,.409,.385,.385,9.6,9.5,9.6,12.4,3.7,3.2,21.7,100,112,-0.2,1230
3,P.Reed,Philadelphia 76ers,Chicago Bulls,0,27.49,11,3,7,4,1,1,.506,.450,.200,13.0,14.4,13.6,17.8,7.5,3.2,19.4,114,102,6.6,1230
4,D.Melton,Philadelphia 76ers,Chicago Bulls,0,26.03,9,0,3,4,0,3,.500,.500,1.000,0.0,15.4,6.2,0.0,8.0,0.0,15.7,99,102,1.5,1230
5,P.Beverley,Philadelphia 76ers,Chicago Bulls,0,23.57,4,3,2,1,2,0,.410,.250,.500,0.0,11.1,4.5,17.7,2.2,7.4,11.2,90,112,-4.3,1230
6,N.Batum,Philadelphia 76ers,Chicago Bulls,0,19.08,9,2,3,0,0,3,.750,.750,.833,0.0,20.9,8.5,17.6,0.0,0.0,16.6,123,119,3.4,1230
7,M.Morris,Philadelphia 76ers,Chicago Bulls,0,17.13,4,1,2,0,0,0,.400,.400,.400,0.0,15.5,6.3,9.2,0.0,0.0,15.8,72,119,-14.2,1230
8,M.Bamba,Philadelphia 76ers,Chicago Bulls,0,13.12,5,2,5,0,0,0,.727,.667,.000,13.7,30.3,20.4,25.3,0.0,0.0,15.3,131,117,3.5,1230
9,K.Martin,Philadelphia 76ers,Chicago Bulls,0,7.38,2,0,1,0,0,0,.500,.500,.500,0.0,17.5,7.1,0.0,0.0,0.0,11.9,99,120,-8.4,1230
10,R.Covington,Philadelphia 76ers,Chicago Bulls,0,4.49,0,0,1,0,0,0,.000,.000,1.000,0.0,27.7,11.2,0.0,0.0,0.0,9.4,0,117,-17.0,1230
11,F.Korkmaz,Philadelphia 76ers,Chicago Bulls,0,2.17,2,0,0,0,0,0,1.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,19.9,200,125,11.7,1230
12,C.White,Chicago Bulls,Philadelphia 76ers,1,39.30,20,2,8,0,0,1,.567,.500,.333,6.8,13.8,10.9,7.7,0.0,0.0,25.4,100,104,-5.2,1230
13,D.DeRozan,Chicago Bulls,Philadelphia 76ers,1,37.11,24,5,6,0,0,0,.598,.529,.118,0.0,14.6,8.7,22.7,0.0,0.0,26.3,126,104,3.8,1230
14,P.Williams,Chicago Bulls,Philadelphia 76ers,1,33.20,13,3,3,0,0,1,.591,.591,.273,8.0,2.7,4.9,13.8,0.0,0.0,17.3,116,109,1.1,1230
15,A.Drummond,Chicago Bulls,Philadelphia 76ers,1,29.37,15,2,23,2,3,0,.605,.750,.000,13.5,61.2,41.9,10.7,3.5,9.0,23.1,104,71,10.1,1230
16,A.Caruso,Chicago Bulls,Philadelphia 76ers,1,28.09,14,5,2,1,1,3,.761,.786,.714,0.0,6.4,3.8,25.7,1.8,3.2,19.2,125,101,9.8,1230
17,A.Dosunmu,Chicago Bulls,Philadelphia 76ers,1,29.16,6,2,3,0,1,0,.273,.273,.364,9.1,3.1,5.5,9.4,0.0,3.0,16.7,86,107,-7.2,1230
18,T.Taylor,Chicago Bulls,Philadelphia 76ers,1,17.15,6,1,6,1,0,0,1.000,1.000,.000,23.2,15.8,18.8,8.8,3.0,0.0,7.7,204,97,13.5,1230
19,J.Carter,Chicago Bulls,Philadelphia 76ers,1,13.11,4,1,2,1,0,1,.340,.300,.800,0.0,13.7,8.2,10.0,3.9,0.0,19.8,91,95,-5.1,1230
20,D.Terry,Chicago Bulls,Philadelphia 76ers,1,11.23,3,0,0,0,0,1,.750,.750,1.000,0.0,0.0,0.0,0.0,0.0,0.0,11.7,92,110,-4.8,1230
21,J.Phillips,Chicago Bulls,Philadelphia 76ers,1,1.08,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,110,-3.3,1230
22,P.Siakam,Toronto Raptors,Detroit Pistons,0,39.58,35,4,5,0,0,2,.636,.625,.083,2.9,14.6,8.1,16.5,0.0,0.0,32.1,122,133,-2.3,1230
23,G.Trent,Toronto Raptors,Detroit Pistons,0,39.28,24,4,1,4,1,6,.711,.688,.563,0.0,3.7,1.6,13.4,4.8,2.3,18.6,144,122,8.2,1230
24,D.Schroder,Toronto Raptors,Detroit Pistons,0,36.59,30,9,0,0,0,3,.743,.694,.333,0.0,0.0,0.0,36.8,0.0,0.0,24.9,151,135,5.3,1230
25,S.Barnes,Toronto Raptors,Detroit Pistons,0,36.16,22,2,9,2,1,1,.495,.425,.250,6.5,28.1,16.1,7.5,2.6,2.5,27.8,105,124,-5.5,1230
26,J.Poeltl,Toronto Raptors,Detroit Pistons,0,34.42,4,5,14,1,3,0,.500,.500,.000,6.7,50.3,26.2,16.0,1.4,7.7,5.0,150,119,1.4,1230
27,J.McDaniels,Toronto Raptors,Detroit Pistons,0,17.25,2,0,1,0,0,0,.258,.000,.333,0.0,8.4,3.7,0.0,0.0,0.0,12.2,44,134,-19.4,1230
28,C.Boucher,Toronto Raptors,Detroit Pistons,0,16.43,4,0,2,0,0,0,.549,.000,1.000,0.0,17.4,7.8,0.0,0.0,0.0,9.5,121,133,-10.7,1230
29,T.Young,Toronto Raptors,Detroit Pistons,0,10.59,6,1,1,2,0,0,.600,.600,.000,10.7,0.0,5.9,13.3,8.6,0.0,27.7,93,116,-5.6,1230
30,O.Porter,Toronto Raptors,Detroit Pistons,0,7.30,0,1,0,0,0,0,,,,0.0,0.0,0.0,13.9,0.0,0.0,0.0,226,135,-8.4,1230
31,C.Cunningham,Detroit Pistons,Toronto Raptors,1,37.49,30,12,3,1,0,2,.615,.500,.200,0.0,9.3,5.1,51.5,1.2,0.0,28.0,145,126,5.5,1230
32,B.Bogdanovic,Detroit Pistons,Toronto Raptors,1,36.30,19,3,7,0,0,2,.586,.571,.429,0.0,22.5,12.4,12.4,0.0,0.0,24.0,95,127,-8.6,1230
33,J.Duren,Detroit Pistons,Toronto Raptors,1,34.14,18,2,17,0,0,0,.660,.545,.000,8.5,51.3,32.2,8.6,0.0,0.0,18.6,136,124,-2.1,1230
34,K.Knox,Detroit Pistons,Toronto Raptors,1,30.50,17,2,2,1,1,3,.607,.607,.571,0.0,7.6,4.2,10.3,1.5,2.3,21.1,111,123,-1.0,1230
35,J.Ivey,Detroit Pistons,Toronto Raptors,1,29.03,12,4,5,1,0,1,.584,.300,.600,20.0,4.0,11.2,16.8,1.6,0.0,16.9,141,126,-0.4,1230
36,A.Burks,Detroit Pistons,Toronto Raptors,1,18.31,16,1,0,0,0,3,.976,.917,.500,0.0,0.0,0.0,8.5,0.0,0.0,19.2,193,130,11.3,1230
37,I.Livers,Detroit Pistons,Toronto Raptors,1,17.23,3,1,1,0,0,1,.750,.750,1.000,0.0,6.7,3.7,7.2,0.0,0.0,7.5,98,129,-7.3,1230
38,J.Wiseman,Detroit Pistons,Toronto Raptors,1,13.27,8,0,4,0,3,0,1.000,1.000,.000,0.0,34.8,19.3,0.0,0.0,16.0,12.9,200,109,10.5,1230
39,A.Thompson,Detroit Pistons,Toronto Raptors,1,12.02,6,0,1,0,0,0,.615,.500,.500,0.0,9.7,5.4,0.0,0.0,0.0,17.6,127,129,-7.2,1230
40,K.Hayes,Detroit Pistons,Toronto Raptors,1,10.11,0,4,1,1,0,0,.000,.000,.000,0.0,11.5,6.4,46.0,4.6,0.0,21.3,45,118,-16.3,1230
