,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,B.Bogdanovic,Atlanta Hawks,Chicago Bulls,0,33.58,20,6,4,0,2,2,1.037,1.000,.286,0.0,10.7,5.9,26.1,0.0,4.3,14.5,196,110,14.3,400000001
1,D.Murray,Atlanta Hawks,Chicago Bulls,0,33.25,17,6,8,0,0,3,.500,.500,.353,3.3,19.0,12.0,27.9,0.0,0.0,30.4,91,108,-9.2,400000001
2,D.Hunter,Atlanta Hawks,Chicago Bulls,0,32.48,8,4,6,0,0,2,.333,.333,.833,0.0,16.6,9.1,16.0,0.0,0.0,19.7,75,109,-10.4,400000001
3,C.Capela,Atlanta Hawks,Chicago Bulls,0,26.04,15,1,11,1,2,0,.621,.667,.000,21.4,20.8,21.1,6.1,2.0,5.6,23.2,131,99,3.5,400000001
4,V.Krejci,Atlanta Hawks,Chicago Bulls,0,24.54,18,3,4,0,0,6,1.500,1.500,1.000,0.0,14.5,8.0,19.6,0.0,0.0,13.0,217,110,20.4,400000001
5,J.Johnson,Atlanta Hawks,Chicago Bulls,0,24.58,11,1,4,2,0,2,.427,.417,.417,4.5,10.9,8.0,5.8,4.1,0.0,25.7,87,103,-6.0,400000001
6,B.Fernando,Atlanta Hawks,Chicago Bulls,0,21.56,10,4,4,1,0,0,.683,.667,.000,5.1,12.4,9.1,27.1,2.3,0.0,19.6,125,106,2.7,400000001
7,G.Mathews,Atlanta Hawks,Chicago Bulls,0,17.12,9,1,1,0,0,3,.643,.643,1.000,0.0,5.3,2.9,8.6,0.0,0.0,18.8,125,115,0.6,400000001
8,K.Bufkin,Atlanta Hawks,Chicago Bulls,0,17.12,3,3,2,0,1,1,.375,.375,.750,0.0,10.5,5.8,21.9,0.0,4.2,13.4,91,110,-2.9,400000001
9,W.Matthews,Atlanta Hawks,Chicago Bulls,0,7.33,2,0,1,0,0,0,.500,.500,.500,0.0,12.0,6.6,0.0,0.0,0.0,12.2,96,112,-9.0,400000001
10,C.White,Chicago Bulls,Atlanta Hawks,1,39.19,22,3,3,1,0,2,.483,.429,.333,2.3,5.7,3.8,13.4,1.3,0.0,25.8,109,123,-2.6,400000001
11,D.DeRozan,Chicago Bulls,Atlanta Hawks,1,39.05,31,5,2,2,0,0,.548,.435,.130,0.0,5.7,2.6,24.8,2.6,0.0,34.1,113,120,2.8,400000001
12,A.Dosunmu,Chicago Bulls,Atlanta Hawks,1,35.37,15,1,3,1,0,1,.577,.577,.385,2.5,6.3,4.2,4.9,1.4,0.0,16.8,115,123,-3.2,400000001
13,A.Caruso,Chicago Bulls,Atlanta Hawks,1,32.55,8,3,5,2,2,2,.308,.308,.538,2.8,13.6,7.6,13.4,3.1,6.9,18.1,78,113,-2.5,400000001
14,N.Vucevic,Chicago Bulls,Atlanta Hawks,1,31.09,5,3,14,1,0,1,.357,.357,.286,2.9,46.6,22.5,13.6,1.6,0.0,11.0,88,114,-4.3,400000001
15,A.Drummond,Chicago Bulls,Atlanta Hawks,1,20.04,13,0,18,0,0,0,.611,.625,.000,36.1,55.6,44.9,0.0,0.0,0.0,24.7,132,116,3.5,400000001
16,T.Craig,Chicago Bulls,Atlanta Hawks,1,12.38,0,0,2,0,0,0,.000,.000,1.000,7.2,8.8,7.9,0.0,0.0,0.0,3.4,60,126,-10.8,400000001
17,T.Taylor,Chicago Bulls,Atlanta Hawks,1,9.45,4,0,2,1,0,0,.694,.500,.000,18.6,0.0,10.3,0.0,5.2,0.0,12.6,167,116,6.9,400000001
18,D.Terry,Chicago Bulls,Atlanta Hawks,1,8.22,0,2,0,0,0,0,,,,0.0,0.0,0.0,31.0,0.0,0.0,0.0,219,128,-0.8,400000001
19,J.Carter,Chicago Bulls,Atlanta Hawks,1,6.58,3,0,1,0,0,1,.375,.375,.500,13.0,0.0,7.2,0.0,0.0,0.0,24.5,97,128,-5.4,400000001
20,O.Bitim,Chicago Bulls,Atlanta Hawks,1,2.04,0,0,0,0,0,0,.000,.000,.500,0.0,0.0,0.0,0.0,0.0,0.0,41.3,0,128,-45.0,400000001
21,A.Sanogo,Chicago Bulls,Atlanta Hawks,1,2.04,0,0,1,0,0,0,,,,0.0,54.0,24.2,0.0,0.0,0.0,0.0,0,117,-6.9,400000001
22,D.White,Boston Celtics,Charlotte Hornets,0,35.38,19,5,9,0,1,4,.615,.600,.667,6.3,19.6,13.3,20.1,0.0,2.5,22.2,125,112,2.5,400000001
23,J.Tatum,Boston Celtics,Charlotte Hornets,0,34.23,25,4,10,2,1,4,.615,.579,.526,0.0,29.1,15.3,18.3,3.0,2.6,32.0,108,103,4.9,400000001
24,J.Holiday,Boston Celtics,Charlotte Hornets,0,30.21,2,2,5,0,0,0,.091,.091,.727,3.7,13.2,8.7,7.6,0.0,0.0,17.9,41,116,-21.2,400000001
25,K.Porzingis,Boston Celtics,Charlotte Hornets,0,30.16,20,5,7,0,1,1,.740,.650,.300,7.4,16.5,12.2,23.7,0.0,2.9,21.7,158,112,10.6,400000001
26,A.Horford,Boston Celtics,Charlotte Hornets,0,24.50,15,3,5,0,0,3,.682,.682,.545,13.5,8.1,10.6,18.5,0.0,0.0,20.1,155,117,8.8,400000001
27,P.Pritchard,Boston Celtics,Charlotte Hornets,0,27.55,7,5,3,0,0,0,.444,.429,.571,4.0,7.2,5.7,22.7,0.0,0.0,14.4,114,117,-7.2,400000001
28,S.Hauser,Boston Celtics,Charlotte Hornets,0,24.14,25,0,5,0,0,7,.962,.962,.846,4.6,16.5,10.9,0.0,0.0,0.0,26.2,157,115,17.1,400000001
29,L.Kornet,Boston Celtics,Charlotte Hornets,0,13.12,4,1,4,1,0,0,1.000,1.000,.000,8.5,22.7,16.0,10.2,3.9,0.0,6.9,214,104,9.3,400000001
30,O.Brissett,Boston Celtics,Charlotte Hornets,0,13.12,1,2,2,0,0,0,.266,.000,1.000,0.0,15.2,8.0,16.9,0.0,0.0,6.4,112,115,-2.6,400000001
31,X.Tillman,Boston Celtics,Charlotte Hornets,0,4.35,0,1,1,0,0,0,,,,0.0,21.8,11.5,24.4,0.0,0.0,0.0,244,113,0.7,400000001
32,S.Mykhailiuk,Boston Celtics,Charlotte Hornets,0,1.24,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,119,-7.3,400000001
33,M.Bridges,Charlotte Hornets,Boston Celtics,1,42.39,26,8,11,0,0,3,.535,.500,.391,2.3,26.2,13.6,30.3,0.0,0.0,28.0,115,126,4.7,400000001
34,B.Miller,Charlotte Hornets,Boston Celtics,1,40.22,19,2,5,1,0,3,.598,.567,.400,2.5,11.1,6.5,7.3,1.3,0.0,19.7,114,128,-2.3,400000001
35,V.Micic,Charlotte Hornets,Boston Celtics,1,36.57,13,9,2,0,0,1,.468,.423,.462,0.0,6.0,2.9,33.9,0.0,0.0,19.0,111,132,-4.9,400000001
36,G.Williams,Charlotte Hornets,Boston Celtics,1,33.01,23,2,7,0,0,2,.681,.688,.250,9.1,13.5,11.2,11.0,0.0,0.0,25.5,129,130,3.3,400000001
37,T.Mann,Charlotte Hornets,Boston Celtics,1,25.35,4,4,4,0,0,0,.286,.286,.429,0.0,17.5,8.2,20.1,0.0,0.0,16.6,66,129,-14.6,400000001
38,D.Bertans,Charlotte Hornets,Boston Celtics,1,22.41,8,1,1,1,1,2,.667,.667,.833,0.0,4.9,2.3,6.1,2.3,5.9,12.5,128,124,1.9,400000001
39,A.Pokusevski,Charlotte Hornets,Boston Celtics,1,15.37,3,2,4,1,0,1,.214,.214,.429,6.4,21.4,13.5,16.2,3.3,0.0,21.1,69,120,-6.5,400000001
