,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,D.Mitchell,Cleveland Cavaliers,Chicago Bulls,0,44.24,19,3,5,0,0,4,.591,.538,.692,0.0,11.1,5.8,10.2,0.0,0.0,22.1,88,121,-10.2,20000028
1,D.Garland,Cleveland Cavaliers,Chicago Bulls,0,44.05,23,5,2,1,0,7,.523,.523,.636,0.0,4.5,2.3,19.1,1.1,0.0,24.3,98,122,-2.7,20000028
2,E.Mobley,Cleveland Cavaliers,Chicago Bulls,0,42.12,25,1,13,1,4,1,.636,.676,.235,5.1,25.6,15.8,4.6,1.2,7.5,23.9,108,106,2.9,20000028
3,M.Strus,Cleveland Cavaliers,Chicago Bulls,0,36.55,11,6,5,1,0,3,.423,.423,.769,5.8,8.0,7.0,24.3,1.4,0.0,17.7,99,119,-4.0,20000028
4,J.Allen,Cleveland Cavaliers,Chicago Bulls,0,34.12,11,4,4,1,2,0,.427,.417,.000,3.1,8.6,6.0,18.6,1.5,4.6,17.6,100,117,-2.4,20000028
5,C.LeVert,Cleveland Cavaliers,Chicago Bulls,0,39.04,14,15,7,2,2,3,.543,.542,.583,0.0,17.6,9.2,59.3,2.6,4.1,17.8,125,109,9.8,20000028
6,I.Okoro,Cleveland Cavaliers,Chicago Bulls,0,24.08,13,2,0,1,1,3,.813,.813,.625,0.0,0.0,0.0,14.6,2.1,3.3,15.5,145,122,9.6,20000028
7,D.Wade,Cleveland Cavaliers,Chicago Bulls,0,13.52,5,1,2,0,2,1,.868,.750,1.000,0.0,14.2,7.4,10.2,0.0,11.5,9.7,176,114,9.2,20000028
8,G.Niang,Cleveland Cavaliers,Chicago Bulls,0,11.08,2,0,1,0,0,0,.200,.200,.600,0.0,8.8,4.6,0.0,0.0,0.0,25.1,32,122,-23.9,20000028
9,C.White,Chicago Bulls,Cleveland Cavaliers,1,50.03,14,12,8,1,1,2,.335,.300,.650,5.9,10.7,8.2,36.4,1.0,2.3,19.4,101,109,-2.0,20000028
10,D.DeRozan,Chicago Bulls,Cleveland Cavaliers,1,48.35,35,5,10,0,1,2,.509,.346,.192,4.0,17.7,10.6,17.3,0.0,2.4,28.7,136,110,3.5,20000028
11,A.Dosunmu,Chicago Bulls,Cleveland Cavaliers,1,47.30,21,4,3,1,1,4,.631,.571,.643,2.1,4.5,3.2,13.3,1.1,2.4,17.7,117,110,1.2,20000028
12,N.Vucevic,Chicago Bulls,Cleveland Cavaliers,1,40.08,24,5,13,2,2,2,.485,.478,.261,14.7,18.7,16.6,24.5,2.5,5.8,29.1,106,101,2.1,20000028
13,A.Drummond,Chicago Bulls,Cleveland Cavaliers,1,36.09,17,1,26,0,3,0,.660,.667,.000,24.5,50.5,36.9,5.1,0.0,9.6,17.9,122,100,4.2,20000028
14,O.Bitim,Chicago Bulls,Cleveland Cavaliers,1,27.33,10,0,6,0,0,2,1.025,1.000,.500,0.0,23.4,11.2,0.0,0.0,0.0,10.1,128,112,0.0,20000028
15,J.Phillips,Chicago Bulls,Cleveland Cavaliers,1,13.42,7,2,5,1,0,1,.478,.417,.333,21.5,15.7,18.7,23.8,3.7,0.0,21.7,138,104,9.5,20000028
