,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Nikola Jokić,Denver Nuggets,Atlanta Hawks,0,36.01,25,9,8,3,2,1,.777,.731,.077,7.4,16.7,12.7,34.3,4.1,5.1,19.5,170,117,17.6
1,Kentavious Caldwell-Pope,Denver Nuggets,Atlanta Hawks,0,29.47,8,2,3,0,1,0,.420,.167,.333,0.0,10.1,5.8,7.1,0.0,3.1,15.9,92,130,-11.7
2,Jamal Murray,Denver Nuggets,Atlanta Hawks,0,28.58,29,4,9,1,2,4,.939,.933,.333,4.6,27.6,17.8,24.4,1.7,6.4,30.4,126,118,14.6
3,Aaron Gordon,Denver Nuggets,Atlanta Hawks,0,28.33,18,1,12,0,0,0,.738,.700,.000,32.7,17.5,24.0,4.8,0.0,0.0,20.4,146,130,1.0
4,Michael Porter Jr.,Denver Nuggets,Atlanta Hawks,0,26.24,3,3,7,0,0,0,.126,.091,.364,10.1,18.9,15.2,12.1,0.0,0.0,20.1,62,129,-20.2
5,Julian Strawther,Denver Nuggets,Atlanta Hawks,0,28.14,22,2,1,5,0,6,.688,.688,.688,0.0,3.5,2.0,10.2,8.6,0.0,26.2,130,114,11.7
6,Peyton Watson,Denver Nuggets,Atlanta Hawks,0,20.14,3,0,2,0,1,0,.521,.500,.000,6.6,4.9,5.6,0.0,0.0,4.6,5.9,130,131,-6.5
7,Reggie Jackson,Denver Nuggets,Atlanta Hawks,0,19.07,12,6,1,0,0,1,.575,.550,.500,0.0,5.2,3.0,43.7,0.0,0.0,24.6,136,134,1.3
8,Zeke Nnaji,Denver Nuggets,Atlanta Hawks,0,11.59,3,1,4,0,2,0,.615,.500,.500,11.1,25.0,19.1,9.3,0.0,15.4,11.8,115,117,-2.1
9,Christian Braun,Denver Nuggets,Atlanta Hawks,0,10.40,6,1,2,0,0,0,.773,.667,.000,0.0,18.8,10.7,11.8,0.0,0.0,15.0,176,129,0.4
10,Saddiq Bey,Atlanta Hawks,Denver Nuggets,1,39.55,16,2,4,1,1,1,.627,.591,.364,2.5,10.0,5.7,6.5,1.2,2.0,13.5,140,133,-0.2
11,Dejounte Murray,Atlanta Hawks,Denver Nuggets,1,38.13,21,3,6,1,0,3,.459,.432,.364,10.5,7.0,9.0,11.1,1.3,0.0,27.4,104,135,-5.9
12,Clint Capela,Atlanta Hawks,Denver Nuggets,1,27.49,14,2,8,1,0,0,.589,.545,.000,14.4,19.2,16.4,10.3,1.8,0.0,18.0,143,130,-1.1
13,Trae Young,Atlanta Hawks,Denver Nuggets,1,26.20,19,9,1,1,0,2,.630,.500,.417,0.0,5.1,2.2,47.0,1.9,0.0,32.1,116,134,0.4
14,Garrison Mathews,Atlanta Hawks,Denver Nuggets,1,16.40,3,1,0,1,0,1,.300,.300,1.000,0.0,0.0,0.0,7.0,2.9,0.0,12.6,80,133,-7.9
15,Bogdan Bogdanović,Atlanta Hawks,Denver Nuggets,1,35.34,40,3,3,2,0,10,.804,.792,.708,2.8,7.5,4.8,16.1,2.7,0.0,30.7,155,131,18.7
16,Onyeka Okongwu,Atlanta Hawks,Denver Nuggets,1,28.22,7,3,6,0,1,0,.643,.600,.000,7.1,18.8,12.1,13.0,0.0,2.9,8.1,162,132,-0.4
17,Wesley Matthews,Atlanta Hawks,Denver Nuggets,1,18.04,2,1,5,2,0,0,.200,.200,.800,5.5,29.5,15.8,6.4,5.4,0.0,16.3,49,119,-10.3
18,AJ Griffin,Atlanta Hawks,Denver Nuggets,1,9.02,0,1,2,0,0,0,.000,.000,1.000,0.0,29.5,12.7,12.1,0.0,0.0,4.7,63,131,-8.5
19,Caleb Martin,Miami Heat,Charlotte Hornets,0,38.34,20,5,9,0,0,1,.585,.536,.286,7.5,21.2,15.1,22.0,0.0,0.0,24.5,115,126,-5.8
