,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,D.DiVincenzo,New York Knicks,Boston Celtics,0,41.18,17,4,4,1,0,3,.567,.567,.467,0.0,10.3,5.3,11.4,1.2,0.0,16.1,130,120,0.7,4000000011
1,I.Hartenstein,New York Knicks,Boston Celtics,0,33.05,11,6,13,1,2,0,.446,.455,.000,23.6,19.3,21.4,20.9,1.5,6.6,20.5,105,112,0.6,4000000011
2,J.Hart,New York Knicks,Boston Celtics,0,31.58,16,5,16,1,0,1,.518,.500,.267,7.0,46.7,27.3,19.5,1.6,0.0,21.4,128,109,5.8,4000000011
3,J.Brunson,New York Knicks,Boston Celtics,0,30.02,39,4,2,0,0,6,.774,.783,.478,0.0,7.1,3.6,25.5,0.0,0.0,37.7,152,123,20.7,4000000011
4,O.Anunoby,New York Knicks,Boston Celtics,0,25.58,12,1,5,1,1,2,.600,.600,.300,4.3,16.4,10.5,4.6,2.0,4.2,17.6,126,114,3.9,4000000011
5,B.Bogdanovic,New York Knicks,Boston Celtics,0,25.09,14,0,3,1,0,2,.700,.700,.600,4.4,8.5,6.5,0.0,2.0,0.0,18.2,136,118,4.1,4000000011
6,M.McBride,New York Knicks,Boston Celtics,0,21.41,2,4,0,1,0,0,.167,.167,.667,0.0,0.0,0.0,18.9,2.4,0.0,13.4,73,120,-9.3,4000000011
7,P.Achiuwa,New York Knicks,Boston Celtics,0,16.02,2,0,5,0,1,0,.167,.167,.167,13.9,20.0,17.0,0.0,0.0,6.8,18.2,55,116,-15.0,4000000011
8,M.Robinson,New York Knicks,Boston Celtics,0,14.47,5,0,4,1,0,0,.727,.667,.000,30.2,0.0,14.8,0.0,3.5,0.0,9.7,179,117,3.7,4000000011
9,J.Tatum,Boston Celtics,New York Knicks,1,31.48,18,7,4,2,1,1,.531,.423,.538,3.4,10.5,6.9,32.6,3.2,2.4,27.2,118,124,3.4,4000000011
10,J.Holiday,Boston Celtics,New York Knicks,1,28.50,7,1,5,1,2,1,.500,.500,.571,3.7,15.5,9.5,4.8,1.8,5.3,14.3,86,124,-5.4,4000000011
11,J.Brown,Boston Celtics,New York Knicks,1,28.38,15,1,2,0,2,1,.460,.433,.333,3.7,3.9,3.8,5.6,0.0,5.3,30.8,83,132,-12.1,4000000011
12,D.White,Boston Celtics,New York Knicks,1,28.38,2,2,2,1,1,0,.200,.200,.600,0.0,7.8,3.8,8.7,1.8,2.7,9.6,56,128,-12.3,4000000011
13,K.Porzingis,Boston Celtics,New York Knicks,1,25.19,14,1,8,0,2,2,.543,.500,.417,8.4,26.5,17.2,6.2,0.0,6.0,25.1,112,123,-1.5,4000000011
14,S.Hauser,Boston Celtics,New York Knicks,1,22.04,15,3,4,0,1,3,.845,.813,.625,4.8,15.2,9.9,22.4,0.0,3.5,18.4,177,129,15.0,4000000011
15,P.Pritchard,Boston Celtics,New York Knicks,1,20.50,16,6,4,0,0,2,.615,.615,.308,10.2,10.7,10.5,57.9,0.0,0.0,28.5,145,133,11.7,4000000011
16,A.Horford,Boston Celtics,New York Knicks,1,15.32,6,1,2,1,2,2,1.000,1.000,1.000,0.0,14.4,7.0,9.1,3.3,9.8,11.8,133,118,9.0,4000000011
17,S.Mykhailiuk,Boston Celtics,New York Knicks,1,12.47,9,2,2,0,0,3,.900,.900,.800,8.3,8.7,8.5,26.1,0.0,0.0,17.9,183,134,16.5,4000000011
